Source, Trig Date ,    Trig Time   ,Origin Date,   Origin Time  ,    Profile  , Status, Cluster,      Y     ,      X     ,    Depth   , MomMag,   PGV  , Stage, P S/N  , S S/N  , Quality,   Error  , Location   , rms Noise
1998,   5/4/2024, 03:25:04.184250,   5/4/2024, 03:25:04.280142,      Primary,2,0,300,3200,8290,0.37,282.8,7,7.9,13.9,3.2,1000000,     L2 msmx,7.15
2032,   5/4/2024, 03:26:43.020000,   5/4/2024, 03:26:42.856064,      Primary,2,0,-640,2790,8260,-0.16,38.93,7,6.8,13,3,1000000,     L2 msmx,8.27
2111,   5/4/2024, 03:30:40.966500,   5/4/2024, 03:30:40.810879,      Primary,2,0,-310,2800,8150,-0.34,59.96,7,9.7,19.7,2.5,1000000,     L2 msmx,8.25
2127,   5/4/2024, 03:31:38.956250,   5/4/2024, 03:31:38.811264,      Primary,2,0,-290,3280,8230,0.46,328.32,7,12.5,14,2.2,1000000,     L2 msmx,13.7
2134,   5/4/2024, 03:32:05.410500,   5/4/2024, 03:32:05.290818,      Primary,2,0,100,3200,8350,-0.04,78.11,7,6,10.9,1.8,1000000,     L2 msmx,7.9
2140,   5/4/2024, 03:32:27.573250,   5/4/2024, 03:32:27.545483,      Primary,2,0,-480,2930,7620,-0.32,141.43,7,7.1,20.5,1.9,1000000,     L2 msmx,7.46
2212,   5/4/2024, 03:35:52.817500,   5/4/2024, 03:35:52.637680,      Primary,2,0,220,3250,8310,0.39,496.42,7,8.5,17.9,2.9,1000000,     L2 msmx,12.43
2233,   5/4/2024, 03:36:51.739250,   5/4/2024, 03:36:51.576710,      Primary,2,0,-590,2950,8240,-0.02,88.19,7,6.9,18.3,2,1000000,     L2 msmx,8.19
2267,   5/4/2024, 03:38:25.839000,   5/4/2024, 03:38:25.670507,      Primary,2,0,120,3210,8220,-0.07,136.15,7,13.2,20.3,2.5,1000000,     L2 msmx,8.39
2324,   5/4/2024, 03:41:11.753250,   5/4/2024, 03:41:11.613366,      Primary,2,0,-1300,3460,7470,0.29,187.75,7,13.9,27.4,2.6,1000000,     L2 msmx,8.96
2375,   5/4/2024, 03:43:38.147000,   5/4/2024, 03:43:37.996990,      Primary,2,0,-230,3120,8030,0.07,162.41,7,13.5,27.1,3.5,1000000,     L2 msmx,10.83
2455,   5/4/2024, 03:47:39.118000,   5/4/2024, 03:47:39.013882,      Primary,2,0,-880,2800,8720,0.38,183.99,7,16.5,28.3,2.5,1000000,     L2 msmx,8.68
2520,   5/4/2024, 03:50:58.697250,   5/4/2024, 03:50:58.544273,      Primary,2,0,-240,2960,7980,-0.2,90.79,7,10.4,25.3,3.1,1000000,     L2 msmx,8.54
2549,   5/4/2024, 03:52:25.416500,   5/4/2024, 03:52:25.263584,      Primary,2,0,-150,3090,7980,-0.31,105.06,7,7.1,15.7,2.2,1000000,     L2 msmx,9.34
2571,   5/4/2024, 03:53:33.262750,   5/4/2024, 03:53:33.110229,      Primary,2,0,-1400,3180,7800,-0.21,78.56,7,12.3,41.2,2.3,1000000,     L2 msmx,8.81
2599,   5/4/2024, 03:54:57.061250,   5/4/2024, 03:54:56.950485,      Primary,2,0,-650,2790,8500,0.27,155.29,7,9.5,24.7,2.3,1000000,     L2 msmx,9.31
2827,   5/4/2024, 04:05:51.873250,   5/4/2024, 04:05:51.719315,      Primary,2,0,-1130,2990,7860,-0.06,97.97,7,17.4,56.4,2.5,1000000,     L2 msmx,11.6
2864,   5/4/2024, 04:07:52.426750,   5/4/2024, 04:07:52.264900,      Primary,2,0,-400,2950,8130,0.07,83.68,7,16.1,37.2,4.1,1000000,     L2 msmx,11.46
2902,   5/4/2024, 04:09:31.867250,   5/4/2024, 04:09:31.777489,      Primary,2,0,-510,2780,8260,0.33,312.16,7,24.5,54.5,4.5,1000000,     L2 msmx,13.34
2960,   5/4/2024, 04:12:32.806500,   5/4/2024, 04:12:32.652653,      Primary,2,0,-990,2820,7720,-0.2,71.05,7,23.6,22,1.9,1000000,     L2 msmx,12.2
2988,   5/4/2024, 04:14:04.401000,   5/4/2024, 04:14:04.597497,      Primary,2,0,-1290,3000,7860,-0.02,150.21,7,8.6,23.5,2.3,1000000,     L2 msmx,6.79
3074,   5/4/2024, 04:18:09.747750,   5/4/2024, 04:18:09.586411,      Primary,2,0,-590,2960,8280,0.22,182.3,7,15.3,39,2.6,1000000,     L2 msmx,9.48
3091,   5/4/2024, 04:19:07.751000,   5/4/2024, 04:19:07.615516,      Primary,2,0,-990,3390,7460,0.79,367.97,7,35,41.7,3.7,1000000,     L2 msmx,21.79
3092,   5/4/2024, 04:19:09.244000,   5/4/2024, 04:19:09.013123,      Primary,2,0,-880,3450,7470,0.16,181.38,7,9.2,12.2,2.5,1000000,     L2 msmx,47.06
3133,   5/4/2024, 04:21:20.584500,   5/4/2024, 04:21:20.431170,      Primary,2,0,-540,2820,7950,0.17,81.82,7,23.4,27.8,3.3,1000000,     L2 msmx,14.16
3167,   5/4/2024, 04:23:01.588000,   5/4/2024, 04:23:01.417817,      Primary,2,0,-740,2860,8350,-0.2,63.75,7,8.5,12.6,2.6,1000000,     L2 msmx,8.94
3186,   5/4/2024, 04:23:56.417750,   5/4/2024, 04:23:56.234993,      Primary,2,0,-40,3000,8670,0.82,549.41,7,36,58.7,3.2,1000000,     L2 msmx,16.07
3240,   5/4/2024, 04:26:28.237250,   5/4/2024, 04:26:28.060610,      Primary,2,0,-640,2880,8610,0.12,68.93,7,14.9,27.1,2.5,1000000,     L2 msmx,8.62
3327,   5/4/2024, 04:30:40.848500,   5/4/2024, 04:30:40.681870,      Primary,2,0,-250,2960,8300,0.4,273.78,7,11.2,20.3,3.4,1000000,     L2 msmx,17.07
3673,   5/4/2024, 04:46:23.508750,   5/4/2024, 04:46:23.362341,      Primary,2,0,-160,2940,7820,-0.19,224.94,7,16.7,24.6,2.5,1000000,     L2 msmx,12.47
3751,   5/4/2024, 04:49:56.514750,   5/4/2024, 04:49:56.540215,      Primary,2,0,-590,2920,8370,-0.02,88.63,7,10.5,17.3,2.6,1000000,     L2 msmx,7.18
3877,   5/4/2024, 04:56:36.768500,   5/4/2024, 04:56:36.650429,      Primary,2,0,-590,2880,8330,-0.03,84.25,7,7.1,10.1,2.3,1000000,     L2 msmx,9.37
3911,   5/4/2024, 04:58:13.172000,   5/4/2024, 04:58:12.995694,      Primary,2,0,-560,2750,8570,0.75,348.88,7,14.9,21.6,2.9,1000000,     L2 msmx,10.59
3955,   5/4/2024, 05:00:23.289500,   5/4/2024, 05:00:23.157612,      Primary,2,0,110,3300,7670,-0.02,160.36,7,16.4,28.2,3.1,1000000,     L2 msmx,8.72
3980,   5/4/2024, 05:01:32.859250,   5/4/2024, 05:01:32.707897,      Primary,2,0,180,3230,7890,-0.3,76.57,7,5.2,8.7,1.7,1000000,     L2 msmx,7.68
4104,   5/4/2024, 05:07:13.740000,   5/4/2024, 05:07:13.567073,      Primary,2,0,-280,2940,8170,-0.18,44.41,7,5.2,9.3,2.9,1000000,     L2 msmx,8.49
4110,   5/4/2024, 05:07:30.962250,   5/4/2024, 05:07:30.816345,      Primary,2,0,160,3170,7900,-0.15,96.94,7,9.2,14.8,1.8,1000000,     L2 msmx,7.91
4167,   5/4/2024, 05:10:13.795750,   5/4/2024, 05:10:13.637524,      Primary,2,0,-370,2960,8100,0.09,128.66,7,15,21.3,3.1,1000000,     L2 msmx,10.25
4400,   5/4/2024, 05:21:28.104000,   5/4/2024, 05:21:28.117331,      Primary,2,0,-520,2980,8200,0.03,91.15,7,10.2,16.3,2.1,1000000,     L2 msmx,7.11
4422,   5/4/2024, 05:22:37.717000,   5/4/2024, 05:22:37.545555,      Primary,2,0,-960,2700,8430,0.07,106.21,7,15.5,33.9,2.8,1000000,     L2 msmx,9.26
4430,   5/4/2024, 05:22:57.361500,   5/4/2024, 05:22:57.177525,      Primary,2,0,450,3170,8540,0.38,102,7,5.2,9.6,2.3,1000000,     L2 msmx,9.11
4664,   5/4/2024, 05:33:11.836000,   5/4/2024, 05:33:11.692069,      Primary,2,0,220,3190,7910,0.03,176.62,7,17.4,26.8,1.8,1000000,     L2 msmx,8.44
4694,   5/4/2024, 05:34:25.692500,   5/4/2024, 05:34:25.562439,      Primary,2,0,-470,2820,7730,-0.19,42.65,7,9.7,38.5,2.2,1000000,     L2 msmx,11.68
4697,   5/4/2024, 05:34:34.455750,   5/4/2024, 05:34:34.173035,      Primary,2,0,-540,2940,8320,-0.07,54.29,7,5.8,9,2,1000000,     L2 msmx,14.38
4877,   5/4/2024, 05:43:06.720000,   5/4/2024, 05:43:06.580857,      Primary,2,0,90,3150,7840,0.12,201.04,7,10.7,22.2,2.9,1000000,     L2 msmx,11.1
4878,   5/4/2024, 05:43:08.034750,   5/4/2024, 05:43:07.886522,      Primary,2,0,140,3220,7810,0.21,277.95,7,5.4,9.8,2.5,1000000,     L2 msmx,18.9
4889,   5/4/2024, 05:43:47.158500,   5/4/2024, 05:43:47.004688,      Primary,2,0,-270,2940,8000,-0.25,119.78,7,8.2,17.9,2.5,1000000,     L2 msmx,9.72
4897,   5/4/2024, 05:44:09.234250,   5/4/2024, 05:44:09.098601,      Primary,2,0,-550,3100,8470,0.11,119.35,7,17.2,22.8,2.9,1000000,     L2 msmx,11.44
4944,   5/4/2024, 05:46:30.911750,   5/4/2024, 05:46:30.750492,      Primary,2,0,-570,2760,8270,0.37,231.23,7,18.2,32.5,4.3,1000000,     L2 msmx,15.2
5012,   5/4/2024, 05:49:42.470250,   5/4/2024, 05:49:42.332916,      Primary,2,0,-410,2950,7690,-0.24,261.41,7,12.7,24,1.9,1000000,     L2 msmx,11.33
5023,   5/4/2024, 05:50:15.568250,   5/4/2024, 05:50:15.411262,      Primary,2,0,-1200,2940,7920,0.37,225.05,7,12,22.9,2.9,1000000,     L2 msmx,11.83
5052,   5/4/2024, 05:51:34.163500,   5/4/2024, 05:51:33.998837,      Primary,2,0,-520,2980,8160,-0.01,75.81,7,6.6,16,1.9,1000000,     L2 msmx,10.33
5059,   5/4/2024, 05:51:53.185250,   5/4/2024, 05:51:53.037846,      Primary,2,0,250,3280,7850,0.07,146.05,7,19.6,47.1,1.7,1000000,     L2 msmx,8.03
5109,   5/4/2024, 05:53:57.976750,   5/4/2024, 05:53:57.859444,      Primary,2,0,-380,2930,8100,-0.08,112.84,7,11.9,20.5,2.8,1000000,     L2 msmx,9.86
5129,   5/4/2024, 05:54:53.298500,   5/4/2024, 05:54:53.161835,      Primary,2,0,-280,2990,7690,0.13,332.75,7,23,48.4,2.7,1000000,     L2 msmx,18.63
5160,   5/4/2024, 05:56:09.159500,   5/4/2024, 05:56:09.025329,      Primary,2,0,-400,2920,7720,-0.21,182.96,7,27.1,53.1,2.1,1000000,     L2 msmx,11.76
5208,   5/4/2024, 05:58:19.193750,   5/4/2024, 05:58:19.054951,      Primary,2,0,-300,2970,7690,-0.05,155.2,7,8.8,17.8,2.4,1000000,     L2 msmx,12.88
5277,   5/4/2024, 06:01:26.991000,   5/4/2024, 06:01:26.952890,      Primary,2,0,50,3270,8170,-0.06,85.83,7,6,10.5,1.8,1000000,     L2 msmx,6.68
5291,   5/4/2024, 06:02:04.960500,   5/4/2024, 06:02:04.778372,      Primary,2,0,-510,2780,8490,0.02,113.58,7,10.7,22.5,3.3,1000000,     L2 msmx,12.49
5305,   5/4/2024, 06:02:41.193250,   5/4/2024, 06:02:41.099392,      Primary,2,0,-630,2930,8090,-0.12,67.91,7,6.3,11.8,2.2,1000000,     L2 msmx,8.99
5325,   5/4/2024, 06:03:46.621000,   5/4/2024, 06:03:46.448112,      Primary,2,0,-1340,2830,7950,-0.19,69.69,7,9.2,16.6,2.7,1000000,     L2 msmx,9.1
5364,   5/4/2024, 06:05:48.068500,   5/4/2024, 06:05:48.117062,      Primary,2,0,-240,2850,7880,-0.23,167.75,7,7.8,15.2,2.4,1000000,     L2 msmx,6.68
5373,   5/4/2024, 06:06:15.710500,   5/4/2024, 06:06:15.699542,      Primary,2,0,-460,2940,8190,-0.1,53.53,7,7.8,16.7,2.6,1000000,     L2 msmx,6.53
5398,   5/4/2024, 06:07:22.610750,   5/4/2024, 06:07:22.444715,      Primary,2,0,-100,3070,8190,0.22,216.45,7,8,13.5,2.5,1000000,     L2 msmx,11.78
5457,   5/4/2024, 06:09:49.376250,   5/4/2024, 06:09:49.236717,      Primary,2,0,-120,3290,7670,-0.19,126.62,7,8.3,18.4,2,1000000,     L2 msmx,10.65
5511,   5/4/2024, 06:12:39.326250,   5/4/2024, 06:12:39.274952,      Primary,2,0,-880,3130,7610,0.14,208.41,7,21.9,12.4,2.5,1000000,     L2 msmx,16.67
5520,   5/4/2024, 06:13:07.713500,   5/4/2024, 06:13:07.690368,      Primary,2,0,-1410,3020,7830,-0.11,80.65,7,5.4,11,2.2,1000000,     L2 msmx,7.73
5579,   5/4/2024, 06:16:05.321750,   5/4/2024, 06:16:05.183494,      Primary,2,0,-240,2860,7870,0.04,407.41,7,23,43.1,3.1,1000000,     L2 msmx,12.79
5648,   5/4/2024, 06:19:22.278250,   5/4/2024, 06:19:22.495417,      Primary,2,0,470,3200,8600,0.42,331.75,7,7.7,23.9,4.1,1000000,     L2 msmx,7.05
5649,   5/4/2024, 06:19:28.517750,   5/4/2024, 06:19:28.342733,      Primary,2,0,-1600,3210,7880,-0.07,132.99,7,11.7,32,2.3,1000000,     L2 msmx,13.8
5716,   5/4/2024, 06:22:40.394250,   5/4/2024, 06:22:40.235107,      Primary,2,0,-430,2910,8190,0.31,198.76,7,20.7,31.2,3.6,1000000,     L2 msmx,13.23
5739,   5/4/2024, 06:23:45.281250,   5/4/2024, 06:23:45.149647,      Primary,2,0,-1270,3000,7910,0.09,172.53,7,11.2,29.7,2.4,1000000,     L2 msmx,11.59
5767,   5/4/2024, 06:25:13.380750,   5/4/2024, 06:25:13.212402,      Primary,2,0,-240,2980,8250,-0.16,59.28,7,7.7,12.3,2,1000000,     L2 msmx,8.7
5771,   5/4/2024, 06:25:30.812750,   5/4/2024, 06:25:30.651047,      Primary,2,0,-1260,3000,7840,-0.1,62.54,7,13.5,27.2,2.4,1000000,     L2 msmx,8.86
5781,   5/4/2024, 06:25:51.454750,   5/4/2024, 06:25:51.508720,      Primary,2,0,-1330,2840,8020,-0.18,51.2,7,4.2,6.4,2.4,1000000,     L2 msmx,9.12
5868,   5/4/2024, 06:30:08.663250,   5/4/2024, 06:30:08.495102,      Primary,2,0,-560,2970,8300,-0.06,151.83,7,9.3,16.7,2.5,1000000,     L2 msmx,12.36
5907,   5/4/2024, 06:31:55.845000,   5/4/2024, 06:31:55.669422,      Primary,2,0,190,3350,8150,0.13,251.82,7,6.4,9.8,2.5,1000000,     L2 msmx,12.19
5929,   5/4/2024, 06:32:57.338750,   5/4/2024, 06:32:57.506195,      Primary,2,0,480,3150,8630,0.12,228.14,7,11.3,30.9,2.5,1000000,     L2 msmx,6.66
5932,   5/4/2024, 06:33:08.289750,   5/4/2024, 06:33:08.152399,      Primary,2,0,100,3190,7790,-0.12,124.83,7,4.5,8,2.4,1000000,     L2 msmx,12.07
5938,   5/4/2024, 06:33:23.363750,   5/4/2024, 06:33:23.203651,      Primary,2,0,-480,3090,8090,0.05,155.05,7,16.7,17.4,3,1000000,     L2 msmx,14.34
5942,   5/4/2024, 06:33:30.911500,   5/4/2024, 06:33:30.771154,      Primary,2,0,-180,2950,7790,-0.11,240.71,7,17.7,40.5,2.3,1000000,     L2 msmx,10.87
5953,   5/4/2024, 06:34:17.323000,   5/4/2024, 06:34:17.186319,      Primary,2,0,-350,2970,7600,-0.15,95.26,7,14.7,27,2.2,1000000,     L2 msmx,10.16
5954,   5/4/2024, 06:34:19.581000,   5/4/2024, 06:34:19.430031,      Primary,2,0,-170,3170,7890,0.04,183.66,7,8.3,18.2,2.4,1000000,     L2 msmx,10.31
5992,   5/4/2024, 06:35:58.210750,   5/4/2024, 06:35:58.017109,      Primary,2,0,-580,2760,8830,0.07,86.54,7,17.2,22.9,1.7,1000000,     L2 msmx,7.83
6025,   5/4/2024, 06:37:37.919750,   5/4/2024, 06:37:37.779442,      Primary,2,0,-190,3220,7760,0.15,387.85,7,12.6,26.3,2.2,1000000,     L2 msmx,9.91
6033,   5/4/2024, 06:38:01.742500,   5/4/2024, 06:38:01.570882,      Primary,2,0,-150,3230,7810,0.14,220.35,7,8,15.8,2.8,1000000,     L2 msmx,17.97
6045,   5/4/2024, 06:38:38.733750,   5/4/2024, 06:38:38.651508,      Primary,2,0,-630,2890,8340,-0.06,65.87,7,16.5,27.1,2.3,1000000,     L2 msmx,7.56
6047,   5/4/2024, 06:38:47.081250,   5/4/2024, 06:38:46.891068,      Primary,2,0,150,3130,8690,0.29,157.93,7,6,13.9,1.9,1000000,     L2 msmx,9.15
6048,   5/4/2024, 06:38:49.995000,   5/4/2024, 06:38:49.804348,      Primary,2,0,90,3110,8740,0.4,301.78,7,6.4,15.4,2,1000000,     L2 msmx,11.94
6057,   5/4/2024, 06:39:20.383000,   5/4/2024, 06:39:20.236240,      Primary,2,0,-1300,2930,8030,0.01,126.64,7,9.6,14.6,3.4,1000000,     L2 msmx,11.2
6061,   5/4/2024, 06:39:30.399750,   5/4/2024, 06:39:30.276945,      Primary,2,0,170,3160,8480,0.35,495.37,7,7.4,24.3,2.9,1000000,     L2 msmx,8.67
6087,   5/4/2024, 06:40:55.306250,   5/4/2024, 06:40:55.147896,      Primary,2,0,-280,2930,8020,-0.3,36.22,7,5.3,12.4,2,1000000,     L2 msmx,8.62
6157,   5/4/2024, 06:45:05.799750,   5/4/2024, 06:45:05.973989,      Primary,2,0,-1100,2820,8040,0.26,153.46,7,8.5,15,3,1000000,     L2 msmx,8.6
6159,   5/4/2024, 06:45:11.608250,   5/4/2024, 06:45:11.453844,      Primary,2,0,-80,3010,8250,0.17,236.89,7,6.9,12.7,1.8,1000000,     L2 msmx,9.2
6183,   5/4/2024, 06:45:57.965250,   5/4/2024, 06:45:57.829788,      Primary,2,0,-360,2970,7580,-0.07,247.38,7,18.7,50,2.2,1000000,     L2 msmx,11.21
6229,   5/4/2024, 06:47:49.380000,   5/4/2024, 06:47:49.231094,      Primary,2,0,-1350,3330,7650,0.28,263.6,7,9,15.7,2.5,1000000,     L2 msmx,10.56
6230,   5/4/2024, 06:47:53.927500,   5/4/2024, 06:47:53.791332,      Primary,2,0,-310,2960,7700,-0.14,124.77,7,16.1,33.2,2,1000000,     L2 msmx,10.73
6275,   5/4/2024, 06:49:32.358000,   5/4/2024, 06:49:32.239689,      Primary,2,0,-700,2970,7270,-0.08,146.72,7,9.9,27.3,2.2,1000000,     L2 msmx,9.31
6291,   5/4/2024, 06:50:19.560750,   5/4/2024, 06:50:19.426685,      Primary,2,0,-50,2960,8020,-0.26,64.45,7,5.9,11.6,1.7,1000000,     L2 msmx,7.6
6292,   5/4/2024, 06:50:20.480250,   5/4/2024, 06:50:20.169230,      Primary,2,0,-20,3100,8360,0.05,109.13,7,4.6,8.6,2,1000000,     L2 msmx,19.12
6310,   5/4/2024, 06:51:14.264250,   5/4/2024, 06:51:14.235931,      Primary,2,0,-570,3030,7900,0.22,178.99,7,21.3,29.9,2.5,1000000,     L2 msmx,9.28
6314,   5/4/2024, 06:51:23.926500,   5/4/2024, 06:51:23.969906,      Primary,2,0,-1320,2690,7730,-0.02,414.15,7,12.5,28,2.3,1000000,     L2 msmx,7.95
6397,   5/4/2024, 06:55:19.752250,   5/4/2024, 06:55:19.586914,      Primary,2,0,-1300,3020,7810,-0.13,78.81,7,7.3,18.3,2.1,1000000,     L2 msmx,8.71
6412,   5/4/2024, 06:55:58.779000,   5/4/2024, 06:55:58.636047,      Primary,2,0,-220,2900,7840,-0.06,243.65,7,9.9,16,2.7,1000000,     L2 msmx,12.13
6425,   5/4/2024, 06:56:39.157750,   5/4/2024, 06:56:39.093967,      Primary,2,0,-250,2920,8050,-0.24,77.04,7,6.4,13.3,2.4,1000000,     L2 msmx,8.29
6437,   5/4/2024, 06:57:09.695750,   5/4/2024, 06:57:09.831774,      Primary,2,0,-230,2900,7810,0.04,218.45,7,8.3,21.7,3,1000000,     L2 msmx,6.84
6503,   5/4/2024, 07:00:29.183000,   5/4/2024, 07:00:29.064173,      Primary,2,0,-940,2950,7190,0.08,144.08,7,5.8,20,2.2,1000000,     L2 msmx,10.09
6520,   5/4/2024, 07:01:10.535500,   5/4/2024, 07:01:10.392790,      Primary,2,0,-170,2910,7850,-0.19,195.3,7,6.3,11.6,2,1000000,     L2 msmx,12.76
6548,   5/4/2024, 07:02:25.551500,   5/4/2024, 07:02:25.415581,      Primary,2,0,-350,2940,7630,-0.24,59.15,7,6.4,10.8,1.9,1000000,     L2 msmx,9.97
6557,   5/4/2024, 07:02:55.182000,   5/4/2024, 07:02:55.032547,      Primary,2,0,-280,2890,8110,0.19,177.49,7,25.3,38.9,3.9,1000000,     L2 msmx,13.67
6582,   5/4/2024, 07:04:11.758250,   5/4/2024, 07:04:11.631977,      Primary,2,0,-750,2990,7280,-0.09,156.3,7,8.4,25.6,2.3,1000000,     L2 msmx,11.5
6593,   5/4/2024, 07:04:50.549250,   5/4/2024, 07:04:50.460968,      Primary,2,0,-1370,3080,7820,0.1,195.14,7,11.6,19.9,3,1000000,     L2 msmx,10.79
6601,   5/4/2024, 07:05:11.862500,   5/4/2024, 07:05:11.725476,      Primary,2,0,-200,2960,7740,-0.05,384.2,7,16.2,44.3,2.7,1000000,     L2 msmx,10.55
6656,   5/4/2024, 07:07:39.089500,   5/4/2024, 07:07:38.926556,      Primary,2,0,-380,2910,8200,0.06,118.85,7,8.4,21,2.2,1000000,     L2 msmx,11.01
6665,   5/4/2024, 07:07:58.211000,   5/4/2024, 07:07:58.084641,      Primary,2,0,-400,2890,7620,0.14,265.05,7,17,53.4,2.4,1000000,     L2 msmx,11.95
6675,   5/4/2024, 07:08:22.858500,   5/4/2024, 07:08:22.690031,      Primary,2,0,-610,2790,8270,-0.02,36.27,7,5.6,11.3,2.7,1000000,     L2 msmx,8.93
6740,   5/4/2024, 07:11:17.080000,   5/4/2024, 07:11:16.908201,      Primary,2,0,180,3050,8340,0.07,63.55,7,4.7,6.3,1.4,1000000,     L2 msmx,9.12
6809,   5/4/2024, 07:14:15.484750,   5/4/2024, 07:14:15.545062,      Primary,2,0,-230,2940,7770,-0.25,192.75,7,10.6,16.4,2,1000000,     L2 msmx,6.84
6852,   5/4/2024, 07:16:09.534250,   5/4/2024, 07:16:09.357795,      Primary,2,0,-1430,2930,7900,-0.15,64.08,7,6.6,8.9,1.8,1000000,     L2 msmx,8.89
6872,   5/4/2024, 07:16:53.771750,   5/4/2024, 07:16:53.632545,      Primary,2,0,-200,2960,7730,-0.14,147.74,7,9.8,19.3,2.5,1000000,     L2 msmx,9.52
6877,   5/4/2024, 07:17:07.391250,   5/4/2024, 07:17:07.228261,      Primary,2,0,-1200,2940,7940,-0.23,38.23,7,5.9,11.7,1.8,1000000,     L2 msmx,8.1
6879,   5/4/2024, 07:17:12.342750,   5/4/2024, 07:17:12.204842,      Primary,2,0,-200,3000,7650,0.09,478.35,7,13.5,27.1,2.6,1000000,     L2 msmx,11.68
6916,   5/4/2024, 07:18:45.321250,   5/4/2024, 07:18:45.216877,      Primary,2,0,110,3280,7720,-0.17,101.78,7,8.8,12.2,2.5,1000000,     L2 msmx,8.78
