Source, Trig Date ,    Trig Time   ,Origin Date,   Origin Time  ,    Profile  , Status, Cluster,      Y     ,      X     ,    Depth   , MomMag,   PGV  , Stage, P S/N  , S S/N  , Quality,   Error  , Location   , rms Noise,Matched File
6255,   7/4/2024, 11:57:41.163750,   7/4/2024, 11:57:40.953854,      Primary,2,0,-2400,2260,8110,0.08,164.55,25,109.1,177.9,3.0,1000000,     L2 msmx,8.49,16B_StrainRate_20240407T175740+0000_37754.h5
6295,   7/4/2024, 11:59:04.187250,   7/4/2024, 11:59:04.288154,      Primary,2,0,-2300,2290,8020,-0.18,60.23,25,9.4,29.2,1.6,1000000,     L2 msmx,7.99,16B_StrainRate_20240407T175904+0000_37761.h5
6701,   7/4/2024, 12:13:10.741750,   7/4/2024, 12:13:10.625642,      Primary,2,0,-2130,2120,7990,0.27,236.55,25,27.0,72.2,2.0,1000000,     L2 msmx,10.06,16B_StrainRate_20240407T181304+0000_37831.h5
6712,   7/4/2024, 12:13:42.064250,   7/4/2024, 12:13:41.847767,      Primary,2,0,-2210,2270,8000,0.2,187.75,25,4.6,9.8,2.3,1000000,     L2 msmx,11.43,16B_StrainRate_20240407T181340+0000_37834.h5
6754,   7/4/2024, 12:15:10.594000,   7/4/2024, 12:15:10.489757,      Primary,2,0,-1110,2470,6390,0.09,187.75,25,14.5,22.1,2.1,1000000,     L2 msmx,8.75,16B_StrainRate_20240407T181504+0000_37841.h5
6757,   7/4/2024, 12:15:17.730250,   7/4/2024, 12:15:17.501188,      Primary,2,0,200,3250,8520,0.2,131.78,25,184.0,47.4,1.9,1000000,     L2 msmx,10.13,16B_StrainRate_20240407T181516+0000_37842.h5
6783,   7/4/2024, 12:16:26.679500,   7/4/2024, 12:16:26.720367,      Primary,2,0,-2260,2240,8070,0.15,680.79,25,10.7,42.4,2.4,1000000,     L2 msmx,27.4,16B_StrainRate_20240407T181616+0000_37847.h5
6855,   7/4/2024, 12:19:04.800000,   7/4/2024, 12:19:04.584133,      Primary,2,0,-2460,2320,8020,-0.03,119.44,25,7.4,18.5,1.9,1000000,     L2 msmx,8.49,16B_StrainRate_20240407T181904+0000_37861.h5
6996,   7/4/2024, 12:23:47.971750,   7/4/2024, 12:23:47.873295,      Primary,2,0,-1520,2370,6430,0.22,381.72,25,61.4,98.8,1.8,1000000,     L2 msmx,8.06,16B_StrainRate_20240407T182340+0000_37884.h5
7083,   7/4/2024, 12:26:45.073250,   7/4/2024, 12:26:44.936543,      Primary,2,0,-1620,2550,8240,0.03,85.88,25,47.2,45.7,2.2,1000000,     L2 msmx,8.95,16B_StrainRate_20240407T182640+0000_37899.h5
7094,   7/4/2024, 12:27:12.202250,   7/4/2024, 12:27:12.092646,      Primary,2,0,-1790,2460,6340,-0.15,256.47,25,28.7,89.6,1.7,1000000,     L2 msmx,8.07,16B_StrainRate_20240407T182704+0000_37901.h5
7128,   7/4/2024, 12:28:32.876500,   7/4/2024, 12:28:32.739746,      Primary,2,0,-2050,2210,7920,0.23,169.55,25,11.0,35.4,2.5,1000000,     L2 msmx,8.42,16B_StrainRate_20240407T182828+0000_37908.h5
7134,   7/4/2024, 12:28:45.570000,   7/4/2024, 12:28:45.689545,      Primary,2,0,-2340,2390,7830,-0.23,47.92,25,4.1,6.0,1.5,1000000,     L2 msmx,8.25,16B_StrainRate_20240407T182840+0000_37909.h5
7309,   7/4/2024, 12:34:45.314750,   7/4/2024, 12:34:45.225895,      Primary,2,0,-1620,2290,6390,-0.17,148.3,25,11.6,28.5,1.6,1000000,     L2 msmx,8.19,16B_StrainRate_20240407T183440+0000_37939.h5
7705,   7/4/2024, 12:48:38.024250,   7/4/2024, 12:48:37.850792,      Primary,2,0,-2270,2320,7700,-0.07,122.1,25,30.5,80.6,2.4,1000000,     L2 msmx,8.22,16B_StrainRate_20240407T184828+0000_38008.h5
8018,   7/4/2024, 12:59:46.462750,   7/4/2024, 12:59:46.389797,      Primary,2,0,-20,2490,7290,-0.23,45.17,25,15.1,66.5,1.5,1000000,     L2 msmx,7.97,16B_StrainRate_20240407T185940+0000_38064.h5
