Source, Trig Date ,    Trig Time   ,Origin Date,   Origin Time  ,    Profile  , Status, Cluster,      Y     ,      X     ,    Depth   , MomMag,   PGV  , Stage, P S/N  , S S/N  , Quality,   Error  , Location   , rms Noise
8460,   6/4/2024, 17:07:50.800750,   6/4/2024, 17:07:50.601833,      Primary,2,0,-1530,2430,8070,0.21,138.1,9,10.7,16.5,3.7,1000000,     L2 msmx,10.01
8486,   6/4/2024, 17:08:46.337250,   6/4/2024, 17:08:46.178638,      Primary,2,0,-2210,2220,7930,0.4,187.75,9,10.1,20.1,2.5,1000000,     L2 msmx,7.48
8539,   6/4/2024, 17:10:45.069750,   6/4/2024, 17:10:44.914356,      Primary,2,0,-2060,2210,7970,0.7,187.75,9,42.4,63.2,3.2,1000000,     L2 msmx,10.31
8572,   6/4/2024, 17:11:54.111000,   6/4/2024, 17:11:53.929714,      Primary,2,0,-2140,2280,7750,0.72,187.75,9,51.4,85.4,4.4,1000000,     L2 msmx,10.4
8576,   6/4/2024, 17:12:05.173000,   6/4/2024, 17:12:05.019488,      Primary,2,0,-2190,2380,7110,0.43,187.75,9,16.5,46.8,3,1000000,     L2 msmx,6.79
8585,   6/4/2024, 17:12:28.194250,   6/4/2024, 17:12:28.016190,      Primary,2,0,-2140,2290,7610,0.87,187.75,9,37,41.1,4.3,1000000,     L2 msmx,15.04
8664,   6/4/2024, 17:15:22.332750,   6/4/2024, 17:15:22.286400,      Primary,2,0,-300,2290,6400,0.15,74.87,9,12.2,27.3,2.3,1000000,     L2 msmx,6.79
8728,   6/4/2024, 17:17:37.144500,   6/4/2024, 17:17:36.850445,      Primary,2,0,-2040,2300,7600,0.51,187.75,9,8.3,16.3,3.2,1000000,     L2 msmx,27.22
8783,   6/4/2024, 17:19:15.434750,   6/4/2024, 17:19:15.319509,      Primary,2,0,-1320,2460,6390,0.07,187.75,9,5.4,10.4,1.6,1000000,     L2 msmx,8.9
8886,   6/4/2024, 17:22:32.141750,   6/4/2024, 17:22:31.959721,      Primary,2,0,-2120,2270,7720,0.64,187.75,9,25.5,54.8,4.5,1000000,     L2 msmx,11.18
8908,   6/4/2024, 17:23:19.904750,   6/4/2024, 17:23:19.747616,      Primary,2,0,-1750,2300,7780,-0.07,82.05,9,8.3,14,2,1000000,     L2 msmx,8.28
8915,   6/4/2024, 17:23:31.947000,   6/4/2024, 17:23:31.762959,      Primary,2,0,-2060,2250,7830,-0.04,84.29,9,5.6,12.1,2.3,1000000,     L2 msmx,7.77
8929,   6/4/2024, 17:24:02.297250,   6/4/2024, 17:24:02.098154,      Primary,2,0,-2170,2280,7790,0.63,187.75,9,22.2,45.4,4.2,1000000,     L2 msmx,12.74
9123,   6/4/2024, 17:30:25.639500,   6/4/2024, 17:30:25.443176,      Primary,2,0,-2020,2190,8040,0.1,127.74,9,10.6,59.7,1.8,1000000,     L2 msmx,7.04
9203,   6/4/2024, 17:33:11.846000,   6/4/2024, 17:33:11.644449,      Primary,2,0,-1990,2180,8090,0.66,187.75,9,12.3,32.5,2.9,1000000,     L2 msmx,9.38
9220,   6/4/2024, 17:33:48.264000,   6/4/2024, 17:33:48.059090,      Primary,2,0,-2150,2220,8010,0.42,187.75,9,9.2,23.3,2.7,1000000,     L2 msmx,9.84
9248,   6/4/2024, 17:35:47.313500,   6/4/2024, 17:35:47.165504,      Primary,2,0,-2010,2240,7770,0.59,187.75,9,13.8,31.3,3.7,1000000,     L2 msmx,8.39
9252,   6/4/2024, 17:35:54.889000,   6/4/2024, 17:35:54.717651,      Primary,2,0,80,2460,6800,-0.05,95.56,9,7.5,26.9,2,1000000,     L2 msmx,8.44
9287,   6/4/2024, 17:37:01.543000,   6/4/2024, 17:37:01.335497,      Primary,2,0,-2100,2250,7750,0.84,187.75,9,26.5,41.3,3.7,1000000,     L2 msmx,14.02
9288,   6/4/2024, 17:37:02.777000,   6/4/2024, 17:37:02.453158,      Primary,2,0,-2130,2230,7720,0.22,187.75,9,5.4,7.8,2.4,1000000,     L2 msmx,59.38
9304,   6/4/2024, 17:37:34.492000,   6/4/2024, 17:37:34.584190,      Primary,2,0,-2190,2290,7700,0.07,131.27,9,4.2,7.9,2.9,1000000,     L2 msmx,6.88
9400,   6/4/2024, 17:40:46.447500,   6/4/2024, 17:40:46.271561,      Primary,2,0,-1930,2380,7250,0.6,187.75,9,24.4,29.6,3.4,1000000,     L2 msmx,9.46
9409,   6/4/2024, 17:41:17.247250,   6/4/2024, 17:41:17.429375,      Primary,2,0,-2210,2310,7730,0.46,187.75,9,7.2,16.3,2.8,1000000,     L2 msmx,7.2
9497,   6/4/2024, 17:44:02.891250,   6/4/2024, 17:44:02.662565,      Primary,2,0,-2280,2290,8000,0.03,139.29,9,6.5,13.6,2,1000000,     L2 msmx,8.53
9675,   6/4/2024, 17:49:58.150250,   6/4/2024, 17:49:57.924236,      Primary,2,0,-2000,2390,8150,0.19,187.75,9,9.7,43.7,1.9,1000000,     L2 msmx,7.4
9831,   6/4/2024, 17:55:10.632250,   6/4/2024, 17:55:10.756177,      Primary,2,0,-1760,2510,8450,-0.09,66.3,9,4.5,7.1,2,1000000,     L2 msmx,6.87
9866,   6/4/2024, 17:56:30.134750,   6/4/2024, 17:56:30.006178,      Primary,2,0,-2150,2280,7740,0.67,187.75,9,15.6,36.7,4.2,1000000,     L2 msmx,7.96
238,   6/4/2024, 12:32:09.401750,   6/4/2024, 12:32:09.170251,      Primary,4,0,-1670,2410,8380,0.36,187.75,9,4.6,10.3,2.2,1000000,    L2 Check,10.76
1042,   6/4/2024, 12:58:30.745000,   6/4/2024, 12:58:30.566195,      Primary,4,0,-1870,2320,7430,0.14,187.75,9,11.7,45.6,1.7,1000000,    L2 Check,7.16
1430,   6/4/2024, 13:11:54.992000,   6/4/2024, 13:11:54.854668,      Primary,4,0,-1990,2290,7540,-0.08,83.13,9,4.3,9.2,1.8,1000000,    L2 Check,6.84
1942,   6/4/2024, 13:29:13.562500,   6/4/2024, 13:29:13.447509,      Primary,4,0,-1640,2280,7590,-0.05,112.93,9,5.4,13.2,2.2,1000000,    L2 Check,7.38
2096,   6/4/2024, 13:34:03.596750,   6/4/2024, 13:34:03.637845,      Primary,4,0,-2170,2300,8060,-0.01,106.2,9,6.5,25.8,1.4,1000000,    L2 Check,6.59
2804,   6/4/2024, 13:57:20.732500,   6/4/2024, 13:57:20.982004,      Primary,4,0,-1330,2460,6430,0.11,187.75,9,8.6,21.9,2.1,1000000,    L2 Check,6.73
2988,   6/4/2024, 14:03:26.749500,   6/4/2024, 14:03:26.594509,      Primary,4,0,-780,2390,6420,0.49,187.75,9,14.4,25.2,2.7,1000000,    L2 Check,12.84
3380,   6/4/2024, 14:16:34.825500,   6/4/2024, 14:16:34.550156,      Primary,4,0,-450,2870,9500,0.35,187.75,9,17.1,40.3,3.1,1000000,    L2 Check,8.15
3738,   6/4/2024, 14:27:55.485500,   6/4/2024, 14:27:55.168640,      Primary,4,0,-120,2130,8720,0.04,185.32,9,5.9,6.2,2,1000000,    L2 Check,32.35
3792,   6/4/2024, 14:29:41.077250,   6/4/2024, 14:29:41.111225,      Primary,4,0,-310,2110,8740,0.08,90.32,9,3.9,12.1,1.6,1000000,    L2 Check,7.24
3801,   6/4/2024, 14:29:58.716500,   6/4/2024, 14:29:58.939819,      Primary,4,0,-2030,2260,7630,0.46,187.75,9,8.6,16.9,2.3,1000000,    L2 Check,7.18
4260,   6/4/2024, 14:45:04.196500,   6/4/2024, 14:45:03.980091,      Primary,4,0,-2170,2300,7640,0.04,180.64,9,4.1,8,1.6,1000000,    L2 Check,10.39
6029,   6/4/2024, 15:46:57.618000,   6/4/2024, 15:46:57.413250,      Primary,4,0,-2110,2370,7560,0.11,112.84,9,7.9,23.7,1.3,1000000,    L2 Check,7.48
8100,   6/4/2024, 16:56:23.540000,   6/4/2024, 16:56:23.361628,      Primary,4,0,-2040,2330,7530,0.07,163.55,9,8.7,35.2,2.2,1000000,    L2 Check,7.43
9297,   6/4/2024, 17:37:20.427250,   6/4/2024, 17:37:20.313732,      Primary,4,0,-2060,2240,7860,0.04,106.06,9,4.1,9.3,2.4,1000000,    L2 Check,10.65
9404,   6/4/2024, 17:41:02.176000,   6/4/2024, 17:41:01.967273,      Primary,4,0,-1700,2170,8040,0.09,124.58,9,7.3,18.5,2.1,1000000,    L2 Check,8.17
