Source, Trig Date ,    Trig Time   ,Origin Date,   Origin Time  ,    Profile  , Status, Cluster,      Y     ,      X     ,    Depth   , MomMag,   PGV  , Stage, P S/N  , S S/N  , Quality,   Error  , Location   , rms Noise,Matched File
925,   6/4/2024, 21:15:46.091000,   6/4/2024, 21:15:45.874165,      Primary,2,0,-2090,2210,8000,0.56,187.75,10,9.6,25.3,3.0,1000000,     L2 msmx,8.31,16B_StrainRate_20240407T031540+0000_33344.h5
928,   6/4/2024, 21:15:51.882000,   6/4/2024, 21:15:51.952957,      Primary,2,0,-2010,2230,8010,0.34,187.75,10,4.4,8.0,2.0,1000000,     L2 msmx,9.04,16B_StrainRate_20240407T031540+0000_33344.h5
1044,   6/4/2024, 21:20:00.260250,   6/4/2024, 21:20:00.037132,      Primary,2,0,-2170,2370,8040,0.6,187.75,10,32.9,62.3,3.2,1000000,     L2 msmx,9.59,16B_StrainRate_20240407T031952+0000_33365.h5
1059,   6/4/2024, 21:20:31.037250,   6/4/2024, 21:20:30.834139,      Primary,2,0,-1720,2290,7710,-0.08,88.56,10,13.0,44.3,2.4,1000000,     L2 msmx,7.6,16B_StrainRate_20240407T032028+0000_33368.h5
1114,   6/4/2024, 21:22:16.797250,   6/4/2024, 21:22:16.599728,      Primary,2,0,-1990,2270,7770,-0.3,48.83,10,7.0,25.9,1.7,1000000,     L2 msmx,6.72,16B_StrainRate_20240407T032216+0000_33377.h5
1184,   6/4/2024, 21:24:41.914750,   6/4/2024, 21:24:41.696640,      Primary,2,0,-2000,2190,8110,0.43,187.75,10,4.8,11.2,2.0,1000000,     L2 msmx,9.07,16B_StrainRate_20240407T032440+0000_33389.h5
1522,   6/4/2024, 21:36:21.165250,   6/4/2024, 21:36:21.013601,      Primary,2,0,-950,2140,7910,0.1,187.75,10,21.2,41.2,2.2,1000000,     L2 msmx,11.25,16B_StrainRate_20240407T033616+0000_33447.h5
1571,   6/4/2024, 21:39:09.328250,   6/4/2024, 21:39:08.990555,      Primary,2,0,-2040,2230,8060,0.12,127.7,10,3.8,8.2,1.7,1000000,     L2 msmx,11.84,16B_StrainRate_20240407T033904+0000_33461.h5
1616,   6/4/2024, 21:41:05.867500,   6/4/2024, 21:41:06.113081,      Primary,2,0,-1400,2090,6710,-0.18,66.35,10,3.9,8.8,2.0,1000000,     L2 msmx,6.88,16B_StrainRate_20240407T034104+0000_33471.h5
1675,   6/4/2024, 21:43:21.659500,   6/4/2024, 21:43:21.450663,      Primary,2,0,-2250,2270,7820,0.06,145.8,10,10.6,33.8,3.0,1000000,     L2 msmx,8.13,16B_StrainRate_20240407T034316+0000_33482.h5
1729,   6/4/2024, 21:45:35.430250,   6/4/2024, 21:45:35.236267,      Primary,2,0,-2280,2340,7720,0.14,187.75,10,8.8,23.5,3.5,1000000,     L2 msmx,8.39,16B_StrainRate_20240407T034528+0000_33493.h5
1741,   6/4/2024, 21:46:01.951000,   6/4/2024, 21:46:01.717336,      Primary,2,0,-2040,2570,8100,0.12,187.75,10,10.2,17.7,1.6,1000000,     L2 msmx,8.26,16B_StrainRate_20240407T034552+0000_33495.h5
1748,   6/4/2024, 21:46:19.501500,   6/4/2024, 21:46:19.281500,      Primary,2,0,-2200,2240,8100,0.76,187.75,10,18.9,23.4,3.4,1000000,     L2 msmx,14.92,16B_StrainRate_20240407T034616+0000_33497.h5
1749,   6/4/2024, 21:46:22.139750,   6/4/2024, 21:46:21.908888,      Primary,2,0,-2350,2300,8080,0.69,187.75,10,9.5,11.1,2.2,1000000,     L2 msmx,22.53,16B_StrainRate_20240407T034616+0000_33497.h5
1787,   6/4/2024, 21:47:52.242750,   6/4/2024, 21:47:51.902557,      Primary,2,0,-2440,2380,7750,0.21,187.75,10,5.3,10.8,2.0,1000000,     L2 msmx,27.9,16B_StrainRate_20240407T034752+0000_33505.h5
1839,   6/4/2024, 21:49:49.392000,   6/4/2024, 21:49:49.295044,      Primary,2,0,-1250,2420,6470,0.22,187.75,10,26.1,37.7,2.7,1000000,     L2 msmx,6.93,16B_StrainRate_20240407T034940+0000_33514.h5
1845,   6/4/2024, 21:50:02.637250,   6/4/2024, 21:50:02.439344,      Primary,2,0,-2230,2290,7570,-0.02,122.88,10,9.2,22.9,2.0,1000000,     L2 msmx,7.32,16B_StrainRate_20240407T034952+0000_33515.h5
1896,   6/4/2024, 21:52:08.204000,   6/4/2024, 21:52:08.035789,      Primary,2,0,-990,2240,7650,0.22,187.75,10,23.6,45.3,3.6,1000000,     L2 msmx,13.33,16B_StrainRate_20240407T035204+0000_33526.h5
2055,   6/4/2024, 21:58:13.578250,   6/4/2024, 21:58:13.438887,      Primary,2,0,-1660,2280,7680,0.06,83.72,10,10.4,22.3,2.2,1000000,     L2 msmx,7.66,16B_StrainRate_20240407T035804+0000_33556.h5
2102,   6/4/2024, 21:59:56.180000,   6/4/2024, 21:59:56.048363,      Primary,2,0,-1120,2440,6410,0.23,187.75,10,13.5,26.5,2.2,1000000,     L2 msmx,7.72,16B_StrainRate_20240407T035952+0000_33565.h5
2219,   6/4/2024, 22:04:35.948000,   6/4/2024, 22:04:35.748127,      Primary,2,0,-2290,2330,7720,0.49,187.75,10,20.5,47.3,4.3,1000000,     L2 msmx,10.99,16B_StrainRate_20240407T040428+0000_33588.h5
2231,   6/4/2024, 22:05:02.876250,   6/4/2024, 22:05:02.668198,      Primary,2,0,-2340,2330,7670,0.27,187.75,10,7.2,15.2,3.0,1000000,     L2 msmx,11.17,16B_StrainRate_20240407T040452+0000_33590.h5
2250,   6/4/2024, 22:05:49.352500,   6/4/2024, 22:05:49.247665,      Primary,2,0,-1610,2210,7870,-0.01,84.11,10,10.7,21.2,2.4,1000000,     L2 msmx,7.38,16B_StrainRate_20240407T040540+0000_33594.h5
2271,   6/4/2024, 22:06:39.906000,   6/4/2024, 22:06:39.715855,      Primary,2,0,-2190,2280,7740,0.47,187.75,10,15.5,36.0,3.3,1000000,     L2 msmx,10.54,16B_StrainRate_20240407T040628+0000_33598.h5
2316,   6/4/2024, 22:08:09.167000,   6/4/2024, 22:08:08.958669,      Primary,2,0,-1510,2210,7830,0.28,151.67,10,21.3,34.1,3.9,1000000,     L2 msmx,13.17,16B_StrainRate_20240407T040804+0000_33606.h5
2526,   6/4/2024, 22:16:16.291250,   6/4/2024, 22:16:16.074982,      Primary,2,0,-2040,2190,8090,0.42,187.75,10,6.0,20.6,2.0,1000000,     L2 msmx,8.0,16B_StrainRate_20240407T041616+0000_33647.h5
2602,   6/4/2024, 22:19:06.912250,   6/4/2024, 22:19:06.718881,      Primary,2,0,-1630,2360,7390,0.1,136.77,10,5.4,9.5,3.1,1000000,     L2 msmx,8.78,16B_StrainRate_20240407T041904+0000_33661.h5
2683,   6/4/2024, 22:21:58.086500,   6/4/2024, 22:21:57.931591,      Primary,2,0,-1660,2560,6380,-0.01,187.75,10,9.5,15.4,1.6,1000000,     L2 msmx,7.58,16B_StrainRate_20240407T042152+0000_33675.h5
2691,   6/4/2024, 22:22:14.164500,   6/4/2024, 22:22:14.162161,      Primary,2,0,-440,2500,6400,-0.07,105.83,10,5.0,11.2,2.0,1000000,     L2 msmx,7.09,16B_StrainRate_20240407T042204+0000_33676.h5
2719,   6/4/2024, 22:23:25.758000,   6/4/2024, 22:23:25.550894,      Primary,2,0,-1480,2200,7970,0.09,103.17,10,10.0,25.4,2.9,1000000,     L2 msmx,8.43,16B_StrainRate_20240407T042316+0000_33682.h5
2788,   6/4/2024, 22:26:12.370000,   6/4/2024, 22:26:12.146879,      Primary,2,0,-2210,2300,8110,0.53,187.75,10,9.3,22.8,2.6,1000000,     L2 msmx,8.54,16B_StrainRate_20240407T042604+0000_33696.h5
2885,   6/4/2024, 22:30:18.148750,   6/4/2024, 22:30:17.945528,      Primary,2,0,-1720,2300,7600,-0.08,80.21,10,8.0,14.5,2.5,1000000,     L2 msmx,8.56,16B_StrainRate_20240407T043016+0000_33717.h5
2892,   6/4/2024, 22:30:34.075500,   6/4/2024, 22:30:33.879581,      Primary,2,0,-1560,2220,7860,0.56,187.75,10,14.2,28.4,2.7,1000000,     L2 msmx,13.2,16B_StrainRate_20240407T043028+0000_33718.h5
3060,   6/4/2024, 22:37:18.595750,   6/4/2024, 22:37:18.458107,      Primary,2,0,-1210,2500,6380,0.06,187.75,10,17.6,32.6,2.1,1000000,     L2 msmx,7.43,16B_StrainRate_20240407T043716+0000_33752.h5
3077,   6/4/2024, 22:37:52.346000,   6/4/2024, 22:37:52.251316,      Primary,2,0,-490,2120,6290,0.17,112.48,10,18.4,30.9,2.9,1000000,     L2 msmx,8.57,16B_StrainRate_20240407T043752+0000_33755.h5
3097,   6/4/2024, 22:38:37.215250,   6/4/2024, 22:38:36.987095,      Primary,2,0,-2220,2410,8010,0.11,171.8,10,5.7,19.3,1.7,1000000,     L2 msmx,7.4,16B_StrainRate_20240407T043828+0000_33758.h5
3098,   6/4/2024, 22:38:39.978000,   6/4/2024, 22:38:39.829788,      Primary,2,0,-1090,2410,6620,0.43,187.75,10,19.6,38.7,5.3,1000000,     L2 msmx,15.52,16B_StrainRate_20240407T043828+0000_33758.h5
3125,   6/4/2024, 22:39:54.186000,   6/4/2024, 22:39:53.966545,      Primary,2,0,-2060,2190,8010,0.18,117.43,10,4.0,7.6,1.6,1000000,     L2 msmx,9.21,16B_StrainRate_20240407T043952+0000_33765.h5
3129,   6/4/2024, 22:40:02.766000,   6/4/2024, 22:40:02.570948,      Primary,2,0,-1810,2280,7660,0.09,164.23,10,9.4,29.7,1.8,1000000,     L2 msmx,6.77,16B_StrainRate_20240407T043952+0000_33765.h5
3136,   6/4/2024, 22:40:12.903500,   6/4/2024, 22:40:12.773036,      Primary,2,0,-2080,2260,8010,0.52,187.75,10,4.3,6.7,2.4,1000000,     L2 msmx,12.62,16B_StrainRate_20240407T044004+0000_33766.h5
3167,   6/4/2024, 22:41:12.432250,   6/4/2024, 22:41:12.232472,      Primary,2,0,-2030,2250,7760,0.4,187.75,10,7.7,22.6,3.0,1000000,     L2 msmx,8.79,16B_StrainRate_20240407T044104+0000_33771.h5
3241,   6/4/2024, 22:43:46.298500,   6/4/2024, 22:43:46.109318,      Primary,2,0,-1590,2270,7540,0.14,135.54,10,10.7,17.4,2.9,1000000,     L2 msmx,8.04,16B_StrainRate_20240407T044340+0000_33784.h5
3243,   6/4/2024, 22:43:51.971750,   6/4/2024, 22:43:51.807159,      Primary,2,0,-1020,2430,6880,-0.02,187.75,10,8.8,16.0,2.6,1000000,     L2 msmx,8.38,16B_StrainRate_20240407T044340+0000_33784.h5
3286,   6/4/2024, 22:45:18.035500,   6/4/2024, 22:45:17.973692,      Primary,2,0,-1910,2210,7790,0.42,187.75,10,6.7,14.3,2.5,1000000,     L2 msmx,7.53,16B_StrainRate_20240407T044516+0000_33792.h5
3318,   6/4/2024, 22:46:22.437000,   6/4/2024, 22:46:22.245192,      Primary,2,0,-2180,2220,7640,0.22,187.75,10,7.4,19.6,2.0,1000000,     L2 msmx,7.6,16B_StrainRate_20240407T044616+0000_33797.h5
3380,   6/4/2024, 22:48:37.786750,   6/4/2024, 22:48:37.601391,      Primary,2,0,-2140,2380,7310,0.08,187.75,10,5.6,12.5,2.0,1000000,     L2 msmx,8.27,16B_StrainRate_20240407T044828+0000_33808.h5
3415,   6/4/2024, 22:49:56.333750,   6/4/2024, 22:49:56.117981,      Primary,2,0,-2020,2200,8110,0.29,112.2,10,5.4,22.1,2.0,1000000,     L2 msmx,7.14,16B_StrainRate_20240407T044952+0000_33815.h5
3522,   6/4/2024, 22:53:55.164250,   6/4/2024, 22:53:55.169670,      Primary,2,0,-480,2310,7880,-0.19,65.02,10,9.6,17.5,3.9,1000000,     L2 msmx,7.21,16B_StrainRate_20240407T045352+0000_33835.h5
3541,   6/4/2024, 22:54:37.391750,   6/4/2024, 22:54:37.182701,      Primary,2,0,-1780,2300,7680,-0.04,123.34,10,7.5,21.6,2.3,1000000,     L2 msmx,7.52,16B_StrainRate_20240407T045428+0000_33838.h5
3584,   6/4/2024, 22:56:11.849750,   6/4/2024, 22:56:11.665140,      Primary,2,0,-1640,2390,7290,0.22,187.75,10,7.5,17.8,2.5,1000000,     L2 msmx,9.04,16B_StrainRate_20240407T045604+0000_33846.h5
3629,   6/4/2024, 22:57:50.520500,   6/4/2024, 22:57:50.316906,      Primary,2,0,-1910,2170,7920,-0.16,71.69,10,6.1,20.4,1.9,1000000,     L2 msmx,7.46,16B_StrainRate_20240407T045740+0000_33854.h5
3648,   6/4/2024, 22:58:33.929500,   6/4/2024, 22:58:33.776176,      Primary,2,0,-1350,2370,6770,-0.15,76.36,10,7.3,12.4,1.7,1000000,     L2 msmx,8.23,16B_StrainRate_20240407T045828+0000_33858.h5
3741,   6/4/2024, 23:01:30.419500,   6/4/2024, 23:01:30.344795,      Primary,2,0,-1000,2400,6590,0.46,187.75,10,10.1,21.0,3.3,1000000,     L2 msmx,8.06,16B_StrainRate_20240407T050128+0000_33873.h5
3800,   6/4/2024, 23:03:37.275500,   6/4/2024, 23:03:37.049263,      Primary,2,0,-1770,2440,8270,0.44,187.75,10,7.0,11.9,2.0,1000000,     L2 msmx,12.97,16B_StrainRate_20240407T050328+0000_33883.h5
3862,   6/4/2024, 23:05:57.275750,   6/4/2024, 23:05:57.117882,      Primary,2,0,-470,2210,6340,0.23,127.97,10,14.5,27.2,2.8,1000000,     L2 msmx,9.72,16B_StrainRate_20240407T050552+0000_33895.h5
4135,   6/4/2024, 23:15:19.450250,   6/4/2024, 23:15:19.302847,      Primary,2,0,-820,2460,6340,0.71,187.75,10,33.5,26.3,3.4,1000000,     L2 msmx,11.33,16B_StrainRate_20240407T051516+0000_33942.h5
4150,   6/4/2024, 23:15:44.325000,   6/4/2024, 23:15:44.235626,      Primary,2,0,50,2350,6870,0.04,92.25,10,5.4,12.6,2.2,1000000,     L2 msmx,9.59,16B_StrainRate_20240407T051540+0000_33944.h5
4153,   6/4/2024, 23:15:52.894250,   6/4/2024, 23:15:52.680038,      Primary,2,0,-2400,2300,7790,0.25,187.75,10,9.4,29.6,2.4,1000000,     L2 msmx,7.71,16B_StrainRate_20240407T051552+0000_33945.h5
4220,   6/4/2024, 23:18:11.634750,   6/4/2024, 23:18:11.653172,      Primary,2,0,-890,2410,6600,0.26,187.75,10,7.2,12.3,3.9,1000000,     L2 msmx,8.15,16B_StrainRate_20240407T051804+0000_33956.h5
4268,   6/4/2024, 23:19:50.438500,   6/4/2024, 23:19:50.278591,      Primary,2,0,-2170,2260,8030,0.21,176.61,10,13.5,29.5,2.7,1000000,     L2 msmx,7.82,16B_StrainRate_20240407T051940+0000_33964.h5
4270,   6/4/2024, 23:19:59.247500,   6/4/2024, 23:19:59.090126,      Primary,2,0,-2290,2290,7760,0.15,164.51,10,6.7,17.9,3.2,1000000,     L2 msmx,7.63,16B_StrainRate_20240407T051952+0000_33965.h5
4296,   6/4/2024, 23:20:50.238750,   6/4/2024, 23:20:50.371136,      Primary,2,0,-1550,2340,6530,0.28,187.75,10,6.4,13.4,1.7,1000000,     L2 msmx,7.09,16B_StrainRate_20240407T052040+0000_33969.h5
4313,   6/4/2024, 23:21:19.265250,   6/4/2024, 23:21:19.088665,      Primary,2,0,-2170,2440,7080,-0.03,117.01,10,5.4,11.0,1.8,1000000,     L2 msmx,7.5,16B_StrainRate_20240407T052116+0000_33972.h5
4327,   6/4/2024, 23:21:47.093000,   6/4/2024, 23:21:46.961926,      Primary,2,0,-1000,2500,6480,0.28,187.75,10,13.4,26.7,2.3,1000000,     L2 msmx,8.52,16B_StrainRate_20240407T052140+0000_33974.h5
4339,   6/4/2024, 23:22:15.698750,   6/4/2024, 23:22:15.667694,      Primary,2,0,-2060,2210,7890,-0.16,51.97,10,6.8,17.4,2.4,1000000,     L2 msmx,6.59,16B_StrainRate_20240407T052204+0000_33976.h5
4485,   6/4/2024, 23:27:00.658750,   6/4/2024, 23:27:00.827340,      Primary,2,0,-1860,2160,8210,0.1,116.88,10,5.1,16.3,1.5,1000000,     L2 msmx,6.96,16B_StrainRate_20240407T052652+0000_34000.h5
4487,   6/4/2024, 23:27:03.694500,   6/4/2024, 23:27:03.544057,      Primary,2,0,-600,2300,6400,-0.05,67.4,10,6.1,10.5,2.0,1000000,     L2 msmx,8.49,16B_StrainRate_20240407T052652+0000_34000.h5
4538,   6/4/2024, 23:28:53.302500,   6/4/2024, 23:28:53.168091,      Primary,2,0,-1000,3150,6890,0.25,187.75,10,38.8,47.8,1.8,1000000,     L2 msmx,8.17,16B_StrainRate_20240407T052852+0000_34010.h5
4638,   6/4/2024, 23:32:10.976500,   6/4/2024, 23:32:10.760365,      Primary,2,0,-2130,2200,8150,0.11,82.19,10,14.4,48.0,2.3,1000000,     L2 msmx,7.89,16B_StrainRate_20240407T053204+0000_34026.h5
4702,   6/4/2024, 23:34:21.451500,   6/4/2024, 23:34:21.314806,      Primary,2,0,-1070,2500,6340,-0.12,187.75,10,9.8,17.6,1.8,1000000,     L2 msmx,7.16,16B_StrainRate_20240407T053416+0000_34037.h5
5106,   6/4/2024, 23:48:55.932250,   6/4/2024, 23:48:55.758369,      Primary,2,0,-2110,2210,8020,0.12,126.32,10,9.9,23.3,2.2,1000000,     L2 msmx,8.85,16B_StrainRate_20240407T054852+0000_34110.h5
5111,   6/4/2024, 23:49:11.805750,   6/4/2024, 23:49:11.869370,      Primary,2,0,-2040,2170,8060,0.32,166.11,10,4.4,8.8,1.5,1000000,     L2 msmx,8.11,16B_StrainRate_20240407T054904+0000_34111.h5
5148,   6/4/2024, 23:50:23.360750,   6/4/2024, 23:50:23.254398,      Primary,2,0,-1120,2460,6460,0.6,187.75,10,28.5,21.1,4.1,1000000,     L2 msmx,15.33,16B_StrainRate_20240407T055016+0000_34117.h5
5196,   6/4/2024, 23:51:53.594750,   6/4/2024, 23:51:53.536224,      Primary,2,0,-1530,2170,7950,0.14,187.75,10,8.4,23.1,2.0,1000000,     L2 msmx,8.04,16B_StrainRate_20240407T055152+0000_34125.h5
5224,   6/4/2024, 23:52:44.143500,   6/4/2024, 23:52:43.965927,      Primary,2,0,-2260,2280,7920,0.04,114.68,10,4.7,10.7,2.9,1000000,     L2 msmx,11.3,16B_StrainRate_20240407T055240+0000_34129.h5
5311,   6/4/2024, 23:55:45.433500,   6/4/2024, 23:55:45.287117,      Primary,2,0,-2100,2250,7670,0.42,187.75,10,23.2,45.8,2.9,1000000,     L2 msmx,9.22,16B_StrainRate_20240407T055540+0000_34144.h5
5393,   6/4/2024, 23:58:16.963250,   6/4/2024, 23:58:16.973120,      Primary,2,0,-1530,2410,6310,0.23,187.75,10,18.9,45.7,2.2,1000000,     L2 msmx,8.07,16B_StrainRate_20240407T055816+0000_34157.h5
5420,   6/4/2024, 23:59:07.669750,   6/4/2024, 23:59:07.476720,      Primary,2,0,600,3330,8290,0.46,187.75,10,10.1,26.0,3.2,1000000,     L2 msmx,13.49,16B_StrainRate_20240407T055904+0000_34161.h5
5454,   7/4/2024, 00:00:17.475250,   7/4/2024, 00:00:17.372818,      Primary,2,0,-1240,2500,6440,0.03,187.75,10,30.6,79.7,1.9,1000000,     L2 msmx,8.25,16B_StrainRate_20240407T060016+0000_34167.h5
5487,   7/4/2024, 00:01:28.286000,   7/4/2024, 00:01:28.155674,      Primary,2,0,-2180,2290,7720,0.62,187.75,10,44.1,83.8,4.3,1000000,     L2 msmx,8.5,16B_StrainRate_20240407T060128+0000_34173.h5
5833,   7/4/2024, 00:13:57.221500,   7/4/2024, 00:13:57.031338,      Primary,2,0,-1960,2250,7830,0.28,187.75,10,9.8,42.1,2.2,1000000,     L2 msmx,9.22,16B_StrainRate_20240407T061352+0000_34235.h5
5973,   7/4/2024, 00:18:39.838750,   7/4/2024, 00:18:39.603134,      Primary,2,0,-1860,2560,8220,0.42,187.75,10,10.3,24.7,1.9,1000000,     L2 msmx,9.47,16B_StrainRate_20240407T061828+0000_34258.h5
6080,   7/4/2024, 00:22:09.595250,   7/4/2024, 00:22:09.419988,      Primary,2,0,-850,2510,8440,0.08,118.16,10,10.7,38.3,2.3,1000000,     L2 msmx,9.63,16B_StrainRate_20240407T062204+0000_34276.h5
6171,   7/4/2024, 00:25:14.115000,   7/4/2024, 00:25:13.944956,      Primary,2,0,-1660,2290,7570,-0.04,62.22,10,5.0,8.6,2.3,1000000,     L2 msmx,9.3,16B_StrainRate_20240407T062504+0000_34291.h5
6220,   7/4/2024, 00:26:54.294250,   7/4/2024, 00:26:54.070648,      Primary,2,0,-2210,2230,8150,0.95,187.75,10,22.2,25.5,2.9,1000000,     L2 msmx,16.59,16B_StrainRate_20240407T062652+0000_34300.h5
6457,   7/4/2024, 00:35:02.729250,   7/4/2024, 00:35:02.517948,      Primary,2,0,-2240,2260,7890,0.72,187.75,10,35.4,48.3,3.9,1000000,     L2 msmx,12.41,16B_StrainRate_20240407T063452+0000_34340.h5
6600,   7/4/2024, 00:39:56.315500,   7/4/2024, 00:39:56.167557,      Primary,2,0,-1930,2440,6360,0.21,187.75,10,22.7,44.7,1.9,1000000,     L2 msmx,8.35,16B_StrainRate_20240407T063952+0000_34365.h5
6838,   7/4/2024, 00:48:07.733500,   7/4/2024, 00:48:07.595333,      Primary,2,0,-1600,2330,7390,-0.19,50.35,10,8.0,20.6,2.2,1000000,     L2 msmx,8.51,16B_StrainRate_20240407T064804+0000_34406.h5
6866,   7/4/2024, 00:48:56.467750,   7/4/2024, 00:48:56.253563,      Primary,2,0,-2350,2350,7660,0.22,187.75,10,10.1,28.0,2.5,1000000,     L2 msmx,9.61,16B_StrainRate_20240407T064852+0000_34410.h5
7050,   7/4/2024, 00:54:53.949000,   7/4/2024, 00:54:53.739700,      Primary,2,0,-2330,2330,7690,0.37,187.75,10,7.9,16.6,3.3,1000000,     L2 msmx,11.36,16B_StrainRate_20240407T065452+0000_34440.h5
7102,   7/4/2024, 00:56:39.435750,   7/4/2024, 00:56:39.325924,      Primary,2,0,-2060,2280,7700,0.3,187.75,10,6.9,16.7,3.0,1000000,     L2 msmx,8.44,16B_StrainRate_20240407T065628+0000_34448.h5
7103,   7/4/2024, 00:56:44.952000,   7/4/2024, 00:56:45.181076,      Primary,2,0,-580,2480,6310,0.08,162.95,10,9.3,19.9,2.1,1000000,     L2 msmx,8.31,16B_StrainRate_20240407T065640+0000_34449.h5
7156,   7/4/2024, 00:58:16.291750,   7/4/2024, 00:58:16.360476,      Primary,2,0,-1660,2360,7310,-0.12,102.12,10,6.2,13.1,1.6,1000000,     L2 msmx,7.97,16B_StrainRate_20240407T065816+0000_34457.h5
7172,   7/4/2024, 00:58:48.220500,   7/4/2024, 00:58:48.238987,      Primary,2,0,-100,2270,6570,-0.07,65.77,10,6.3,10.7,1.8,1000000,     L2 msmx,8.22,16B_StrainRate_20240407T065840+0000_34459.h5
7189,   7/4/2024, 00:59:13.355750,   7/4/2024, 00:59:13.140248,      Primary,2,0,-1460,2310,7950,0.15,104.09,10,11.2,24.6,2.4,1000000,     L2 msmx,11.23,16B_StrainRate_20240407T065904+0000_34461.h5
7208,   7/4/2024, 00:59:54.819750,   7/4/2024, 00:59:54.613338,      Primary,2,0,-1660,2290,7560,-0.11,101.06,10,7.9,22.0,2.4,1000000,     L2 msmx,8.92,16B_StrainRate_20240407T065952+0000_34465.h5
7301,   7/4/2024, 01:03:19.271000,   7/4/2024, 01:03:19.057232,      Primary,2,0,-1700,2150,8050,0.06,104.91,10,7.6,21.8,2.1,1000000,     L2 msmx,9.23,16B_StrainRate_20240407T070316+0000_34482.h5
7333,   7/4/2024, 01:04:21.679000,   7/4/2024, 01:04:21.451630,      Primary,2,0,-2130,2180,8050,-0.09,59.15,10,7.8,15.6,1.8,1000000,     L2 msmx,8.45,16B_StrainRate_20240407T070416+0000_34487.h5
7337,   7/4/2024, 01:04:34.802000,   7/4/2024, 01:04:34.597507,      Primary,2,0,-1600,2190,7800,0.18,185.41,10,13.9,37.5,2.5,1000000,     L2 msmx,11.78,16B_StrainRate_20240407T070428+0000_34488.h5
7352,   7/4/2024, 01:05:09.101500,   7/4/2024, 01:05:08.869114,      Primary,2,0,-2000,2370,8060,0.18,187.75,10,6.3,21.6,1.8,1000000,     L2 msmx,8.81,16B_StrainRate_20240407T070504+0000_34491.h5
7456,   7/4/2024, 01:08:30.768000,   7/4/2024, 01:08:30.661263,      Primary,2,0,-2170,2260,7890,0.12,142.73,10,8.7,28.7,2.4,1000000,     L2 msmx,8.2,16B_StrainRate_20240407T070828+0000_34508.h5
7542,   7/4/2024, 01:11:22.058250,   7/4/2024, 01:11:21.883595,      Primary,2,0,-1680,2290,7690,-0.16,80.53,10,7.4,18.7,1.8,1000000,     L2 msmx,8.48,16B_StrainRate_20240407T071116+0000_34522.h5
