Source, Trig Date ,    Trig Time   ,Origin Date,   Origin Time  ,    Profile  , Status, Cluster,      Y     ,      X     ,    Depth   , MomMag,   PGV  , Stage, P S/N  , S S/N  , Quality,   Error  , Location   , rms Noise
4582,   4/4/2024, 18:26:20.125750,   4/4/2024, 18:26:20.149240,      Primary,2,0,-140,3170,7950,0.28,451.84,7,60.4,116.9,2.3,1000000,     L2 msmx,6.74
4696,   4/4/2024, 18:33:58.736250,   4/4/2024, 18:33:58.702232,      Primary,2,0,60,3030,8540,0.01,84.66,7,12.6,15.4,2.1,1000000,     L2 msmx,6.82
4832,   4/4/2024, 18:48:10.391000,   4/4/2024, 18:48:10.327013,      Primary,2,0,90,3190,7790,-0.3,105.25,7,23.5,31.5,2,1000000,     L2 msmx,6.74
4838,   4/4/2024, 18:48:58.880750,   4/4/2024, 18:48:58.716160,      Primary,2,0,-250,2930,8450,0.39,187.75,7,21.4,31.9,3.2,1000000,     L2 msmx,10.53
4863,   4/4/2024, 18:50:57.556000,   4/4/2024, 18:50:57.422546,      Primary,2,0,-60,3220,7750,-0.09,150.5,7,28.6,84.5,1.8,1000000,     L2 msmx,8.72
4947,   4/4/2024, 18:56:43.193000,   4/4/2024, 18:56:43.054047,      Primary,2,0,30,3080,7990,0.6,516.4,7,38,110,4.2,1000000,     L2 msmx,15.35
4950,   4/4/2024, 18:56:55.902750,   4/4/2024, 18:56:55.880558,      Primary,2,0,140,3150,8610,-0.3,71.28,7,4.4,10,1.7,1000000,     L2 msmx,6.74
5017,   4/4/2024, 19:01:50.345250,   4/4/2024, 19:01:50.212715,      Primary,2,0,-170,3220,7790,-0.08,119.91,7,51.9,142,2.3,1000000,     L2 msmx,9.17
5050,   4/4/2024, 19:04:02.518500,   4/4/2024, 19:04:02.392555,      Primary,2,0,-180,3150,7630,0.04,393.46,7,57.2,98.5,3.3,1000000,     L2 msmx,11.95
5169,   4/4/2024, 19:12:58.183500,   4/4/2024, 19:12:58.045361,      Primary,2,0,-80,3160,7910,0.32,495.52,7,100.5,281.3,2,1000000,     L2 msmx,10.65
5175,   4/4/2024, 19:13:33.372500,   4/4/2024, 19:13:33.504047,      Primary,2,0,160,3130,8750,0.02,111.8,7,19.8,52.9,2,1000000,     L2 msmx,6.69
5232,   4/4/2024, 19:17:51.878000,   4/4/2024, 19:17:51.703857,      Primary,2,0,-750,2760,8830,-0.11,32.07,7,11.7,19,1.2,1000000,     L2 msmx,7.24
5242,   4/4/2024, 19:18:36.293500,   4/4/2024, 19:18:36.153355,      Primary,2,0,-130,3150,7940,0.22,213.61,7,52.6,102.5,3,1000000,     L2 msmx,15.63
5263,   4/4/2024, 19:20:08.745000,   4/4/2024, 19:20:08.607275,      Primary,2,0,-160,3270,7660,-0.09,153.01,7,18,58.2,1.5,1000000,     L2 msmx,8.04
5353,   4/4/2024, 19:26:56.169750,   4/4/2024, 19:26:56.000576,      Primary,2,0,360,3390,8030,-0.2,94.88,7,19.2,37.8,2.1,1000000,     L2 msmx,7.28
5450,   4/4/2024, 19:34:27.546250,   4/4/2024, 19:34:27.407227,      Primary,2,0,-120,3190,7860,-0.21,79.82,7,16.3,31.3,2,1000000,     L2 msmx,9.34
5454,   4/4/2024, 19:34:43.287500,   4/4/2024, 19:34:43.119106,      Primary,2,0,60,3080,8370,0.16,370.39,7,45.2,77,2.4,1000000,     L2 msmx,8.61
5478,   4/4/2024, 19:36:59.935500,   4/4/2024, 19:36:59.798496,      Primary,2,0,20,3200,7850,-0.02,207.71,7,13.5,34.8,2.5,1000000,     L2 msmx,9.91
5483,   4/4/2024, 19:37:31.789000,   4/4/2024, 19:37:31.615788,      Primary,2,0,-100,2980,8600,0.06,118.66,7,39.5,52.4,1.9,1000000,     L2 msmx,7.96
5580,   4/4/2024, 19:44:34.831750,   4/4/2024, 19:44:34.500618,      Primary,2,0,220,3320,8220,-0.04,93.89,7,12.7,16.8,1.8,1000000,     L2 msmx,21.05
5602,   4/4/2024, 19:46:07.098250,   4/4/2024, 19:46:06.946599,      Primary,2,0,-1730,3030,8120,0.15,138.51,7,30.9,75.3,3.6,1000000,     L2 msmx,10.48
5667,   4/4/2024, 19:50:54.873250,   4/4/2024, 19:50:54.744122,      Primary,2,0,10,3330,7570,-0.18,77.44,7,55.2,85.6,2.5,1000000,     L2 msmx,8.03
5835,   4/4/2024, 20:02:37.440500,   4/4/2024, 20:02:37.332565,      Primary,2,0,-630,3220,7160,-0.09,175.64,7,54.4,150.4,2.3,1000000,     L2 msmx,7.47
5973,   4/4/2024, 20:13:51.345000,   4/4/2024, 20:13:51.206020,      Primary,2,0,150,3140,7890,0.32,323.7,7,81.3,150.7,3.3,1000000,     L2 msmx,11.83
5996,   4/4/2024, 20:15:43.129750,   4/4/2024, 20:15:43.188004,      Primary,2,0,100,3110,8480,0.22,242.18,7,18.2,40.2,2.3,1000000,     L2 msmx,6.64
6017,   4/4/2024, 20:17:22.060750,   4/4/2024, 20:17:21.969521,      Primary,2,0,270,3160,8380,0.18,182.24,7,9.9,18.6,3.1,1000000,     L2 msmx,6.91
6122,   4/4/2024, 20:25:26.421500,   4/4/2024, 20:25:26.245337,      Primary,2,0,160,3250,8400,0.29,187.75,7,9.7,17.5,2.1,1000000,     L2 msmx,7.93
6132,   4/4/2024, 20:26:27.070000,   4/4/2024, 20:26:26.899523,      Primary,2,0,-30,3040,8580,0.05,209.44,7,35.9,70.4,2.3,1000000,     L2 msmx,8.87
6133,   4/4/2024, 20:26:39.730250,   4/4/2024, 20:26:39.604233,      Primary,2,0,-200,2910,8580,1.08,528.13,7,38,98.4,2.7,1000000,     L2 msmx,21.24
6139,   4/4/2024, 20:26:57.738000,   4/4/2024, 20:26:57.563335,      Primary,2,0,-380,2850,8620,0.02,77.33,7,13.3,11.9,1.6,1000000,     L2 msmx,8.22
6187,   4/4/2024, 20:30:07.666250,   4/4/2024, 20:30:07.499298,      Primary,2,0,-20,3150,8410,0.26,463.42,7,41.6,140.9,3,1000000,     L2 msmx,11.5
6199,   4/4/2024, 20:31:06.269250,   4/4/2024, 20:31:06.086661,      Primary,2,0,-610,2520,8790,-0.13,50.1,7,40.9,29.5,1.2,1000000,     L2 msmx,7.61
6441,   4/4/2024, 20:49:26.292250,   4/4/2024, 20:49:26.153433,      Primary,2,0,-180,3080,7980,0.44,510.62,7,137.4,275.5,3,1000000,     L2 msmx,17.02
6443,   4/4/2024, 20:49:34.823250,   4/4/2024, 20:49:34.885086,      Primary,2,0,-130,3180,7880,0.07,262.12,7,8.6,17.2,3,1000000,     L2 msmx,6.87
6489,   4/4/2024, 20:53:00.385000,   4/4/2024, 20:53:00.230034,      Primary,2,0,70,3160,8020,0.42,529.12,7,16,40.4,3.8,1000000,     L2 msmx,18.86
6497,   4/4/2024, 20:53:28.517500,   4/4/2024, 20:53:28.338686,      Primary,2,0,140,3100,8460,0.42,469.9,7,7.8,15.2,3.2,1000000,     L2 msmx,15.1
6501,   4/4/2024, 20:53:50.628250,   4/4/2024, 20:53:50.453377,      Primary,2,0,120,3190,8460,0.02,122.9,7,10.7,15.4,2.2,1000000,     L2 msmx,7.63
6611,   4/4/2024, 21:02:40.061500,   4/4/2024, 21:02:39.937145,      Primary,2,0,0,3160,8400,0.03,291.22,7,6.8,11.6,2.3,1000000,     L2 msmx,8.1
6772,   4/4/2024, 21:14:58.195250,   4/4/2024, 21:14:58.074638,      Primary,2,0,-1390,3150,8000,0.23,192.65,7,87.5,268,2.9,1000000,     L2 msmx,10.63
6851,   4/4/2024, 21:20:36.353750,   4/4/2024, 21:20:36.205910,      Primary,2,0,260,3220,8080,0.36,428.63,7,57.4,100.4,3.3,1000000,     L2 msmx,9.14
6930,   4/4/2024, 21:26:52.563250,   4/4/2024, 21:26:52.382072,      Primary,2,0,350,3380,8320,0.18,187.75,7,9.7,15.3,1.8,1000000,     L2 msmx,7.67
7022,   4/4/2024, 21:34:25.108000,   4/4/2024, 21:34:24.942265,      Primary,2,0,30,3050,8450,0.23,476.28,7,15.5,30.4,2.3,1000000,     L2 msmx,9.95
7225,   4/4/2024, 21:50:47.208000,   4/4/2024, 21:50:47.057999,      Primary,2,0,-1730,3050,8250,0.6,332.98,7,220.8,294.2,3.4,1000000,     L2 msmx,14.4
7415,   4/4/2024, 22:07:14.481750,   4/4/2024, 22:07:14.346149,      Primary,2,0,-10,3190,7850,0.57,506.14,7,62.1,142.5,3.6,1000000,     L2 msmx,13.78
7430,   4/4/2024, 22:08:10.865250,   4/4/2024, 22:08:10.877170,      Primary,2,0,110,3150,8740,0.47,399.5,7,8.4,21.2,2.4,1000000,     L2 msmx,6.82
7912,   4/4/2024, 22:48:26.476500,   4/4/2024, 22:48:26.313305,      Primary,2,0,-70,3020,8500,0.04,175.55,7,62.5,146.2,2.3,1000000,     L2 msmx,9.2
7934,   4/4/2024, 22:50:21.156500,   4/4/2024, 22:50:20.977724,      Primary,2,0,-1720,3150,8220,0.33,144.7,7,76.9,171.2,3.4,1000000,     L2 msmx,13.78
7983,   4/4/2024, 22:53:48.504750,   4/4/2024, 22:53:48.363869,      Primary,2,0,-160,3240,7770,-0.27,50.31,7,31.5,141.1,1.5,1000000,     L2 msmx,8.23
7985,   4/4/2024, 22:53:58.453500,   4/4/2024, 22:53:58.315235,      Primary,2,0,20,3060,7950,0.09,231.31,7,28.8,54.2,3,1000000,     L2 msmx,10.26
8098,   4/4/2024, 23:03:51.152000,   4/4/2024, 23:03:51.001175,      Primary,2,0,-1420,3290,7790,0.11,187.75,7,32.6,130.1,2.2,1000000,     L2 msmx,8.57
8509,   4/4/2024, 23:37:20.282500,   4/4/2024, 23:37:20.084108,      Primary,2,0,-1180,2650,8810,0.31,111.09,7,17,45.9,2.8,1000000,     L2 msmx,10.47
8515,   4/4/2024, 23:37:58.712000,   4/4/2024, 23:37:58.565319,      Primary,2,0,130,3110,8510,0.14,133.47,7,14.1,37.4,2.7,1000000,     L2 msmx,7.79
8617,   4/4/2024, 23:47:05.017750,   4/4/2024, 23:47:04.918736,      Primary,2,0,-110,3060,8340,0.51,512.51,7,11.2,26.6,2.8,1000000,     L2 msmx,9.64
8619,   4/4/2024, 23:47:20.426000,   4/4/2024, 23:47:20.272020,      Primary,2,0,130,3110,8200,0.13,191.24,7,20.3,48,3,1000000,     L2 msmx,9.91
8698,   4/4/2024, 23:54:27.484500,   4/4/2024, 23:54:27.309227,      Primary,2,0,190,3300,8300,0.07,275.55,7,57,126.5,2.4,1000000,     L2 msmx,8.74
9374,   5/4/2024, 00:53:45.183250,   5/4/2024, 00:53:45.000774,      Primary,2,0,500,3110,8680,0.25,240.31,7,19.1,47.5,2.2,1000000,     L2 msmx,7.75
9608,   5/4/2024, 01:10:57.992750,   5/4/2024, 01:10:57.829807,      Primary,2,0,30,3100,8290,0.36,487.85,7,32.6,54.4,2.3,1000000,     L2 msmx,11.48
9654,   5/4/2024, 01:14:07.478500,   5/4/2024, 01:14:07.317225,      Primary,2,0,-1400,2600,8570,-0.36,28.04,7,4.6,8.9,1.8,1000000,     L2 msmx,7.57
9826,   5/4/2024, 01:24:48.851250,   5/4/2024, 01:24:48.696102,      Primary,2,0,-390,2920,8080,-0.69,21.05,7,4.2,7.1,1.7,1000000,     L2 msmx,7.54
