Source, Trig Date ,    Trig Time   ,Origin Date,   Origin Time  ,    Profile  , Status, Cluster,      Y     ,      X     ,    Depth   , MomMag,   PGV  , Stage, P S/N  , S S/N  , Quality,   Error  , Location   , rms Noise,Matched File
5259,   6/4/2024, 09:43:38.939500,   6/4/2024, 09:43:38.748066,      Primary,2,0,-1620,2320,7440,0.06,148.37,9,19.0,55.3,3.5,1000000,     L2 msmx,7.62,
5263,   6/4/2024, 09:43:47.007000,   6/4/2024, 09:43:46.808762,      Primary,2,0,-1640,2350,7390,0.1,154.15,9,6.3,16.4,3.6,1000000,     L2 msmx,7.98,
5264,   6/4/2024, 09:43:51.250000,   6/4/2024, 09:43:51.276863,      Primary,2,0,-1840,2350,7360,0.17,187.75,9,7.1,45.0,2.7,1000000,     L2 msmx,6.94,
5473,   6/4/2024, 09:50:52.209750,   6/4/2024, 09:50:52.035980,      Primary,2,0,-1560,2460,7180,0.04,184.08,9,7.7,20.7,2.3,1000000,     L2 msmx,8.03,
5512,   6/4/2024, 09:52:13.108000,   6/4/2024, 09:52:12.926292,      Primary,2,0,-1900,2380,7210,0.11,187.75,9,4.7,10.1,1.6,1000000,     L2 msmx,8.6,
5514,   6/4/2024, 09:52:20.651750,   6/4/2024, 09:52:20.481157,      Primary,2,0,-10,2290,6770,0.07,79.09,9,11.0,18.3,2.5,1000000,     L2 msmx,8.27,
5648,   6/4/2024, 09:56:41.106750,   6/4/2024, 09:56:40.892620,      Primary,2,0,-1740,2210,7860,0.18,187.75,9,2.9,6.9,2.8,1000000,     L2 msmx,16.12,
5682,   6/4/2024, 09:57:55.198500,   6/4/2024, 09:57:55.116978,      Primary,2,0,-1150,2540,6340,0.24,187.75,9,9.6,22.7,3.0,1000000,     L2 msmx,7.75,
5698,   6/4/2024, 09:58:35.815750,   6/4/2024, 09:58:35.605247,      Primary,2,0,-890,2290,7360,-0.17,45.44,9,32.0,16.8,2.8,1000000,     L2 msmx,12.55,
5736,   6/4/2024, 10:00:08.350250,   6/4/2024, 10:00:08.181352,      Primary,2,0,-50,2300,6720,0.35,187.75,9,12.1,26.2,3.3,1000000,     L2 msmx,11.94,
5737,   6/4/2024, 10:00:12.340500,   6/4/2024, 10:00:12.126799,      Primary,2,0,-1600,2250,7850,0.03,105.97,9,7.5,16.4,2.9,1000000,     L2 msmx,9.17,
5773,   6/4/2024, 10:01:31.781750,   6/4/2024, 10:01:31.571260,      Primary,2,0,-1820,2320,7650,0.3,187.75,9,19.4,48.5,3.1,1000000,     L2 msmx,10.77,
5781,   6/4/2024, 10:01:49.969000,   6/4/2024, 10:01:49.815704,      Primary,2,0,-1820,2280,7620,-0.01,109.73,9,4.8,10.6,1.8,1000000,     L2 msmx,7.47,
5782,   6/4/2024, 10:01:53.944000,   6/4/2024, 10:01:53.757046,      Primary,2,0,-1750,2270,7710,0.06,183.85,9,7.9,21.7,3.1,1000000,     L2 msmx,7.63,
5853,   6/4/2024, 10:04:03.643250,   6/4/2024, 10:04:03.567158,      Primary,2,0,-890,2520,6440,1.02,187.75,9,38.5,94.6,7.3,1000000,     L2 msmx,8.22,
5854,   6/4/2024, 10:04:09.384500,   6/4/2024, 10:04:09.357764,      Primary,2,0,-2050,2330,7590,0.64,187.75,9,11.7,15.0,3.5,1000000,     L2 msmx,10.03,
5887,   6/4/2024, 10:05:05.105000,   6/4/2024, 10:05:04.894124,      Primary,2,0,-1880,2420,7460,0.01,144.61,9,10.8,24.8,2.1,1000000,     L2 msmx,8.0,
5888,   6/4/2024, 10:05:09.371750,   6/4/2024, 10:05:09.239735,      Primary,2,0,-1680,2280,7590,0.44,187.75,9,11.4,24.4,3.8,1000000,     L2 msmx,10.05,
5984,   6/4/2024, 10:08:04.714000,   6/4/2024, 10:08:04.510250,      Primary,2,0,-2080,2420,7350,0.45,187.75,9,18.0,41.7,2.7,1000000,     L2 msmx,9.05,
6002,   6/4/2024, 10:08:36.692000,   6/4/2024, 10:08:36.521393,      Primary,2,0,-190,2440,6640,-0.19,48.49,9,5.6,14.5,1.8,1000000,     L2 msmx,7.84,
6030,   6/4/2024, 10:09:32.319250,   6/4/2024, 10:09:32.121765,      Primary,2,0,-1900,2310,7520,0.38,187.75,9,17.5,42.5,2.7,1000000,     L2 msmx,8.63,
6067,   6/4/2024, 10:10:46.444500,   6/4/2024, 10:10:46.322281,      Primary,2,0,-1680,2220,7870,0.02,111.88,9,4.4,8.4,2.0,1000000,     L2 msmx,8.39,
6077,   6/4/2024, 10:11:05.854250,   6/4/2024, 10:11:05.650510,      Primary,2,0,-1880,2280,7610,0.25,187.75,9,5.9,12.1,2.4,1000000,     L2 msmx,8.48,
6193,   6/4/2024, 10:14:52.280000,   6/4/2024, 10:14:52.113861,      Primary,2,0,-1540,2390,6910,0.16,187.75,9,4.6,39.0,2.1,1000000,     L2 msmx,8.1,
6194,   6/4/2024, 10:14:54.062250,   6/4/2024, 10:14:53.886547,      Primary,2,0,-120,2450,6480,0.27,187.75,9,6.2,20.9,3.6,1000000,     L2 msmx,15.2,
6268,   6/4/2024, 10:17:28.583250,   6/4/2024, 10:17:28.655842,      Primary,2,0,-910,2520,6510,0.44,187.75,9,6.0,12.3,2.7,1000000,     L2 msmx,7.79,
6335,   6/4/2024, 10:19:49.959750,   6/4/2024, 10:19:49.768940,      Primary,2,0,-1910,2390,7370,0.0,148.69,9,9.0,30.9,1.7,1000000,     L2 msmx,7.22,
6340,   6/4/2024, 10:20:01.196250,   6/4/2024, 10:20:01.408170,      Primary,2,0,-1890,2360,7170,0.37,187.75,9,9.2,18.7,3.1,1000000,     L2 msmx,7.48,
6487,   6/4/2024, 10:24:57.228750,   6/4/2024, 10:24:57.071865,      Primary,2,0,-500,2240,6430,0.42,187.75,9,28.4,40.7,2.4,1000000,     L2 msmx,11.97,
6503,   6/4/2024, 10:25:26.802500,   6/4/2024, 10:25:26.651472,      Primary,2,0,-770,3680,6990,0.93,187.75,9,84.3,88.7,4.3,1000000,     L2 msmx,19.36,
6514,   6/4/2024, 10:25:52.371500,   6/4/2024, 10:25:52.545437,      Primary,2,0,-1990,2280,7780,0.73,187.75,9,34.4,35.1,2.7,1000000,     L2 msmx,6.89,
6681,   6/4/2024, 10:31:28.836500,   6/4/2024, 10:31:28.847427,      Primary,2,0,-1470,2200,7870,0.51,187.75,9,17.2,27.6,4.5,1000000,     L2 msmx,8.96,
6689,   6/4/2024, 10:31:45.923250,   6/4/2024, 10:31:45.700138,      Primary,2,0,-1760,2330,7750,0.1,121.78,9,10.0,15.9,2.2,1000000,     L2 msmx,8.61,
6732,   6/4/2024, 10:33:20.199500,   6/4/2024, 10:33:19.977226,      Primary,2,0,-1710,2320,7740,-0.07,56.51,9,7.8,15.8,2.4,1000000,     L2 msmx,8.23,
6819,   6/4/2024, 10:36:19.921000,   6/4/2024, 10:36:19.709646,      Primary,2,0,-1400,2420,8030,0.14,113.9,9,20.0,42.1,2.5,1000000,     L2 msmx,8.98,
6900,   6/4/2024, 10:39:07.712250,   6/4/2024, 10:39:07.495533,      Primary,2,0,-1810,2180,7840,-0.11,72.15,9,4.8,8.9,2.6,1000000,     L2 msmx,9.97,
6953,   6/4/2024, 10:40:39.705750,   6/4/2024, 10:40:39.574776,      Primary,2,0,-1800,2360,7630,0.73,187.75,9,29.8,55.3,3.6,1000000,     L2 msmx,10.87,
6969,   6/4/2024, 10:41:13.660500,   6/4/2024, 10:41:13.465160,      Primary,2,0,-1620,2320,7480,0.17,187.75,9,12.7,30.9,3.5,1000000,     L2 msmx,9.1,
7384,   6/4/2024, 10:54:56.505750,   6/4/2024, 10:54:56.214039,      Primary,2,0,-1970,2390,7160,0.02,158.23,9,5.6,13.2,2.0,1000000,     L2 msmx,13.39,
7387,   6/4/2024, 10:55:05.616000,   6/4/2024, 10:55:05.399444,      Primary,2,0,-1730,2180,7940,0.07,111.47,9,6.5,13.5,3.0,1000000,     L2 msmx,10.39,
7510,   6/4/2024, 11:00:19.909500,   6/4/2024, 11:00:19.697842,      Primary,2,0,-1770,2340,7520,-0.02,108.4,9,7.7,20.9,2.4,1000000,     L2 msmx,8.14,
7595,   6/4/2024, 11:03:20.196000,   6/4/2024, 11:03:20.002260,      Primary,2,0,-1670,2380,7300,0.33,187.75,9,9.7,26.7,3.4,1000000,     L2 msmx,8.9,
7763,   6/4/2024, 11:08:48.022750,   6/4/2024, 11:08:48.052345,      Primary,2,0,-1990,2410,7470,0.18,187.75,9,6.0,10.5,1.8,1000000,     L2 msmx,7.53,
7800,   6/4/2024, 11:10:03.789750,   6/4/2024, 11:10:03.511103,      Primary,2,0,-1910,2390,7180,0.28,187.75,9,6.9,15.1,2.6,1000000,     L2 msmx,20.64,
7807,   6/4/2024, 11:10:24.594250,   6/4/2024, 11:10:24.391354,      Primary,2,0,-1890,2350,7430,0.32,187.75,9,8.3,25.7,2.2,1000000,     L2 msmx,7.47,
7852,   6/4/2024, 11:11:49.412750,   6/4/2024, 11:11:49.202969,      Primary,2,0,-1710,2350,7500,0.04,143.01,9,6.6,76.3,2.3,1000000,     L2 msmx,7.9,
7863,   6/4/2024, 11:12:14.070750,   6/4/2024, 11:12:13.861742,      Primary,2,0,-1750,2140,7960,0.07,94.83,9,5.6,11.0,1.7,1000000,     L2 msmx,8.44,
7965,   6/4/2024, 11:15:35.050500,   6/4/2024, 11:15:35.143784,      Primary,2,0,-1970,2320,7560,0.12,158.69,9,4.2,6.9,2.3,1000000,     L2 msmx,7.88,
7995,   6/4/2024, 11:16:36.146250,   6/4/2024, 11:16:35.942204,      Primary,2,0,-1850,2280,7570,0.18,187.75,9,6.1,72.8,1.8,1000000,     L2 msmx,7.4,
8120,   6/4/2024, 11:20:36.344000,   6/4/2024, 11:20:36.166122,      Primary,2,0,-1580,2190,7880,0.45,187.75,9,27.9,60.2,2.2,1000000,     L2 msmx,8.38,
8136,   6/4/2024, 11:21:10.986500,   6/4/2024, 11:21:10.772058,      Primary,2,0,-1710,2160,7960,0.38,187.75,9,8.4,17.8,2.8,1000000,     L2 msmx,13.4,
8137,   6/4/2024, 11:21:15.033500,   6/4/2024, 11:21:14.701711,      Primary,2,0,-1700,2160,7950,-0.1,72.95,9,3.7,8.5,1.8,1000000,     L2 msmx,11.18,
8138,   6/4/2024, 11:21:17.595750,   6/4/2024, 11:21:17.436895,      Primary,2,0,-1140,2530,6390,0.24,187.75,9,3.9,10.6,2.7,1000000,     L2 msmx,16.22,
8145,   6/4/2024, 11:21:37.800000,   6/4/2024, 11:21:37.581268,      Primary,2,0,-1800,2180,7870,0.12,187.75,9,3.7,13.0,2.6,1000000,     L2 msmx,11.47,
8229,   6/4/2024, 11:24:42.766500,   6/4/2024, 11:24:42.693176,      Primary,2,0,-2060,2400,7530,0.07,149.29,9,6.3,14.3,2.1,1000000,     L2 msmx,7.26,
8253,   6/4/2024, 11:25:25.195500,   6/4/2024, 11:25:24.981449,      Primary,2,0,-1930,2290,7650,0.33,187.75,9,7.0,13.2,2.9,1000000,     L2 msmx,11.39,
8264,   6/4/2024, 11:25:50.643000,   6/4/2024, 11:25:50.827923,      Primary,2,0,-1940,2410,7270,0.08,187.75,9,4.4,7.4,1.9,1000000,     L2 msmx,7.0,
8273,   6/4/2024, 11:26:10.787750,   6/4/2024, 11:26:10.700800,      Primary,2,0,-750,2210,8010,0.24,187.75,9,20.3,38.4,4.6,1000000,     L2 msmx,15.63,
8369,   6/4/2024, 11:29:22.778500,   6/4/2024, 11:29:22.609608,      Primary,2,0,-440,2220,6350,0.58,187.75,9,19.0,39.8,4.2,1000000,     L2 msmx,14.52,
8528,   6/4/2024, 11:34:34.939750,   6/4/2024, 11:34:34.725395,      Primary,2,0,-1810,2180,7890,0.28,187.75,9,10.1,22.1,3.2,1000000,     L2 msmx,10.4,
8605,   6/4/2024, 11:37:02.735500,   6/4/2024, 11:37:02.553263,      Primary,2,0,-100,2320,6590,-0.04,69.56,9,5.5,12.3,2.1,1000000,     L2 msmx,8.61,
8613,   6/4/2024, 11:37:14.300000,   6/4/2024, 11:37:14.459298,      Primary,2,0,-1660,2440,6930,0.56,187.75,9,12.2,15.7,2.7,1000000,     L2 msmx,6.84,
8681,   6/4/2024, 11:39:42.782000,   6/4/2024, 11:39:42.618237,      Primary,2,0,-440,2330,6400,0.49,187.75,9,13.2,31.6,4.4,1000000,     L2 msmx,16.56,
8696,   6/4/2024, 11:40:20.587500,   6/4/2024, 11:40:20.369406,      Primary,2,0,-1500,2230,7900,0.0,114.17,9,7.8,23.3,2.4,1000000,     L2 msmx,8.77,
8750,   6/4/2024, 11:42:05.552500,   6/4/2024, 11:42:05.438689,      Primary,2,0,-1660,2260,7750,-0.13,187.75,9,6.8,66.0,2.7,1000000,     L2 msmx,6.72,
8751,   6/4/2024, 11:42:06.831500,   6/4/2024, 11:42:06.506083,      Primary,2,0,-1670,2280,7710,-0.05,130.63,9,4.3,7.9,2.4,1000000,     L2 msmx,30.87,
8776,   6/4/2024, 11:42:55.690500,   6/4/2024, 11:42:55.558079,      Primary,2,0,-1670,2280,7610,0.31,187.75,9,11.0,25.9,2.8,1000000,     L2 msmx,9.97,
8820,   6/4/2024, 11:44:40.136250,   6/4/2024, 11:44:40.217159,      Primary,2,0,-1780,2270,7660,0.01,101.89,9,4.8,8.4,1.4,1000000,     L2 msmx,6.75,
9030,   6/4/2024, 11:51:48.235000,   6/4/2024, 11:51:48.283203,      Primary,2,0,-990,2480,6530,0.32,187.75,9,9.6,14.5,3.4,1000000,     L2 msmx,6.73,
9054,   6/4/2024, 11:52:32.215500,   6/4/2024, 11:52:31.948921,      Primary,2,0,-2050,2400,6950,0.12,187.75,9,4.2,6.4,2.0,1000000,     L2 msmx,19.97,
9121,   6/4/2024, 11:55:01.800750,   6/4/2024, 11:55:01.578343,      Primary,2,0,-1820,2210,7850,-0.09,62.31,9,8.4,23.5,2.1,1000000,     L2 msmx,7.38,
9163,   6/4/2024, 11:56:30.089750,   6/4/2024, 11:56:29.866224,      Primary,2,0,-1840,2210,7860,0.41,187.75,9,10.3,39.5,3.9,1000000,     L2 msmx,20.84,
9164,   6/4/2024, 11:56:35.666500,   6/4/2024, 11:56:35.452564,      Primary,2,0,-1990,2280,7720,0.22,187.75,9,5.3,18.7,2.3,1000000,     L2 msmx,7.98,
9310,   6/4/2024, 12:01:18.473500,   6/4/2024, 12:01:18.317604,      Primary,2,0,-1550,2470,6390,0.25,187.75,9,23.5,33.7,2.3,1000000,     L2 msmx,7.6,
9504,   6/4/2024, 12:07:20.070250,   6/4/2024, 12:07:19.875044,      Primary,2,0,-1530,2320,7450,0.16,170.97,9,9.7,73.1,2.5,1000000,     L2 msmx,8.25,
9505,   6/4/2024, 12:07:21.757750,   6/4/2024, 12:07:21.543701,      Primary,2,0,-1990,2280,7650,0.5,187.75,9,7.2,14.8,3.0,1000000,     L2 msmx,12.39,
9623,   6/4/2024, 12:11:40.788500,   6/4/2024, 12:11:40.939457,      Primary,2,0,-1620,2130,8000,0.49,187.75,9,12.6,27.0,2.9,1000000,     L2 msmx,6.85,
9674,   6/4/2024, 12:13:23.707000,   6/4/2024, 12:13:23.488188,      Primary,2,0,-1780,2330,7590,0.02,172.39,9,6.8,23.1,2.7,1000000,     L2 msmx,7.55,
9675,   6/4/2024, 12:13:26.605250,   6/4/2024, 12:13:26.390741,      Primary,2,0,-1720,2290,7580,-0.07,129.48,9,4.9,8.7,2.5,1000000,     L2 msmx,9.98,
9702,   6/4/2024, 12:14:13.574750,   6/4/2024, 12:14:13.463752,      Primary,2,0,-1880,2310,7640,0.94,187.75,9,36.5,48.4,3.3,1000000,     L2 msmx,9.41,
9847,   6/4/2024, 12:19:05.718000,   6/4/2024, 12:19:05.489662,      Primary,2,0,-2180,2340,7700,0.45,187.75,9,8.4,14.0,3.1,1000000,     L2 msmx,15.29,
9853,   6/4/2024, 12:19:18.788500,   6/4/2024, 12:19:18.587273,      Primary,2,0,-1640,2330,7420,0.0,107.75,9,6.5,14.7,3.1,1000000,     L2 msmx,7.87,
9957,   6/4/2024, 12:23:08.139750,   6/4/2024, 12:23:07.935313,      Primary,2,0,-1610,2270,7640,-0.23,59.91,9,4.3,7.2,1.5,1000000,     L2 msmx,7.5,
9968,   6/4/2024, 12:23:26.477250,   6/4/2024, 12:23:26.320992,      Primary,2,0,-1130,2500,6360,0.44,187.75,9,9.2,21.7,3.7,1000000,     L2 msmx,25.32,
