Source, Trig Date ,    Trig Time   ,Origin Date,   Origin Time  ,    Profile  , Status, Cluster,      Y     ,      X     ,    Depth   , MomMag,   PGV  , Stage, P S/N  , S S/N  , Quality,   Error  , Location   , rms Noise,Matched File
693,   5/4/2024, 10:14:26.741000,   5/4/2024, 10:14:26.832073,      Primary,2,0,-510,2740,8590,0.59,226.2,7,15.3,27.4,2.2,1000000,     L2 msmx,7.07,
758,   5/4/2024, 10:17:13.636250,   5/4/2024, 10:17:13.495604,      Primary,2,0,110,3160,7850,-0.13,196.67,7,18.1,54.2,2.8,1000000,     L2 msmx,7.86,
839,   5/4/2024, 10:21:11.818750,   5/4/2024, 10:21:11.695406,      Primary,2,0,-1000,2930,7270,0.03,130.51,7,16.4,32.8,2.8,1000000,     L2 msmx,12.15,
891,   5/4/2024, 10:23:18.210000,   5/4/2024, 10:23:18.048540,      Primary,2,0,50,3120,8250,-0.04,193.52,7,10.2,31.1,3.0,1000000,     L2 msmx,7.67,
918,   5/4/2024, 10:24:30.760000,   5/4/2024, 10:24:30.627321,      Primary,2,0,110,3300,7560,0.05,181.77,7,7.9,20.9,2.5,1000000,     L2 msmx,8.58,
1001,   5/4/2024, 10:28:34.220750,   5/4/2024, 10:28:34.077457,      Primary,2,0,-1420,2580,8020,0.06,200.41,7,38.2,150.0,3.4,1000000,     L2 msmx,10.73,
1002,   5/4/2024, 10:28:39.404750,   5/4/2024, 10:28:39.548374,      Primary,2,0,-1620,3090,8230,0.43,270.41,7,14.6,35.6,2.6,1000000,     L2 msmx,6.93,
1004,   5/4/2024, 10:28:49.633750,   5/4/2024, 10:28:49.480656,      Primary,2,0,-80,3190,7940,-0.26,150.76,7,5.7,8.0,2.0,1000000,     L2 msmx,9.02,
1040,   5/4/2024, 10:30:15.454500,   5/4/2024, 10:30:15.373121,      Primary,2,0,-750,3030,7190,-0.11,171.62,7,8.6,24.0,2.0,1000000,     L2 msmx,9.37,
1107,   5/4/2024, 10:33:26.319250,   5/4/2024, 10:33:26.168121,      Primary,2,0,-20,3100,8250,0.14,247.03,7,12.5,24.4,2.3,1000000,     L2 msmx,8.22,
1108,   5/4/2024, 10:33:33.770250,   5/4/2024, 10:33:33.656845,      Primary,2,0,-890,2900,7320,-0.05,103.23,7,19.5,37.3,2.0,1000000,     L2 msmx,8.45,
1156,   5/4/2024, 10:36:05.501250,   5/4/2024, 10:36:05.319646,      Primary,2,0,-100,3070,8500,0.27,128.06,7,5.8,13.7,1.8,1000000,     L2 msmx,8.53,
1165,   5/4/2024, 10:36:30.848750,   5/4/2024, 10:36:30.726198,      Primary,2,0,-990,2910,7290,-0.05,101.59,7,17.7,40.3,2.3,1000000,     L2 msmx,11.79,
1179,   5/4/2024, 10:37:26.495500,   5/4/2024, 10:37:26.372860,      Primary,2,0,-70,2930,7810,-0.24,147.4,7,5.7,15.1,2.3,1000000,     L2 msmx,8.23,
1295,   5/4/2024, 10:42:51.245000,   5/4/2024, 10:42:51.105267,      Primary,2,0,-450,3090,7740,-0.03,121.57,7,31.6,31.5,2.4,1000000,     L2 msmx,12.51,
1316,   5/4/2024, 10:43:52.250750,   5/4/2024, 10:43:52.187611,      Primary,2,0,-1010,2910,7340,0.15,146.0,7,24.7,50.2,3.4,1000000,     L2 msmx,9.09,
1423,   5/4/2024, 10:50:10.440000,   5/4/2024, 10:50:10.298132,      Primary,2,0,-960,3380,7460,0.16,91.95,7,11.7,12.8,2.6,1000000,     L2 msmx,11.31,
1426,   5/4/2024, 10:50:22.371250,   5/4/2024, 10:50:22.588476,      Primary,2,0,-1510,3020,7950,-0.01,81.5,7,8.7,15.0,2.1,1000000,     L2 msmx,6.78,
1461,   5/4/2024, 10:52:28.490000,   5/4/2024, 10:52:28.642801,      Primary,2,0,-140,2960,7740,0.09,307.07,7,20.4,33.9,2.4,1000000,     L2 msmx,6.99,
1539,   5/4/2024, 10:57:11.530750,   5/4/2024, 10:57:11.378441,      Primary,2,0,70,3120,8450,0.19,94.55,7,10.9,13.8,2.0,1000000,     L2 msmx,8.05,
1687,   5/4/2024, 11:05:02.800250,   5/4/2024, 11:05:02.634589,      Primary,2,0,-1610,2700,8230,0.01,164.13,7,6.2,16.0,2.6,1000000,     L2 msmx,9.1,
1713,   5/4/2024, 11:06:08.290500,   5/4/2024, 11:06:08.389915,      Primary,2,0,150,3080,7980,0.12,162.09,7,5.0,11.6,2.2,1000000,     L2 msmx,6.99,
1856,   5/4/2024, 11:13:02.116750,   5/4/2024, 11:13:02.230692,      Primary,2,0,100,3360,7620,-0.15,105.27,7,7.4,11.1,2.1,1000000,     L2 msmx,7.85,
1867,   5/4/2024, 11:13:37.868750,   5/4/2024, 11:13:37.875023,      Primary,2,0,-460,3130,7620,-0.08,74.55,7,17.9,29.0,2.1,1000000,     L2 msmx,9.04,
1933,   5/4/2024, 11:16:52.388750,   5/4/2024, 11:16:52.213379,      Primary,2,0,50,3110,8430,0.14,208.09,7,7.6,10.8,1.8,1000000,     L2 msmx,10.15,
1938,   5/4/2024, 11:17:09.097250,   5/4/2024, 11:17:08.897187,      Primary,2,0,100,3120,8400,0.18,435.82,7,25.7,75.7,2.1,1000000,     L2 msmx,9.68,
1947,   5/4/2024, 11:17:54.898000,   5/4/2024, 11:17:54.750473,      Primary,2,0,270,3320,7880,0.0,173.55,7,35.3,81.0,2.3,1000000,     L2 msmx,7.53,
1956,   5/4/2024, 11:18:23.154500,   5/4/2024, 11:18:23.021523,      Primary,2,0,-230,3130,7730,0.26,209.26,7,14.1,30.4,3.7,1000000,     L2 msmx,12.97,
1978,   5/4/2024, 11:19:47.052250,   5/4/2024, 11:19:46.899239,      Primary,2,0,80,3130,8050,0.52,418.09,7,11.3,30.0,3.3,1000000,     L2 msmx,15.2,
2080,   5/4/2024, 11:24:52.079500,   5/4/2024, 11:24:51.898415,      Primary,2,0,90,3040,8490,0.02,117.46,7,134.6,79.6,1.5,1000000,     L2 msmx,6.95,
2158,   5/4/2024, 11:29:00.510750,   5/4/2024, 11:29:00.372209,      Primary,2,0,140,3250,7820,0.23,361.93,7,29.3,43.0,2.0,1000000,     L2 msmx,9.68,
2159,   5/4/2024, 11:29:04.492000,   5/4/2024, 11:29:04.313246,      Primary,2,0,-10,3020,8620,0.42,260.57,7,8.4,23.8,2.8,1000000,     L2 msmx,9.67,
2160,   5/4/2024, 11:29:09.728000,   5/4/2024, 11:29:09.633657,      Primary,2,0,-10,3020,7970,0.45,444.11,7,11.3,19.6,2.3,1000000,     L2 msmx,11.08,
2166,   5/4/2024, 11:29:29.211250,   5/4/2024, 11:29:29.056826,      Primary,2,0,60,3200,7950,0.14,389.87,7,11.6,17.6,3.4,1000000,     L2 msmx,10.03,
2169,   5/4/2024, 11:29:38.601750,   5/4/2024, 11:29:38.424492,      Primary,2,0,250,3430,8030,-0.22,111.36,7,16.4,28.1,1.9,1000000,     L2 msmx,7.09,
2229,   5/4/2024, 11:32:49.636250,   5/4/2024, 11:32:49.490906,      Primary,2,0,-110,3190,7910,0.25,452.02,7,41.3,52.8,3.4,1000000,     L2 msmx,12.02,
2288,   5/4/2024, 11:35:57.516750,   5/4/2024, 11:35:57.663212,      Primary,2,0,-1440,2770,8080,0.26,187.75,7,25.5,34.6,3.0,1000000,     L2 msmx,7.48,
2292,   5/4/2024, 11:36:09.483250,   5/4/2024, 11:36:09.291022,      Primary,2,0,-1220,2700,8670,-0.01,46.61,7,5.9,7.7,1.6,1000000,     L2 msmx,11.06,
2352,   5/4/2024, 11:39:21.375500,   5/4/2024, 11:39:21.237318,      Primary,2,0,90,3060,7940,0.05,80.08,7,8.3,15.0,2.1,1000000,     L2 msmx,8.83,
2481,   5/4/2024, 11:45:56.908500,   5/4/2024, 11:45:56.713688,      Primary,2,0,230,3180,8700,-0.09,102.17,7,8.1,16.7,2.0,1000000,     L2 msmx,7.49,
2488,   5/4/2024, 11:46:20.517250,   5/4/2024, 11:46:20.393698,      Primary,2,0,-940,2920,7310,0.08,107.39,7,36.9,84.5,2.9,1000000,     L2 msmx,9.72,
2535,   5/4/2024, 11:48:52.578250,   5/4/2024, 11:48:52.436516,      Primary,2,0,200,3270,7820,-0.13,108.56,7,22.2,40.0,1.9,1000000,     L2 msmx,8.4,
2540,   5/4/2024, 11:49:18.750250,   5/4/2024, 11:49:18.583818,      Primary,2,0,-1300,2840,8010,0.22,187.75,7,30.2,136.4,2.9,1000000,     L2 msmx,11.06,
2542,   5/4/2024, 11:49:27.437500,   5/4/2024, 11:49:27.297626,      Primary,2,0,-600,3100,7650,-0.26,54.64,7,28.3,41.6,2.0,1000000,     L2 msmx,10.21,
2583,   5/4/2024, 11:51:33.041500,   5/4/2024, 11:51:32.894077,      Primary,2,0,290,3210,7890,-0.14,115.85,7,5.3,11.8,1.9,1000000,     L2 msmx,7.19,
2619,   5/4/2024, 11:53:17.402250,   5/4/2024, 11:53:17.246271,      Primary,2,0,440,3270,8110,-0.05,89.78,7,11.2,23.8,1.6,1000000,     L2 msmx,9.35,
2697,   5/4/2024, 11:57:35.983500,   5/4/2024, 11:57:35.828751,      Primary,2,0,240,3180,7920,0.18,306.84,7,45.1,152.9,3.2,1000000,     L2 msmx,9.97,
2883,   5/4/2024, 12:07:45.484250,   5/4/2024, 12:07:45.323971,      Primary,2,0,540,3250,8530,0.29,310.87,7,29.3,92.2,2.8,1000000,     L2 msmx,7.37,
2982,   5/4/2024, 12:14:02.202500,   5/4/2024, 12:14:02.050706,      Primary,2,0,-1380,3230,7770,0.24,229.81,7,23.2,88.1,2.4,1000000,     L2 msmx,11.32,
3033,   5/4/2024, 12:17:34.175250,   5/4/2024, 12:17:34.041389,      Primary,2,0,-460,3090,7630,-0.09,110.41,7,30.5,49.1,1.9,1000000,     L2 msmx,9.92,
3068,   5/4/2024, 12:19:36.736750,   5/4/2024, 12:19:36.602535,      Primary,2,0,150,3290,7660,-0.24,61.38,7,9.4,17.6,2.4,1000000,     L2 msmx,7.5,
3070,   5/4/2024, 12:19:41.043500,   5/4/2024, 12:19:40.973991,      Primary,2,0,-1410,3370,7600,1.09,532.3,7,30.0,36.3,3.6,1000000,     L2 msmx,16.48,
3071,   5/4/2024, 12:19:49.020500,   5/4/2024, 12:19:48.880890,      Primary,2,0,-700,3100,7470,-0.18,78.43,7,19.9,18.5,2.0,1000000,     L2 msmx,11.41,
3168,   5/4/2024, 12:25:39.175500,   5/4/2024, 12:25:38.990326,      Primary,2,0,160,3190,8510,0.25,172.48,7,12.0,20.5,1.8,1000000,     L2 msmx,7.9,
3217,   5/4/2024, 12:28:49.450750,   5/4/2024, 12:28:49.275623,      Primary,2,0,140,3190,8460,0.1,166.02,7,9.5,21.3,2.7,1000000,     L2 msmx,8.59,
3427,   5/4/2024, 12:43:08.186250,   5/4/2024, 12:43:08.395609,      Primary,2,0,-1380,3030,8110,-0.09,186.58,7,8.5,21.4,1.7,1000000,     L2 msmx,6.89,
3470,   5/4/2024, 12:46:39.878250,   5/4/2024, 12:46:39.767250,      Primary,2,0,-1490,2930,8200,0.62,392.45,7,30.0,45.1,2.6,1000000,     L2 msmx,15.97,
3486,   5/4/2024, 12:47:34.149500,   5/4/2024, 12:47:33.972393,      Primary,2,0,230,3240,8470,0.39,390.32,7,11.7,27.1,2.9,1000000,     L2 msmx,8.38,
3489,   5/4/2024, 12:47:56.385750,   5/4/2024, 12:47:56.220985,      Primary,2,0,50,3110,8390,0.42,513.84,7,11.2,24.6,2.7,1000000,     L2 msmx,12.0,
3497,   5/4/2024, 12:48:25.897000,   5/4/2024, 12:48:25.558844,      Primary,2,0,-260,2910,8540,0.3,187.75,7,8.3,18.8,2.6,1000000,     L2 msmx,30.25,
3500,   5/4/2024, 12:48:38.341500,   5/4/2024, 12:48:38.173992,      Primary,2,0,60,3120,8360,0.29,501.02,7,10.7,20.7,3.2,1000000,     L2 msmx,9.81,
3508,   5/4/2024, 12:49:27.211000,   5/4/2024, 12:49:27.040270,      Primary,2,0,-100,3030,8490,0.48,294.27,7,10.0,32.7,2.8,1000000,     L2 msmx,11.73,
3516,   5/4/2024, 12:50:02.850000,   5/4/2024, 12:50:02.906857,      Primary,2,0,160,3100,7840,-0.16,54.32,7,4.5,6.8,1.9,1000000,     L2 msmx,6.89,
3591,   5/4/2024, 12:54:25.247500,   5/4/2024, 12:54:25.126251,      Primary,2,0,-1020,2870,7320,0.29,253.09,7,18.9,33.6,3.2,1000000,     L2 msmx,12.84,
3597,   5/4/2024, 12:54:46.016750,   5/4/2024, 12:54:45.875603,      Primary,2,0,60,3330,7840,0.24,187.75,7,42.8,79.0,2.4,1000000,     L2 msmx,9.52,
3609,   5/4/2024, 12:55:33.045750,   5/4/2024, 12:55:32.907925,      Primary,2,0,130,3180,7830,-0.12,82.4,7,14.9,28.3,1.9,1000000,     L2 msmx,7.89,
3710,   5/4/2024, 13:01:44.580000,   5/4/2024, 13:01:44.676697,      Primary,2,0,-210,3110,7430,-0.17,95.29,7,11.6,21.8,2.1,1000000,     L2 msmx,6.9,
3777,   5/4/2024, 13:05:58.497750,   5/4/2024, 13:05:58.322266,      Primary,2,0,-610,2520,8550,0.2,187.75,7,13.4,35.7,3.2,1000000,     L2 msmx,8.34,
3871,   5/4/2024, 13:11:39.118000,   5/4/2024, 13:11:39.052284,      Primary,2,0,140,3160,8320,-0.22,61.26,7,9.4,17.4,1.6,1000000,     L2 msmx,6.73,
3961,   5/4/2024, 13:17:16.033000,   5/4/2024, 13:17:15.894150,      Primary,2,0,-30,3240,7800,-0.07,144.2,7,18.5,43.2,2.1,1000000,     L2 msmx,7.92,
4129,   5/4/2024, 13:27:41.207500,   5/4/2024, 13:27:41.317162,      Primary,2,0,410,3180,8470,0.38,249.41,7,4.1,16.4,2.0,1000000,     L2 msmx,7.51,
4219,   5/4/2024, 13:33:25.781000,   5/4/2024, 13:33:25.645433,      Primary,2,0,40,2950,7790,-0.24,169.78,7,25.4,30.1,1.8,1000000,     L2 msmx,7.55,
4236,   5/4/2024, 13:34:36.227000,   5/4/2024, 13:34:36.089149,      Primary,2,0,100,3150,7810,-0.07,101.95,7,6.5,10.3,1.8,1000000,     L2 msmx,8.11,
4279,   5/4/2024, 13:37:11.560750,   5/4/2024, 13:37:11.445503,      Primary,2,0,-250,3070,7440,0.07,115.87,7,23.4,65.7,3.2,1000000,     L2 msmx,13.32,
