Lon,Lat,Depth
-112.893834016,38.5035521713,-490.381284
-112.893802478,38.5035477651,-491.597436
-112.893770905,38.503543332,-492.804444
-112.893739262,38.5035389001,-494.005356
-112.893707618,38.5035344406,-495.197124
-112.893676008,38.5035299532,-496.398036
-112.893644362,38.5035253839,-497.589804
-112.893612713,38.5035207323,-498.775476
-112.893581237,38.5035160229,-499.991628
-112.893550003,38.5035111998,-501.244356
-112.893518943,38.5035063189,-502.53366
-112.893488056,38.5035014077,-503.847348
-112.893457204,38.503496496,-505.17018
-112.893426281,38.5034915305,-506.48082
-112.893395252,38.5034865392,-507.773172
-112.893364118,38.5034815221,-509.035044
-112.893332843,38.5034764524,-510.278628
-112.893301566,38.5034713277,-511.51002
-112.893270392,38.5034660916,-512.756652
-112.893239353,38.5034607159,-514.02462
-112.893208378,38.5034551194,-515.292588
-112.893177399,38.5034493307,-516.545316
-112.893146591,38.5034434294,-517.828524
-112.893115816,38.5034374452,-519.111732
-112.893084933,38.5034313254,-520.36446
-112.893054047,38.5034250957,-521.611092
-112.893023019,38.503418786,-522.824196
-112.892991988,38.5034123939,-524.0373
-112.892961237,38.5034059698,-525.293076
-112.892930624,38.5033994885,-526.573236
-112.892899973,38.5033929254,-527.8473
-112.892869496,38.5033862771,-529.1427
-112.892839157,38.5033795991,-530.459436
-112.892808852,38.5033728656,-531.77922
-112.892778788,38.5033659909,-533.13558
-112.892749068,38.5033589184,-534.531564
-112.892719626,38.5033517864,-535.973268
-112.892690568,38.5033446207,-537.46374
-112.892661649,38.5033374253,-538.978596
-112.892632867,38.5033301453,-540.505644
-112.892604366,38.5033228883,-542.075364
-112.892576004,38.5033156015,-543.660324
-112.892547711,38.5033083135,-545.254428
-112.892519664,38.5033010491,-546.888156
-112.892491791,38.5032937544,-548.537124
-112.892463952,38.5032864316,-550.192188
-112.892436182,38.5032790803,-551.853348
-112.892408586,38.5032716986,-553.529748
-112.892380954,38.5032642352,-555.2031
-112.892353356,38.5032567712,-556.8795
-112.892325793,38.5032493066,-558.561996
-112.892298335,38.5032418678,-560.256684
-112.892271018,38.5032344542,-561.96966
-112.892243701,38.5032270406,-563.679588
-112.89221642,38.5032196538,-565.401708
-112.892189034,38.5032122687,-567.108588
-112.892161437,38.5032048596,-568.784988
-112.892133842,38.5031975054,-570.467484
-112.892106142,38.5031901254,-572.13474
-112.892078232,38.5031827762,-573.78066
-112.892050254,38.5031754556,-575.414388
-112.892022311,38.5031681619,-577.05726
-112.891994335,38.5031609236,-578.697084
-112.891966252,38.5031536322,-580.321668
-112.891938063,38.5031462875,-581.924916
-112.891909769,38.5031389445,-583.515972
-112.89188158,38.5031315998,-585.122268
-112.891853215,38.503124203,-586.701132
-112.891824604,38.5031167552,-588.246468
-112.891795889,38.5031093092,-589.773516
-112.891767173,38.5031018631,-591.303612
-112.891738386,38.5030943907,-592.818468
-112.891709284,38.5030868685,-594.281508
-112.891680041,38.503079321,-595.72626
-112.891650658,38.5030717484,-597.146628
-112.891621028,38.5030640973,-598.521276
-112.891591328,38.5030564199,-599.877636
-112.891561662,38.5030487419,-601.246188
-112.89153189,38.5030409833,-602.593404
-112.891501976,38.503033172,-603.91014
-112.891471991,38.5030253069,-605.208588
-112.89144204,38.5030174137,-606.510084
-112.891412019,38.5030094943,-607.799388
-112.891381925,38.5030014661,-609.067356
-112.891351865,38.50299341,-610.335324
-112.89132191,38.5029853521,-611.627676
-112.891292095,38.502977292,-612.941364
-112.891262173,38.5029691786,-614.233716
-112.891232286,38.5029610372,-615.526068
-112.891202397,38.5029528409,-616.821468
-112.891172578,38.5029446435,-618.122964
-112.891142723,38.5029363917,-619.412268
-112.891112728,38.5029281421,-620.680236
-112.891082735,38.5029199475,-621.9543
-112.891052603,38.50291181,-623.210076
-112.8910223,38.5029038126,-624.435372
-112.890991894,38.5028958992,-625.654572
-112.890961421,38.5028880694,-626.867676
-112.890930983,38.5028802664,-628.089924
-112.890900546,38.5028724634,-629.312172
-112.890870072,38.5028646335,-630.528324
-112.890839705,38.5028568568,-631.759716
-112.890809304,38.5028491081,-632.98806
-112.890778835,38.5028414155,-634.213356
-112.890748334,38.5028338881,-635.444748
-112.890717731,38.5028264448,-636.663948
-112.890687201,38.5028191101,-637.901436
-112.890656673,38.5028118578,-639.148068
-112.89062597,38.5028045809,-640.358124
-112.890598044,38.5027979457,-641.467596
-112.890415388,38.5027539565,-648.926052
-112.890087933,38.5026794834,-662.322012
-112.889791024,38.5026236049,-673.67886
-112.889488291,38.5025789432,-684.471828
-112.889178979,38.5025419673,-695.024004
-112.888878463,38.5025112207,-706.06386
-112.88857787,38.5024828366,-717.93582
-112.888273669,38.5024501704,-729.728532
-112.887974798,38.5024060742,-741.332268
-112.887682669,38.5023551394,-753.149364
-112.887389266,38.5022996102,-765.917436
-112.887103149,38.5022392662,-778.984212
-112.886821277,38.5021808855,-792.194244
-112.886451765,38.5021057891,-809.433732
-112.886159748,38.5020456751,-822.186564
-112.885861889,38.501985325,-833.860404
-112.88556643,38.5019258967,-845.2965
-112.885271432,38.5018639609,-857.406204
-112.884980415,38.5017965496,-869.890812
-112.884692761,38.5017267488,-882.80214
-112.884405912,38.5016623175,-895.49706
-112.884118014,38.5016045491,-907.707348
-112.883808659,38.5015482239,-919.661604
-112.883520831,38.5015038287,-929.555412
-112.883213163,38.5014612625,-940.214268
-112.882906321,38.5014181603,-951.034668
-112.882685448,38.5013866936,-958.706484
