MD_m,EASTING,NORTHING,TVD_m
181.75491000000002,1097912.4153696457,13987766.193758544,181.74576600000003
182.77600500000003,1097912.464950374,13987766.208498761,182.76686100000003
183.79710000000003,1097912.516938189,13987766.214814175,183.78758916000004
184.818195,1097912.5691989567,13987766.220174253,184.80827572200002
185.83929,1097912.6214597244,13987766.225534331,185.82896228400003
186.860385,1097912.673720492,13987766.23089441,186.84964884600004
187.88148,1097912.72598126,13987766.236254489,187.87033540800005
188.902575,1097912.7782420276,13987766.241614567,188.89102197000003
189.92367000000002,1097912.8305027953,13987766.246974645,189.91170853200003
190.94476500000002,1097912.8833472442,13987766.24941632,190.93257300000005
191.96586000000002,1097912.9369480317,13987766.2480763,191.95366800000005
192.98695500000002,1097912.990548819,13987766.246736279,192.97476300000005
194.00805000000003,1097913.0441496063,13987766.24539626,193.99585800000006
195.02914500000003,1097913.0977503937,13987766.24405624,195.01695300000006
196.05024000000003,1097913.151351181,13987766.242716221,196.03804800000006
197.071335,1097913.2049519685,13987766.2413762,197.05914300000003
198.09243,1097913.258552756,13987766.240036182,198.08023800000004
199.113525,1097913.329103445,13987766.23087313,199.10093559000003
200.13462,1097913.4001244882,13987766.221492993,200.12162215200004
201.15571500000001,1097913.4711455316,13987766.212112855,201.14230871400005
202.17681000000002,1097913.5421665749,13987766.202732716,202.16299527600003
203.19790500000002,1097913.613187618,13987766.193352578,203.18368183800004
204.21900000000002,1097913.6842086616,13987766.18397244,204.20436840000005
205.24009500000003,1097913.7552297048,13987766.174592303,205.22505496200006
206.26119000000003,1097913.8358264174,13987766.17,206.24574152400004
207.28228500000003,1097913.9256077362,13987766.17,207.26642808600005
208.30338,1097914.0153890552,13987766.17,208.28711464800003
209.324475,1097914.105170374,13987766.17,209.30780121000004
210.34557,1097914.1949516928,13987766.17,210.32848777200002
211.366665,1097914.2847330119,13987766.17,211.34917433400003
212.38776000000001,1097914.3745143306,13987766.17,212.36986089600003
213.40885500000002,1097914.4641674212,13987766.170577027,213.39056700000003
214.42995000000002,1097914.5512687007,13987766.182637205,214.41166200000004
215.45104500000002,1097914.6383699803,13987766.194697382,215.43275700000004
216.47214000000002,1097914.7254712598,13987766.206757559,216.45385200000004
217.49323500000003,1097914.8125725393,13987766.218817737,217.47494700000004
218.51433000000003,1097914.8996738188,13987766.230877914,218.49604200000005
219.53542500000003,1097914.9867750986,13987766.24293809,219.51713700000005
220.55652,1097915.0738763781,13987766.254998267,220.53823200000002
221.577615,1097915.1570562993,13987766.268626988,221.55908795400003
222.59871,1097915.2374574803,13987766.283367204,222.57977451600001
223.619805,1097915.3178586615,13987766.298107421,223.60046107800002
224.64090000000002,1097915.3982598425,13987766.312847637,224.62114764
225.66199500000002,1097915.4786610235,13987766.327587854,225.641834202
226.68309000000002,1097915.5590622048,13987766.34232807,226.66252076400002
227.70418500000002,1097915.6394633858,13987766.357068287,227.683207326
228.72528000000003,1097915.7197001574,13987766.371150866,228.703893888
229.74637500000003,1097915.798761319,13987766.380531004,229.72458045000002
230.76747000000003,1097915.8778224804,13987766.389911141,230.74526701200003
231.788565,1097915.9568836417,13987766.399291279,231.765953574
232.80966,1097916.0359448032,13987766.408671416,232.786640136
233.830755,1097916.1150059646,13987766.418051554,233.807326698
234.85185,1097916.194067126,13987766.427431691,234.82801326
235.87294500000002,1097916.2731282874,13987766.43681183,235.84869982200001
236.89404000000002,1097916.3495357481,13987766.440884566,236.86965600000002
237.91513500000002,1097916.4245768504,13987766.442224586,237.89075100000002
238.93623000000002,1097916.4996179529,13987766.443564605,238.91184600000003
239.95732500000003,1097916.574659055,13987766.444904625,239.93294100000003
240.97842000000003,1097916.6497001576,13987766.446244646,240.95403600000003
241.99951500000003,1097916.7247412598,13987766.447584664,241.97513100000003
243.02061000000003,1097916.7997823623,13987766.448924685,242.99622600000004
244.041705,1097916.8748234648,13987766.448676476,244.017240318
245.0628,1097916.949864567,13987766.441976378,245.03792688000001
246.083895,1097917.0249056693,13987766.43527628,246.05861344200002
247.10499000000002,1097917.0999467717,13987766.42857618,247.079300004
248.12608500000002,1097917.174987874,13987766.421876082,248.099986566
249.14718000000002,1097917.2500289765,13987766.415175984,249.12067312800002
250.16827500000002,1097917.3250700787,13987766.408475885,250.14135969000003
251.18937000000003,1097917.400111181,13987766.401775789,251.162046252
252.21046500000003,1097917.4869706298,13987766.393105965,252.18273281400002
253.23156000000003,1097917.5780919685,13987766.383725828,253.20341937600003
254.25265500000003,1097917.669213307,13987766.37434569,254.22410593800004
255.27375000000004,1097917.7603346456,13987766.36496555,255.24479250000002
256.294845,1097917.8514559842,13987766.355585413,256.265479062
257.31594,1097917.942577323,13987766.346205276,257.286165624
258.337035,1097918.0336986615,13987766.336825138,258.306852186
259.35813,1097918.1281050001,13987766.32927,259.327538748
260.379225,1097918.231286516,13987766.32658996,260.34822531000003
261.40032,1097918.3344680315,13987766.323909922,261.368911872
262.421415,1097918.4376495474,13987766.321229883,262.38959843400005
263.44251,1097918.5408310632,13987766.318549844,263.41028499600003
264.46360500000003,1097918.6440125788,13987766.315869803,264.430971558
265.48470000000003,1097918.7471940946,13987766.313189764,265.45165812000005
266.50579500000003,1097918.8503756104,13987766.310509725,266.472344682
267.52689000000004,1097918.955727441,13987766.313255472,267.492700488
268.54798500000004,1097919.061588996,13987766.317275532,268.51297861200004
269.56908000000004,1097919.1674505512,13987766.321295591,269.53325673600006
270.59017500000004,1097919.2733121063,13987766.32531565,270.55353486000007
271.61127000000005,1097919.3791736613,13987766.329335708,271.573812984
272.63236500000005,1097919.4850352164,13987766.333355768,272.59409110800004
273.65346,1097919.5908967715,13987766.337375827,273.614369232
274.674555,1097919.6967583266,13987766.343722362,274.634789178
275.69565,1097919.802619882,13987766.35444252,275.65547574
276.716745,1097919.908481437,13987766.365162676,276.676162302
277.73784,1097920.014342992,13987766.375882834,277.696848864
278.758935,1097920.1202045472,13987766.386602992,278.71753542600004
279.78003,1097920.2260661023,13987766.39732315,279.738221988
280.801125,1097920.3319276574,13987766.408043306,280.75890855
281.82222,1097920.4377892124,13987766.418763464,281.77959511200004
282.843315,1097920.5377235038,13987766.431854527,282.800281674
283.86441,1097920.6368849606,13987766.445254724,283.82096823600006
284.885505,1097920.7360464174,13987766.458654922,284.84165479800004
285.9066,1097920.835207874,13987766.472055119,285.8623413600001
286.927695,1097920.9343693308,13987766.485455316,286.88302792200005
287.94879000000003,1097921.0335307873,13987766.49885551,287.9037144840001
288.96988500000003,1097921.1326922441,13987766.512255708,288.92440104600007
289.99098000000004,1097921.2307225196,13987766.524524724,289.94508760800005
291.01207500000004,1097921.3272039369,13987766.535244882,290.9657741700001
292.03317000000004,1097921.4236853542,13987766.545965038,291.98646073200007
293.05426500000004,1097921.5201667715,13987766.556685196,293.00714729400005
294.07536000000005,1097921.6166481888,13987766.567405354,294.0278338560001
295.09645500000005,1097921.7131296063,13987766.578125512,295.04852041800007
296.11755000000005,1097921.8096110236,13987766.588845668,296.06920698000005
297.138645,1097921.906092441,13987766.599565826,297.089893542
298.15974,1097922.0025738582,13987766.609000236,298.110580104
299.180835,1097922.0990552756,13987766.618380373,299.131266666
300.20193,1097922.1955366929,13987766.62776051,300.151953228
301.223025,1097922.2920181102,13987766.63714065,301.17263979
302.24412,1097922.3884995275,13987766.646520788,302.19332635200004
303.265215,1097922.4849809448,13987766.655900925,303.214012914
304.28631,1097922.581462362,13987766.665281063,304.23469947600006
305.307405,1097922.6786096653,13987766.671997657,305.25538603800004
306.3285,1097922.7764311023,13987766.676017717,306.2760726
307.349595,1097922.8742525394,13987766.680037776,307.29675916200006
308.37069,1097922.9720739764,13987766.684057834,308.31744572400004
309.391785,1097923.0698954135,13987766.688077893,309.338132286
310.41288000000003,1097923.1677168505,13987766.692097953,310.35881884800006
311.43397500000003,1097923.2655382876,13987766.696118012,311.37950541000004
312.45507000000003,1097923.363543819,13987766.699953975,312.400191972
313.47616500000004,1097923.4667253348,13987766.698613957,313.420878534
314.49726000000004,1097923.5699068503,13987766.697273936,314.44156509600003
315.51835500000004,1097923.6730883662,13987766.695933918,315.462251658
316.53945000000004,1097923.776269882,13987766.694593897,316.48293822
317.56054500000005,1097923.8794513976,13987766.693253877,317.50362478200003
318.58164000000005,1097923.9826329134,13987766.691913858,318.524311344
319.60273500000005,1097924.085814429,13987766.690573838,319.544997906
320.62383000000005,1097924.198190118,13987766.686169093,320.565450936
321.644925,1097924.31745187,13987766.679468995,321.58572905999995
322.66602,1097924.436713622,13987766.672768898,322.60600718399996
323.687115,1097924.555975374,13987766.6660688,323.626285308
324.70821,1097924.675237126,13987766.659368701,324.646563432
325.729305,1097924.7944988778,13987766.652668603,325.666841556
326.7504,1097924.91376063,13987766.645968504,326.68711968
327.771495,1097925.0336076575,13987766.640585275,327.70739780400004
328.79259,1097925.1582294882,13987766.645945355,328.727675928
329.813685,1097925.2828513188,13987766.651305433,329.747954052
330.83478,1097925.4074731497,13987766.656665511,330.768232176
331.855875,1097925.5320949804,13987766.662025591,331.78851030000004
332.87697000000003,1097925.656716811,13987766.66738567,332.808788424
333.89806500000003,1097925.7813386417,13987766.672745747,333.829066548
334.91916000000003,1097925.9059604723,13987766.678105827,334.84934467200003
335.94025500000004,1097926.0219175394,13987766.687798288,335.869886898
336.96135000000004,1097926.1331391733,13987766.699858464,336.89057346000004
337.98244500000004,1097926.2443608071,13987766.71191864,337.911260022
339.00354000000004,1097926.355582441,13987766.72397882,338.93194658400006
340.02463500000005,1097926.4668040748,13987766.736038996,339.95263314600004
341.04573000000005,1097926.5780257087,13987766.748099172,340.9733197080001
342.06682500000005,1097926.6892473425,13987766.76015935,341.99400627000006
343.08792000000005,1097926.7992359055,13987766.770739842,343.01469283200004
344.10901500000006,1097926.903757441,13987766.774759902,344.0353793940001
345.13011,1097927.0082789764,13987766.778779961,345.056065956
346.151205,1097927.1128005118,13987766.78280002,346.076752518
347.1723,1097927.2173220473,13987766.786820078,347.09743908
348.193395,1097927.3218435827,13987766.790840138,348.118125642
349.21449,1097927.4263651182,13987766.794860197,349.138812204
350.235585,1097927.5308866536,13987766.798880257,350.159498766
351.25668,1097927.6421755906,13987766.7932326,351.179890656
352.277775,1097927.7560772637,13987766.783852462,352.20016878
353.29887,1097927.869978937,13987766.774472324,353.22044690399997
354.319965,1097927.9838806102,13987766.765092185,354.240725028
355.34106,1097928.0977822833,13987766.755712047,355.261003152
356.36215500000003,1097928.2116839567,13987766.74633191,356.281281276
357.38325000000003,1097928.3255856298,13987766.736951772,357.3015594
358.40434500000003,1097928.4394873031,13987766.727918543,358.321943262
359.42544000000004,1097928.5533889763,13987766.719878426,359.342629824
360.44653500000004,1097928.6672906496,13987766.711838307,360.363316386
361.46763000000004,1097928.7811923227,13987766.70379819,361.38400294800005
362.48872500000004,1097928.895093996,13987766.69575807,362.40468951
363.50982000000005,1097929.0089956692,13987766.687717954,363.42537607200006
364.53091500000005,1097929.1228973425,13987766.679677835,364.4460626340001
365.55201000000005,1097929.2367990157,13987766.671637716,365.4667491960001
366.57310500000006,1097929.3304264173,13987766.668932933,366.4874357580001
367.59420000000006,1097929.4188677166,13987766.667592913,367.5081223200001
368.615295,1097929.5073090158,13987766.666252894,368.528808882
369.63639,1097929.5957503149,13987766.664912874,369.54949544400006
370.657485,1097929.6841916142,13987766.663572855,370.57018200600004
371.67858,1097929.7726329134,13987766.662232835,371.5908685680001
372.699675,1097929.8610742125,13987766.660892814,372.61155513000006
373.72077,1097929.9374409842,13987766.661341615,373.6323780000001
374.741865,1097929.9897017519,13987766.665361673,374.6534730000001
375.76296,1097930.0419625198,13987766.669381732,375.6745680000001
376.784055,1097930.0942232874,13987766.673401792,376.6956630000001
377.80515,1097930.146484055,13987766.677421851,377.7167580000001
378.82624500000003,1097930.1987448228,13987766.681441909,378.7378530000001
379.84734000000003,1097930.2510055907,13987766.685461968,379.7589480000001
380.86843500000003,1097930.3032663583,13987766.689482028,380.7800430000001
381.88953000000004,1097930.3345146063,13987766.69,381.8011380000001
382.91062500000004,1097930.3626550196,13987766.69,382.8222330000001
383.93172000000004,1097930.3907954332,13987766.69,383.8433280000001
384.95281500000004,1097930.4189358465,13987766.69,384.86442300000004
385.97391000000005,1097930.4470762599,13987766.69,385.88551800000005
386.99500500000005,1097930.4752166732,13987766.69,386.90661300000005
388.01610000000005,1097930.5033570866,13987766.69,387.92770800000005
389.03719500000005,1097930.527665,13987766.6894525,388.94880300000005
390.05829000000006,1097930.5464252755,13987766.68811248,389.96989800000006
391.07938500000006,1097930.565185551,13987766.68677246,390.99099300000006
392.10048000000006,1097930.5839458266,13987766.68543244,392.01208800000006
393.121575,1097930.6027061024,13987766.684092421,393.033183
394.14267,1097930.621466378,13987766.6827524,394.054278
395.163765,1097930.6402266535,13987766.681412382,395.075373
396.18486,1097930.658986929,13987766.680072362,396.096468
397.205955,1097930.667605945,13987766.676197028,397.117563
398.22705,1097930.675646063,13987766.672176968,398.138658
399.248145,1097930.683686181,13987766.668156909,399.159753
400.26924,1097930.6917262992,13987766.664136851,400.180848
401.290335,1097930.6997664173,13987766.660116792,401.201943
402.31143000000003,1097930.7078065353,13987766.656096732,402.22303800000003
403.33252500000003,1097930.7158466536,13987766.652076673,403.24413300000003
404.35362000000003,1097930.724534567,13987766.645465434,404.26522800000004
405.37471500000004,1097930.7339147048,13987766.636085296,405.28632300000004
406.39581000000004,1097930.7432948425,13987766.626705159,406.30741800000004
407.41690500000004,1097930.7526749803,13987766.61732502,407.32851300000004
408.43800000000005,1097930.762055118,13987766.607944882,408.34960800000005
409.45909500000005,1097930.7714352559,13987766.598564744,409.37070300000005
410.48019000000005,1097930.7808153937,13987766.589184606,410.39179800000005
411.50128500000005,1097930.7904469292,13987766.579804469,411.41288448600005
412.52238000000006,1097930.8118872442,13987766.570424331,412.43357104800003
413.54347500000006,1097930.833327559,13987766.561044194,413.45425761000007
414.56457000000006,1097930.854767874,13987766.551664054,414.47494417200005
415.58566500000006,1097930.876208189,13987766.542283917,415.4956307340001
416.60676,1097930.897648504,13987766.53290378,416.516317296
417.627855,1097930.9190888188,13987766.523523642,417.53700385800005
418.64895,1097930.940529134,13987766.514143504,418.55769042000003
419.670045,1097930.966457992,13987766.51074809,419.57860500000004
420.69114,1097930.9959384252,13987766.51208811,420.59970000000004
421.712235,1097931.0254188583,13987766.51342813,421.62079500000004
422.73333,1097931.0548992914,13987766.51476815,422.64189000000005
423.754425,1097931.0843797245,13987766.516108168,423.66298500000005
424.77552000000003,1097931.1138601573,13987766.517448189,424.68408000000005
425.79661500000003,1097931.1433405904,13987766.518788207,425.70517500000005
426.81771000000003,1097931.172949252,13987766.521282284,426.72627000000006
427.83880500000004,1097931.2037697046,13987766.53468248,427.74736500000006
428.85990000000004,1097931.2345901574,13987766.548082676,428.76846000000006
429.88099500000004,1097931.2654106102,13987766.561482873,429.78955500000006
430.90209000000004,1097931.2962310628,13987766.57488307,430.81065000000007
431.92318500000005,1097931.3270515157,13987766.588283267,431.83174500000007
432.94428000000005,1097931.3578719683,13987766.601683464,432.85284000000007
433.96537500000005,1097931.3886924211,13987766.61508366,433.8739350000001
434.98647000000005,1097931.4118774014,13987766.630180629,434.8950300000001
436.00756500000006,1097931.4306376772,13987766.646260865,435.9161250000001
437.02866000000006,1097931.4493979528,13987766.662341101,436.9372200000001
438.04975500000006,1097931.4681582283,13987766.678421339,437.9583150000001
439.07085000000006,1097931.486918504,13987766.694501575,438.9794100000001
440.091945,1097931.5056787794,13987766.710581811,440.00050500000003
441.11304,1097931.5244390552,13987766.726662047,441.02160000000003
442.134135,1097931.5406855708,13987766.742285237,442.04269500000004
443.15523,1097931.54470563,13987766.755685434,443.06379000000004
444.176325,1097931.548725689,13987766.76908563,444.08488500000004
445.19742,1097931.552745748,13987766.782485826,445.10598000000005
446.218515,1097931.556765807,13987766.795886023,446.12707500000005
447.23961,1097931.560785866,13987766.80928622,447.14817000000005
448.26070500000003,1097931.5648059254,13987766.822686417,448.16926500000005
449.28180000000003,1097931.5688259844,13987766.836086614,449.19036000000006
450.30289500000003,1097931.57853813,13987766.838102637,450.21145500000006
451.32399000000004,1097931.590598307,13987766.835422598,451.23255000000006
452.34508500000004,1097931.6026584844,13987766.832742559,452.25364500000006
453.36618000000004,1097931.6147186614,13987766.83006252,453.27474000000007
454.38727500000005,1097931.6267788385,13987766.82738248,454.295835
455.40837000000005,1097931.6388390157,13987766.824702442,455.31693
456.42946500000005,1097931.6508991928,13987766.822022403,456.338025
457.45056000000005,1097931.6669051968,13987766.820328819,457.35912
458.47165500000006,1097931.6950456102,13987766.82166884,458.380215
459.49275000000006,1097931.7231860235,13987766.823008858,459.40131
460.51384500000006,1097931.751326437,13987766.824348878,460.422405
461.53494000000006,1097931.7794668505,13987766.825688899,461.44350000000003
462.55603500000007,1097931.8076072638,13987766.827028917,462.46459500000003
