MD_m,EASTING_m,NORTHING_m,TVD_m
1736.62995,334660.1579122183,4263458.679286657,1735.8485670521516
1737.651045,334660.321212153,4263458.531582469,1736.845553512684
1738.6721400000001,334660.48565040244,4263458.381832706,1737.8421325693946
1739.6932350000002,334660.6510841049,4263458.230354681,1738.838353347557
1740.71433,334660.8173717081,4263458.0774743715,1739.834264112923
1741.735425,334660.98437165964,4263457.92351775,1740.829913131244
1742.7565200000001,334661.1519424073,4263457.768810791,1741.8253486682718
1743.7776150000002,334661.31994239875,4263457.61367947,1742.8206189897578
1744.79871,334661.4882300818,4263457.458449763,1743.8157723614543
1745.819805,334661.6566834446,4263457.30341412,1744.8108533701939
1746.8409000000001,334661.8253149168,4263457.148634361,1745.8058812914069
1747.8619950000002,334661.99419349164,4263456.994075268,1746.8008647512522
1748.88309,334662.1633883587,4263456.839701284,1747.7958123388794
1749.904185,334662.3329687078,4263456.685476855,1748.7907326434386
1750.9252800000002,334662.5030037288,4263456.53136643,1749.7856342540813
1751.9463750000002,334662.67356261105,4263456.377334449,1750.7805257599562
1752.96747,334662.84471398225,4263456.223345234,1751.7754153835058
1753.988565,334663.01649838145,4263456.069356822,1752.770293028237
1755.0096600000002,334663.1889157805,4263455.915318182,1753.765122140236
1756.0307550000002,334663.3619629873,4263455.76117757,1754.7598641019204
1757.05185,334663.53563680925,4263455.606883246,1755.7544802957066
1758.0729450000001,334663.7099340542,4263455.452383468,1756.7489321040116
1759.0940400000002,334663.8848515299,4263455.297626498,1757.7431809092536
1760.115135,334664.06038604403,4263455.142560594,1758.737188093849
1761.13623,334664.23653859226,4263454.987142951,1759.730921359887
1762.1573250000001,334664.4133330101,4263454.831379518,1760.7243828739654
1763.1784200000002,334664.59080087993,4263454.675292775,1761.7175864934827
1764.199515,334664.76897379087,4263454.518905218,1762.7105460853134
1765.22061,334664.947883332,4263454.362239341,1763.7032755163311
1766.2417050000001,334665.12756109214,4263454.20531764,1764.6957886534096
1767.2628000000002,334665.30803866015,4263454.048162608,1765.688099363423
1768.283895,334665.48934851907,4263453.890795307,1766.6802210926471
1769.30499,334665.67155170406,4263453.7331909835,1767.672153850506
1770.3260850000001,334665.8547431101,4263453.575270542,1768.6638817117948
1771.3471800000002,334666.03901959764,4263453.416951742,1769.6553878266027
1772.368275,334666.22447802674,4263453.258152337,1770.646655345016
1773.38937,334666.41121525783,4263453.098790085,1771.6376674171236
1774.4104650000002,334666.5993281509,4263452.938782741,1772.6284071930122
1775.43156,334666.7889135662,4263452.778048062,1773.618857822769
1776.452655,334666.98007696535,4263452.61650942,1774.608993019158
1777.47375,334667.17296121485,4263452.45411462,1775.5987454543413
1778.4948450000002,334667.36771934654,4263452.290818104,1776.5880366470087
1779.5159400000002,334667.56450439285,4263452.126574313,1777.5767881156287
1780.537035,334667.7634693858,4263451.961337693,1778.5649213786694
1781.5581300000001,334667.96476735757,4263451.7950626835,1779.5523579545988
1782.5792250000002,334668.16855134047,4263451.627703728,1780.539019361885
1783.60032,334668.37497088325,4263451.459216284,1781.5248293512634
1784.621415,334668.58409891237,4263451.289578127,1782.5097607798489
1785.6425100000001,334668.7959336203,4263451.118788795,1783.4938344002535
1786.6636050000002,334669.0104700942,4263450.946848732,1784.4770729551326
1787.6847,334669.22770342167,4263450.773758384,1785.4594991871404
1788.705795,334669.4476286901,4263450.5995181985,1786.4411358389334
1789.7268900000001,334669.67024098674,4263450.424128618,1787.422005653167
1790.7479850000002,334669.8955354005,4263450.2475900855,1788.4021313711241
1791.76908,334670.1235245273,4263450.06990292,1789.3815205828166
1792.790175,334670.3542818017,4263449.891066991,1790.3601282247866
1793.8112700000001,334670.5878938659,4263449.711082071,1791.3378978031756
1794.8323650000002,334670.8244473621,4263449.529947935,1792.3147728241263
1795.85346,334671.06402893236,4263449.347664355,1793.2906967937793
1796.874555,334671.30672521895,4263449.164231107,1794.2656132182772
1797.8956500000002,334671.55262286385,4263448.97964796,1795.239465603761
1798.916745,334671.80181182805,4263448.793913251,1796.212197313258
1799.93784,334672.0544349291,4263448.607002357,1797.1837494304136
1800.958935,334672.31067737506,4263448.418872256,1798.1540612108522
1801.9800300000002,334672.5707255671,4263448.229479404,1799.1230718587374
1803.0011250000002,334672.83476590656,4263448.038780258,1800.0907205782316
1804.02222,334673.10298479465,4263447.846731273,1801.0569465734966
1805.0433150000001,334673.3755686326,4263447.653288907,1802.0216890486954
1806.0644100000002,334673.6527037137,4263447.458409671,1802.984887237064
1807.085505,334673.93449238624,4263447.262090789,1803.9465029499293
1808.1066,334674.2208029469,4263447.064443029,1804.9065609504162
1809.1276950000001,334674.5114632196,4263446.865596784,1805.8650968871161
1810.1487900000002,334674.80630102876,4263446.665682447,1806.822146408622
1811.169885,334675.1051441989,4263446.464830417,1807.7777451635268
1812.19098,334675.4078205542,4263446.263171086,1808.7319288004232
1813.2120750000001,334675.7141579193,4263446.060834851,1809.684732967905
1814.2331700000002,334676.0239806031,4263445.85795247,1810.6361982131784
1815.254265,334676.33707093564,4263445.654659058,1811.5864235875688
1816.27536,334676.65318362217,4263445.451092594,1812.5355466400626
1817.2964550000002,334676.972072883,4263445.247391109,1813.4837055959717
1818.3175500000002,334677.2934929385,4263445.043692633,1814.4310386806096
1819.338645,334677.61719800875,4263444.840135194,1815.3776841192882
1820.35974,334677.9429423141,4263444.636856823,1816.323780137321
1821.3808350000002,334678.27048045653,4263444.433995404,1817.269464708017
1822.40193,334678.59965147,4263444.2316561425,1818.2148200547965
1823.423025,334678.9304845282,4263444.029870661,1819.1598028539265
1824.44412,334679.2630348064,4263443.828660524,1820.1043526127942
1825.4652150000002,334679.5973574802,4263443.628047292,1821.0484088387877
1826.4863100000002,334679.933507725,4263443.428052528,1821.9919110392943
1827.507405,334680.27154071606,4263443.228697791,1822.9347987217006
1828.5285000000001,334680.6115116291,4263443.030004644,1823.8770113933954
1829.5495950000002,334680.95347945794,4263442.832001651,1824.8184935880386
1830.57069,334681.2975382546,4263442.634781664,1825.7592359853804
1831.591785,334681.64380092546,4263442.438472118,1826.6992540821986
1832.6128800000001,334681.9923805579,4263442.24320077,1827.6385636140917
1833.6339750000002,334682.3433902394,4263442.049095383,1828.5771803166576
1834.65507,334682.6969430576,4263441.856283719,1829.515119925496
1835.676165,334683.0531521,4263441.6648935415,1830.4523981762056
1836.6972600000001,334683.4121297047,4263441.475051873,1831.3890307437068
1837.7183550000002,334683.773914262,4263441.286813195,1832.3250273147007
1838.73945,334684.13840875786,4263441.10009914,1833.2603866110662
1839.760545,334684.5055017097,4263440.914817146,1834.1951061830218
1840.7816400000002,334684.87508163473,4263440.73087465,1835.1291835807829
1841.8027350000002,334685.2470370505,4263440.548179094,1836.0626163545676
1842.82383,334685.6212564742,4263440.366637915,1836.995402054592
1843.844925,334685.99762842315,4263440.186158552,1837.927538231074
1844.8660200000002,334686.3760456747,4263440.006646941,1838.8590221265956
1845.887115,334686.7564316011,4263439.827998258,1839.7898487743853
1846.90821,334687.1387229463,4263439.650102966,1840.7200122420293
1847.929305,334687.52285651054,4263439.472851513,1841.64950659306
1848.9504000000002,334687.90876909386,4263439.2961343415,1842.5783258910108
1849.9714950000002,334688.2963974966,4263439.119841899,1843.5064641994152
1850.99259,334688.6856785189,4263438.943864631,1844.4339155818059
1852.0136850000001,334689.07654917863,4263438.768093758,1845.3606743242717
1853.0347800000002,334689.4689584112,4263438.592463067,1846.2867468930906
1854.055875,334689.86287299235,4263438.416970053,1847.2121579884756
1855.07697,334690.2582611612,4263438.241617439,1848.1369338060772
1856.0980650000001,334690.6550911567,4263438.066407945,1849.0611005415456
1857.1191600000002,334691.0533312179,4263437.891344294,1849.984684390531
1858.140255,334691.45294958365,4263437.7164292075,1850.9077115486837
1859.16135,334691.8539144931,4263437.541665407,1851.8302082116536
1860.1824450000001,334692.25619947613,4263437.3670514645,1852.7521963142772
1861.2035400000002,334692.65980813507,4263437.192562365,1853.6736735741913
1862.224635,334693.0647546827,4263437.01816477,1854.5946291644836
1863.24573,334693.4710533436,4263436.843825333,1855.5150522485592
1864.2668250000002,334693.87871834263,4263436.669510704,1856.4349319898226
1865.2879200000002,334694.2877639045,4263436.495187541,1857.354257551678
1866.309015,334694.69820425386,4263436.320822492,1858.27301809753
1867.33011,334695.11005202896,4263436.146382609,1859.1912031394006
1868.3512050000002,334695.5232652729,4263435.971848661,1860.1088141853788
1869.3723,334695.9377349541,4263435.797218265,1861.0258674818353
1870.393395,334696.35334792524,4263435.622490077,1861.942380179503
1871.4144900000001,334696.7699910388,4263435.447662748,1862.8583694291137
1872.4355850000002,334697.18755114725,4263435.272734933,1863.7738523813991
1873.4566800000002,334697.6059151031,4263435.097705282,1864.688846187091
1874.477775,334698.02496975905,4263434.922572451,1865.6033679969212
1875.4988700000001,334698.44463125704,4263434.747328052,1866.517430422659
1876.5199650000002,334698.8649483882,4263434.571931836,1867.4310255196465
1877.54106,334699.286007477,4263434.396334523,1868.3441395266843
1878.562155,334699.7078948503,4263434.22048684,1869.25675868221
1879.5832500000001,334700.1306968349,4263434.044339511,1870.1688692246591
1880.6043450000002,334700.55449975806,4263433.867843263,1871.080457392471
1881.62544,334700.97938994644,4263433.690948821,1871.9915094240816
1882.646535,334701.4054535145,4263433.513607473,1872.9020108183026
1883.6676300000001,334701.83277159283,4263433.335783713,1873.8119297444796
1884.6887250000002,334702.2614202777,4263433.157455368,1874.7212168639333
1885.70982,334702.6914754422,4263432.978600864,1875.6298220626456
1886.730915,334703.1230129596,4263432.799198623,1876.5376952265974
1887.7520100000002,334703.5561087028,4263432.619227064,1877.4447862417696
1888.7731050000002,334703.99083854526,4263432.4386646105,1878.3510449941436
1889.7942,334704.42727835913,4263432.257489684,1879.256421369977
1890.815295,334704.8654831097,4263432.075693429,1880.160873406196
1891.8363900000002,334705.3054321176,4263431.893313018,1881.0643886293922
1892.857485,334705.7470876015,4263431.710396027,1881.966961233359
1893.87858,334706.19041178,4263431.526990035,1882.8685854118883
1894.8996750000001,334706.6353668716,4263431.343142617,1883.7692553587717
1895.9207700000002,334707.08191509516,4263431.1589013515,1884.6689652678028
1896.9418650000002,334707.5300186691,4263430.974313818,1885.5677093327731
1897.96296,334707.97964331787,4263430.789422247,1886.465481472546
1898.9840550000001,334708.43081377546,4263430.604178921,1887.36227097825
1900.0051500000002,334708.88360380597,4263430.418461384,1888.25806329591
1901.026245,334709.3380886618,4263430.232144904,1889.1528437548375
1902.04734,334709.79434359504,4263430.045104756,1890.0465976843436
1903.0684350000001,334710.25244385836,4263429.857216215,1890.93931041374
1904.0895300000002,334710.712464704,4263429.668354552,1891.8309672723378
1905.1106250000003,334711.1744813687,4263429.47839507,1892.721553578246
1906.13172,334711.63855225756,4263429.287243817,1893.6110427007552
1907.1528150000001,334712.10468696785,4263429.094896007,1894.499373359492
1908.1739100000002,334712.57288630033,4263428.901362923,1895.3864780291124
1909.195005,334713.0431510554,4263428.706655848,1896.272289184271
1910.2161,334713.51548203366,4263428.510786064,1897.1567392996228
1911.2371950000002,334713.9898800355,4263428.313764855,1898.0397608498236
1912.2582900000002,334714.46634586167,4263428.115603505,1898.9212863095286
1913.279385,334714.94488465565,4263427.916312413,1899.80125014003
1914.30048,334715.42555607826,4263427.715890879,1900.679611741332
1915.3215750000002,334715.9084569775,4263427.514330634,1901.5563475241881
1916.34267,334716.3936849176,4263427.311623262,1902.4314342272796
1917.363765,334716.8813374633,4263427.107760351,1903.304848589291
1918.3848600000001,334717.37151217903,4263426.902733484,1904.1765673489053
1919.4059550000002,334717.86430662946,4263426.696534247,1905.046567244805
1920.4270500000002,334718.3598182391,4263426.489154257,1905.9148250236785
1921.448145,334718.8581072863,4263426.280593502,1906.7813195570304
1922.4692400000001,334719.3591471562,4263426.070871566,1907.6460346867727
1923.4903350000002,334719.86289882817,4263425.860010822,1908.5089549644404
1924.51143,334720.36932328186,4263425.648033649,1909.3700649415682
1925.532525,334720.87838149647,4263425.434962423,1910.2293491696926
1926.5536200000001,334721.3900344516,4263425.220819519,1911.0867922003483
1927.5747150000002,334721.9042431266,4263425.0056273155,1911.94237858507
1928.5958100000003,334722.4209690952,4263424.7894072225,1912.7960963989974
1929.616905,334722.94017964375,4263424.572171389,1913.647967589009
1930.6380000000001,334723.46184524574,4263424.353926786,1914.498033000146
1931.6590950000002,334723.9859364094,4263424.1346803345,1915.3463336828145
1932.68019,334724.5124236426,4263423.914438949,1916.19291068742
1933.701285,334725.04127745394,4263423.693209551,1917.0378050643708
1934.7223800000002,334725.57246835134,4263423.4709990565,1917.8810578640723
1935.7434750000002,334726.1059669989,4263423.247814095,1918.7227097194636
1936.76457,334726.6417615106,4263423.023628947,1919.5627545520495
1937.785665,334727.1798731521,4263422.798356431,1920.401097539078
1938.8067600000002,334727.72032689705,4263422.571902492,1921.2376339321568
1939.827855,334728.263147719,4263422.34417308,1922.0722589828947
1940.84895,334728.8083605916,4263422.115074138,1922.9048679429
1941.8700450000001,334729.3559904883,4263421.884511612,1923.7353560637794
1942.8911400000002,334729.90606238286,4263421.6523914505,1924.5636185971416
1943.9122350000002,334730.458593248,4263421.418632627,1925.3895691376042
1944.93333,334731.01354005456,4263421.183251827,1926.2132588421482
1945.9544250000001,334731.57083253626,4263420.9463100955,1927.0348013134387
1946.9755200000002,334732.13040029036,4263420.707868696,1927.8543104660216
1947.996615,334732.69217291445,4263420.467988892,1928.6719002144423
1949.01771,334733.256080006,4263420.2267319495,1929.4876844732476
1950.0388050000001,334733.8220511625,4263419.9841591325,1930.3017771569835
1951.0599000000002,334734.3900158276,4263419.740330938,1931.1142914868346
1952.0809950000003,334734.9598941939,4263419.495261888,1931.9252989455663
1953.10209,334735.5315920968,4263419.248895135,1932.7348062426483
1954.1231850000001,334736.10501413466,4263419.001167684,1933.5428145064436
1955.1442800000002,334736.68006490584,4263418.752016544,1934.3493248653126
1956.165375,334737.2566490088,4263418.501378722,1935.154338447616
1957.18647,334737.83467104175,4263418.24919122,1935.9578563817154
1958.2075650000002,334738.4140356034,4263417.99539105,1936.7598797959731
1959.2286600000002,334738.99464458355,4263417.73991408,1937.560416021995
1960.249755,334739.5763838259,4263417.482689465,1938.3595091449945
1961.27085,334740.1591332864,4263417.223643886,1939.1572167355253
1962.2919450000002,334740.74277291197,4263416.962704026,1939.953596384673
1963.31304,334741.3271826497,4263416.699796566,1940.7487056835237
1964.334135,334741.91224244656,4263416.434848187,1941.5426022231636
1965.3552300000001,334742.4978322494,4263416.16778557,1942.3353435946779
1966.3763250000002,334743.0838353901,4263415.898535774,1943.1269851176974
1967.3974200000002,334743.6702609699,4263415.627039942,1943.9174977092557
1968.418515,334744.25727818423,4263415.353257138,1944.7067448488838
1969.4396100000001,334744.84506660403,4263415.077147586,1945.494583053415
1970.4607050000002,334745.4338057999,4263414.798671516,1946.280868839685
1971.4818,334746.02367534256,4263414.51778915,1947.065458724525
1972.502895,334746.6148548029,4263414.234460717,1947.8482092247714
1973.5239900000001,334747.2075237516,4263413.948646442,1948.6289768572574
1974.5450850000002,334747.8018513851,4263413.6603077,1949.4076181040884
1975.5661800000003,334748.39795796596,4263413.369411281,1950.1839892835637
1976.587275,334748.9959493426,4263413.075925569,1950.9579466657287
1977.6083700000001,334749.5959313613,4263412.77981895,1951.729346520625
1978.6294650000002,334750.1980098685,4263412.481059813,1952.498045118292
1979.65056,334750.8022907104,4263412.179616539,1953.2638987287696
1980.671655,334751.40887973335,4263411.875457517,1954.026763622098
1981.6927500000002,334752.0178793984,4263411.568553187,1954.7865006770562
1982.7138450000002,334752.6293075418,4263411.258925418,1955.5430859805506
1983.73494,334753.24309343786,4263410.946649898,1956.2966161874217
1984.756035,334753.8591621878,4263410.631804845,1957.0471936339072
1985.7771300000002,334754.4774388927,4263410.314468485,1957.7949206562432
1986.798225,334755.0978486538,4263409.994719038,1958.539899590667
1987.81932,334755.7203165721,4263409.672634725,1959.2822327734152
1988.8404150000001,334756.3447677491,4263409.34829377,1960.0220225407043
1989.8615100000002,334756.9711281026,4263409.02178864,1960.759368414377
1990.8826050000002,334757.5993266287,4263408.693265475,1961.4943593138605
1991.9037,334758.22929304757,4263408.362883049,1962.227081662321
1992.9247950000001,334758.8609570795,4263408.030800133,1962.9576218829247
1993.9458900000002,334759.494248445,4263407.697175505,1963.6860663988373
1994.966985,334760.1290968645,4263407.362167939,1964.4125016332248
1995.98808,334760.7654320582,4263407.025936206,1965.1370140092536
1997.0091750000001,334761.4031884308,4263406.688638045,1965.8596872250066
1998.0302700000002,334762.0423838141,4263406.350412682,1966.5805564421553
1999.0513650000003,334762.68310785224,4263406.011383402,1967.2996150435304
2000.07246,334763.3254525338,4263405.671672982,1968.016855047923
2001.0935550000002,334763.96950984746,4263405.331404191,1968.7322684741246
2002.1146500000002,334764.61537178204,4263404.990699802,1969.4458473409252
2003.135745,334765.26313032606,4263404.649682584,1970.157583667116
2004.15684,334765.9128774443,4263404.308475299,1970.867469483644
2005.1779350000002,334766.5646680929,4263403.967185753,1971.5755154732717
2006.1990300000002,334767.2184455887,4263403.625876638,1972.2817885843483
2007.220125,334767.8741322802,4263403.284602167,1972.9863663328515
2008.24122,334768.5316505162,4263402.943416562,1973.6893262347594
2009.2623150000002,334769.19092264544,4263402.602374037,1974.39074580605
2010.28341,334769.85187101667,4263402.261528809,1975.0907025627005
2011.304505,334770.51441797847,4263401.920935093,1975.789274020689
2012.3256000000001,334771.1784835303,4263401.5806546165,1976.486543949824
2013.3466950000002,334771.84395664645,4263401.2408482395,1977.1826787074767
2014.3677900000002,334772.51070436736,4263400.901746905,1977.8779030377152
2015.388885,334773.17859327164,4263400.56358304,1978.5724429150673
2016.4099800000001,334773.84748993715,4263400.226589063,1979.2665243140618
2017.4310750000002,334774.51726094243,4263399.890997402,1979.9603732092269
2018.45217,334775.1877728658,4263399.557040476,1980.6542155750913
2019.473265,334775.85889242607,4263399.224950616,1981.348277227168
2020.4943600000001,334776.5305318417,4263398.894929531,1982.042732532179
2021.5154550000002,334777.2027139124,4263398.567104519,1982.737630816547
2022.5365500000003,334777.8754779143,4263398.241591792,1983.4330027758724
2023.557645,334778.54886312323,4263397.918507556,1984.1288791057568
2024.5787400000002,334779.22290881554,4263397.597968023,1984.8252905018
2025.5998350000002,334779.89765426726,4263397.280089403,1985.5222676596031
2026.62093,334780.5731387544,4263396.964987904,1986.2198412747662
2027.642025,334781.24940302933,4263396.652765513,1986.9180326483947
2028.6631200000002,334781.9265027104,4263396.3433809485,1987.6167684695693
2029.6842150000002,334782.60450201976,4263396.036710024,1988.315920672836
2030.70531,334783.28346528404,4263395.732627535,1989.0153605251076
2031.726405,334783.9634568302,4263395.431008285,1989.7149592933006
2032.7475000000002,334784.6445409852,4263395.13172707,1990.4145882443293
2033.768595,334785.3267820759,4263394.834658693,1991.11411864511
2034.78969,334786.01024440746,4263394.539677798,1991.8134216477702
2035.8107850000001,334786.69498952135,4263394.246639637,1992.5123537313439
2036.8318800000002,334787.3810735096,4263393.955361215,1993.2107424458413
2037.8529750000002,334788.06855182676,4263393.665655062,1993.9084119564634
2038.87407,334788.7574799276,4263393.377333707,1994.605186428411
2039.8951650000001,334789.4479132665,4263393.090209682,1995.3008900268833
2040.9162600000002,334790.13990729814,4263392.804095516,1995.9953469170828
2041.937355,334790.8335174769,4263392.518803738,1996.6883812642077
2042.95845,334791.5287965828,4263392.234147394,1997.3798274185322
2043.9795450000001,334792.22577643977,4263391.949943543,1998.0695995239685
2045.0006400000002,334792.92447899387,4263391.666011139,1998.7576493365843
2046.0217350000003,334793.62492613366,4263391.382169146,1999.4439288332771
2047.04283,334794.3271397471,4263391.098236533,2000.1283899909463
2048.0639250000004,334795.0311417225,4263390.81403226,2000.81098478649
2049.08502,334795.7369539483,4263390.529375298,2001.491665196806
2050.106115,334796.4445986116,4263390.244085284,2002.1703823511791
2051.12721,334797.1541178054,4263389.958026827,2002.8470310119587
2052.148305,334797.8655856489,4263389.671136889,2003.5214152479164
2053.1694,334798.5790791584,4263389.383358971,2004.1933309242584
2054.1904950000003,334799.29467535025,4263389.094636578,2004.8625739061915
2055.21159,334800.0124512409,4263388.804913214,2005.528940058922
2056.232685,334800.73248384654,4263388.514132383,2006.192225247656
2057.25378,334801.4548501838,4263388.222237591,2006.8522253376009
2058.274875,334802.17964918836,4263387.9292070875,2007.5087421260532
2059.29597,334802.9071152138,4263387.635233823,2008.1616140579335
2060.317065,334803.6375342707,4263387.340592637,2008.8106935581288
2061.3381600000002,334804.3711924726,4263387.045558536,2009.455833079226
2062.3592550000003,334805.1083759323,4263386.750406525,2010.096885073807
2063.3803500000004,334805.84937076323,4263386.455411609,2010.7337019944566
2064.401445,334806.5944630785,4263386.160848792,2011.3661362937578
2065.42254,334807.3439357291,4263385.8669939935,2011.9940424031354
2066.443635,334808.0979403186,4263385.5741599575,2012.617354373187
2067.46473,334808.8564553422,4263385.282707991,2013.236111267393
2068.485825,334809.6194474599,4263384.993002725,2013.8503593291355
2069.5069200000003,334810.3868833311,4263384.705408786,2014.4601448017938
2070.5280150000003,334811.15872961585,4263384.420290805,2015.0655139287503
2071.54911,334811.9349529737,4263384.138013412,2015.6665129533844
2072.570205,334812.71552006446,4263383.858941236,2016.2631881190787
2073.5913,334813.5004051768,4263383.583381493,2016.8555684621738
2074.612395,334814.2896200825,4263383.31135935,2017.4435984789677
2075.63349,334815.0831880454,4263383.042813488,2018.0271967453782
