ARC_LENGTH,EASTING,NORTHING,TVD_m
89.85636000000001,1097907.413252174,13987766.260700466,89.8550787551584
90.87745500000001,1097907.41574959,13987766.263714137,90.87616710666776
91.89855000000001,1097907.4182566428,13987766.266517453,91.89725580783782
92.919645,1097907.4207861698,13987766.269099295,92.91834480579779
93.94074,1097907.4233510084,13987766.271448554,93.9394340476769
94.96183500000001,1097907.4259639953,13987766.273554109,94.96052348060435
95.98293000000001,1097907.4286379684,13987766.27540484,95.98161305170936
97.00402500000001,1097907.4313857646,13987766.276989644,97.00270270812113
98.02512000000002,1097907.434220221,13987766.278297393,98.0237923969689
99.046215,1097907.4371541743,13987766.279316975,99.04488206538181
100.06731,1097907.4402004622,13987766.280037276,100.06597166048809
101.08840500000001,1097907.4433699055,13987766.280450933,101.08706112445415
102.10950000000001,1097907.4466666775,13987766.280562932,102.1081503830836
103.13059500000001,1097907.4500935846,13987766.280380825,103.1292393588116
104.15169,1097907.4536534331,13987766.279912153,104.15032797407348
105.172785,1097907.4573490277,13987766.279164448,105.17141615130436
106.19388000000001,1097907.4611831747,13987766.27814527,106.19250381293956
107.21497500000001,1097907.4651586795,13987766.276862143,107.21359088141422
108.23607000000001,1097907.4692783486,13987766.27532262,108.23467727916358
109.25716500000001,1097907.473544987,13987766.273534238,109.25576292862287
110.27826,1097907.4779614,13987766.27150454,110.27684775222727
111.299355,1097907.482530394,13987766.269241063,111.29793167241205
112.32045000000001,1097907.4872547751,13987766.266751358,112.31901461161243
113.34154500000001,1097907.492137348,13987766.264042964,113.34009649226361
114.36264000000001,1097907.4971809194,13987766.261123419,114.36117723680078
115.38373500000002,1097907.5023882946,13987766.258000264,115.3822567676592
116.40483,1097907.5077622791,13987766.254681047,116.40333500727408
117.425925,1097907.5133056792,13987766.251173308,117.42441187808065
118.44702000000001,1097907.5190213,13987766.247484585,118.44548730251408
119.46811500000001,1097907.5249119478,13987766.243622426,119.46656120300968
120.48921000000001,1097907.5309804277,13987766.239594368,120.48763350200258
121.51030500000002,1097907.5372295459,13987766.235407948,121.50870412192803
122.5314,1097907.5436621082,13987766.231070722,122.52977298522127
123.55249500000001,1097907.5502809202,13987766.226590224,123.55084001431754
124.57359000000001,1097907.5570887877,13987766.221973993,124.57190513165197
125.59468500000001,1097907.564088306,13987766.217229905,125.59296826449173
126.61578000000002,1097907.5712786787,13987766.21237122,126.61402941822105
127.63687500000002,1097907.578656361,13987766.207415557,127.63508866148057
128.65797,1097907.5862177294,13987766.20238065,128.656146064729
129.679065,1097907.5939591606,13987766.197284246,129.6772016984253
130.70016,1097907.6018770307,13987766.192144083,130.6982556330282
131.721255,1097907.6099677167,13987766.186977908,131.71930793899662
132.74235000000002,1097907.6182275948,13987766.181803457,132.7403586867893
133.76344500000002,1097907.6266530415,13987766.176638475,133.7614079468651
134.78454000000002,1097907.6352404335,13987766.171500698,134.78245578968273
135.80563500000002,1097907.6439861471,13987766.166407881,135.8035022857012
136.82673,1097907.6528865588,13987766.16137775,136.8245475053792
137.847825,1097907.661938045,13987766.15642805,137.8455915191756
138.86892,1097907.6711369823,13987766.151576532,138.8666343975492
139.890015,1097907.6804797475,13987766.146840928,139.8876762109589
140.91111,1097907.689962717,13987766.142238986,140.90871702986345
141.932205,1097907.6995822666,13987766.137788437,141.92975692472166
142.9533,1097907.7093347737,13987766.133507036,142.9507959659924
143.97439500000002,1097907.719216614,13987766.129412513,143.97183422413443
144.99549000000002,1097907.729224165,13987766.125522623,144.99287176960664
146.01658500000002,1097907.7393538028,13987766.121855095,146.01390867286784
147.03768000000002,1097907.7496019031,13987766.118427673,147.03494500437682
148.05877500000003,1097907.7599648437,13987766.115258107,148.05598083459248
149.07987,1097907.7704389999,13987766.11236412,149.07701623397347
150.100965,1097907.7810207482,13987766.109763471,150.09805127297446
151.12206,1097907.7917053422,13987766.107468031,151.11908601559895
152.143155,1097907.8024846637,13987766.105472079,152.1401205064586
153.16425,1097907.8133499625,13987766.103766587,153.1611547865361
154.185345,1097907.8242924893,13987766.102342548,154.18218889681418
155.20644000000001,1097907.8353034945,13987766.101190928,155.20322287827548
156.22753500000002,1097907.8463742281,13987766.100302722,156.22425677190273
157.24863000000002,1097907.8574959408,13987766.099668903,157.24529061867858
158.26972500000002,1097907.8686598826,13987766.099280452,158.26632445958577
159.29082000000002,1097907.8798573045,13987766.099128356,159.28735833560708
160.31191500000003,1097907.8910794565,13987766.09920359,160.3083922877251
161.33301,1097907.9023175887,13987766.099497134,161.32942635692248
162.354105,1097907.9135629514,13987766.099999972,162.35046058418203
163.3752,1097907.9248067958,13987766.100703087,163.3714950104864
164.396295,1097907.9360403712,13987766.10159745,164.39252967681827
165.41739,1097907.9472549285,13987766.102674056,165.41356462416036
166.43848500000001,1097907.9584417182,13987766.103923878,166.4345998934954
167.45958000000002,1097907.9695919903,13987766.105337894,167.45563552580603
168.48067500000002,1097907.980696995,13987766.106907085,168.47667156207493
169.50177000000002,1097907.9917479835,13987766.108622435,169.4977080432849
170.52286500000002,1097908.0027362052,13987766.11047493,170.5187450104185
171.54396000000003,1097908.0136529112,13987766.112455543,171.53978250445857
172.565055,1097908.0244893508,13987766.114555253,172.56082056638763
173.58615,1097908.0352367759,13987766.116765048,173.58185923718855
174.607245,1097908.0458864355,13987766.119075904,174.60289855784396
175.62834,1097908.056429829,13987766.12147907,175.6239385683959
176.649435,1097908.0668620106,13987766.123969559,176.6449792954105
177.67053,1097908.0771806955,13987766.12654523,177.66602075537898
178.69162500000002,1097908.0873836607,13987766.12920398,178.68706296454968
179.71272000000002,1097908.0974686854,13987766.131943742,179.70810593917125
180.73381500000002,1097908.107433546,13987766.134762414,180.72914969549208
181.75491000000002,1097908.1172760222,13987766.137657918,181.7501942497607
182.77600500000003,1097908.126993891,13987766.140628165,182.77123961822568
183.79710000000003,1097908.1365849308,13987766.143671073,183.7922858171354
184.818195,1097908.1460469197,13987766.146784548,184.8133328627384
185.83929,1097908.1553776357,13987766.149966512,185.83438077128335
186.860385,1097908.1645748566,13987766.153214872,186.85542955901852
187.88148,1097908.173636361,13987766.156527545,187.87647924219254
188.902575,1097908.1825599265,13987766.159902448,188.89752983705395
189.92367000000002,1097908.1913433308,13987766.16333749,189.91858135985112
190.94476500000002,1097908.199984353,13987766.166830586,190.93963382683268
191.96586000000002,1097908.20848077,13987766.17037965,191.96068725424706
192.98695500000002,1097908.2168303607,13987766.173982598,192.98174165834283
194.00805000000003,1097908.2250309028,13987766.17763734,194.0027970553684
195.02914500000003,1097908.2330801743,13987766.181341795,195.0238534615724
196.05024000000003,1097908.2409759532,13987766.18509387,196.04491089320322
197.071335,1097908.2487160177,13987766.188891482,197.0659693665094
198.09243,1097908.256298146,13987766.192732548,198.08702889773946
199.113525,1097908.2637201156,13987766.196614979,199.10808950314188
200.13462,1097908.2709797067,13987766.200536689,200.12915119895402
201.15571500000001,1097908.2780755316,13987766.204494346,201.15021399494512
202.17681000000002,1097908.2850084316,13987766.208481308,202.17127788358823
203.19790500000002,1097908.2917796164,13987766.212490385,203.19234285449608
204.21900000000002,1097908.2983902965,13987766.216514384,204.2134088972812
205.24009500000003,1097908.3048416805,13987766.220546117,205.2344760015562
206.26119000000003,1097908.3111349798,13987766.224578392,206.2555441569339
207.28228500000003,1097908.3172714028,13987766.228604015,207.27661335302668
208.30338,1097908.32325216,13987766.232615793,208.29768357944727
209.324475,1097908.3290784606,13987766.236606538,209.31875482580827
210.34557,1097908.3347515154,13987766.240569063,210.3398270817224
211.366665,1097908.3402725332,13987766.244496167,211.36090033680222
212.38776000000001,1097908.3456427245,13987766.248380665,212.38197458066034
213.40885500000002,1097908.3508632986,13987766.252215363,213.40304980290938
214.42995000000002,1097908.3559354653,13987766.255993074,214.424125993162
215.45104500000002,1097908.360860435,13987766.2597066,215.44520314103076
216.47214000000002,1097908.3656394172,13987766.263348756,216.46628123612845
217.49323500000003,1097908.3702736213,13987766.266912347,217.48736026806748
218.51433000000003,1097908.3747642576,13987766.27039018,218.50844022646064
219.53542500000003,1097908.3791125356,13987766.27377507,219.5295211009205
220.55652,1097908.3833196652,13987766.27705982,220.5506028810596
221.577615,1097908.3873868564,13987766.28023724,221.5716855564907
222.59871,1097908.3913153184,13987766.283300137,222.59276911682633
223.619805,1097908.3951062616,13987766.286241323,223.6138535516792
224.64090000000002,1097908.3987608962,13987766.28905361,224.63493885066197
225.66199500000002,1097908.4022808229,13987766.291730044,225.65602500120076
226.68309000000002,1097908.405672449,13987766.294266723,226.67711196393088
227.70418500000002,1097908.408945401,13987766.296661757,227.6981996815267
228.72528000000003,1097908.4121093669,13987766.298913307,228.71928809633135
229.74637500000003,1097908.4151740326,13987766.301019527,229.74037715068792
230.76747000000003,1097908.4181490848,13987766.30297858,230.7614667869396
231.788565,1097908.4210442116,13987766.304788625,231.78255694742953
232.80966,1097908.423869098,13987766.306447806,232.80364757450076
233.830755,1097908.426633432,13987766.307954289,233.82473861049652
234.85185,1097908.4293468997,13987766.30930623,234.84582999775992
235.87294500000002,1097908.4320191885,13987766.310501786,235.86692167863404
236.89404000000002,1097908.434659985,13987766.31153911,236.88801359546207
237.91513500000002,1097908.4372789755,13987766.312416364,237.90910569058713
238.93623000000002,1097908.439885847,13987766.313131703,238.93019790635233
239.95732500000003,1097908.442490287,13987766.313683284,239.95129018510085
240.97842000000003,1097908.4451019815,13987766.314069264,240.97238246917578
241.99951500000003,1097908.4477306174,13987766.314287798,241.9934747009203
243.02061000000003,1097908.4503858818,13987766.314337045,243.01456682267747
244.041705,1097908.453077461,13987766.31421516,244.03565877679046
245.0628,1097908.4558150426,13987766.313920306,245.05675050560248
246.083895,1097908.4586083125,13987766.31345063,246.07784195145655
247.10499000000002,1097908.4614669578,13987766.312804297,247.09893305669584
248.12608500000002,1097908.4644006656,13987766.311979461,248.12002376366354
249.14718000000002,1097908.4674191223,13987766.310974278,249.1411140147027
250.16827500000002,1097908.4705320082,13987766.30978691,250.16220375219007
251.18937000000003,1097908.4737466988,13987766.308417689,251.18329292952663
252.21046500000003,1097908.4770649567,13987766.306872208,252.2043815269861
253.23156000000003,1097908.4804877045,13987766.305156859,253.22546952885946
254.25265500000003,1097908.4840158643,13987766.303278023,254.24655691943732
255.27375000000004,1097908.4876503595,13987766.301242096,255.26764368301076
256.294845,1097908.4913921123,13987766.29905546,256.2887298038704
257.31594,1097908.4952420453,13987766.296724506,257.3098152663073
258.337035,1097908.4992010808,13987766.294255614,258.33090005461213
259.35813,1097908.5032701418,13987766.291655177,259.3519841530757
260.379225,1097908.507450151,13987766.288929585,260.373067545989
261.40032,1097908.5117420307,13987766.286085216,261.39415021764273
262.421415,1097908.5161467036,13987766.283128465,262.4152321523277
263.44251,1097908.5206650924,13987766.280065717,263.4363133343349
264.46360500000003,1097908.5252981195,13987766.27690336,264.4573937479551
265.48470000000003,1097908.5300467077,13987766.273647776,265.478473377479
266.50579500000003,1097908.5349117797,13987766.270305358,266.49955220719767
267.52689000000004,1097908.5398942577,13987766.266882492,267.52063022140186
268.54798500000004,1097908.5449950646,13987766.263385566,268.54170740438224
269.56908000000004,1097908.550215123,13987766.25982097,269.5627837404299
270.59017500000004,1097908.5555553557,13987766.256195089,270.5838592138355
271.61127000000005,1097908.5610166844,13987766.252514299,271.60493380888994
272.63236500000005,1097908.5666000328,13987766.248785002,272.62600750988406
273.65346,1097908.572306323,13987766.245013583,273.6470803011086
274.674555,1097908.5781364779,13987766.241206422,274.6681521668545
275.69565,1097908.5840913109,13987766.237369621,275.68922309270806
276.716745,1097908.5901704475,13987766.233506013,276.71029307836534
277.73784,1097908.596372784,13987766.229616456,277.7313621321944
278.758935,1097908.6026972064,13987766.225701772,278.7524302626896
279.78003,1097908.6091425994,13987766.221762786,279.7734974783451
280.801125,1097908.615707849,13987766.217800321,280.7945637876556
281.82222,1097908.6223918393,13987766.213815195,281.81562919911516
282.843315,1097908.629193457,13987766.209808236,282.8366937212182
283.86441,1097908.6361115868,13987766.205780268,283.8577573624591
284.885505,1097908.6431451146,13987766.201732112,284.8788201313322
285.9066,1097908.6502929258,13987766.197664596,285.89988203633175
286.927695,1097908.6575539052,13987766.193578534,286.9209430859523
287.94879000000003,1097908.6649269387,13987766.189474758,287.94200328868794
288.96988500000003,1097908.6724109114,13987766.185354084,288.9630626530332
289.99098000000004,1097908.6800047087,13987766.181217339,289.9841211874823
291.01207500000004,1097908.6877072165,13987766.17706535,291.00517890052976
292.03317000000004,1097908.6955173193,13987766.17289893,292.0262358006697
293.05426500000004,1097908.7034339032,13987766.168718914,293.0472918963967
294.07536000000005,1097908.7114558537,13987766.164526118,294.06834719620485
295.09645500000005,1097908.7195820555,13987766.160321368,295.08940170858875
296.11755000000005,1097908.7278113947,13987766.156105485,296.11045544204256
297.138645,1097908.7361427557,13987766.151879288,297.1315084050606
298.15974,1097908.744575025,13987766.14764361,298.1525606061374
299.180835,1097908.7531070877,13987766.143399268,299.1736120537672
300.20193,1097908.761737835,13987766.139147097,300.19466275637774
301.223025,1097908.770467474,13987766.13488958,301.2157127083531
302.24412,1097908.7792991425,13987766.130632889,302.2367618727833
303.265215,1097908.7882363743,13987766.126383696,303.25781020852975
304.28631,1097908.797282703,13987766.122148676,304.27885767445434
305.307405,1097908.8064416624,13987766.117934495,305.29990422941853
306.3285,1097908.8157167865,13987766.113747828,306.32094983228393
307.349595,1097908.8251116083,13987766.109595342,307.3419944419121
308.37069,1097908.8346296623,13987766.105483713,308.3630380171649
309.391785,1097908.8442744815,13987766.101419609,309.3840805169037
310.41288000000003,1097908.8540496004,13987766.097409703,310.40512189999026
311.43397500000003,1097908.8639585522,13987766.093460666,311.4261621252862
312.45507000000003,1097908.8740048711,13987766.089579172,312.447201151653
313.47616500000004,1097908.8841920905,13987766.085771885,313.4682389379524
314.49726000000004,1097908.8945237435,13987766.082045479,314.489275443046
315.51835500000004,1097908.9050033654,13987766.078406634,315.51031062579546
316.53945000000004,1097908.9156344885,13987766.074862009,316.53134444506225
317.56054500000005,1097908.9264206474,13987766.07141828,317.55237685970815
318.58164000000005,1097908.9373653752,13987766.068082122,318.5734078285948
319.60273500000005,1097908.948472206,13987766.064860197,319.59443731058354
320.62383000000005,1097908.9597446737,13987766.061759187,320.6154652645363
321.644925,1097908.9711863114,13987766.058785757,321.6364916493145
322.66602,1097908.9828006537,13987766.055946581,322.65751642377995
323.687115,1097908.9945912333,13987766.053248325,323.67853954679407
324.70821,1097909.006561585,13987766.05069767,324.69956097721865
325.729305,1097909.0187144803,13987766.048300933,325.72058068086676
326.7504,1097909.0310452448,13987766.046061134,326.7415986915488
327.771495,1097909.0435449898,13987766.043979391,327.76261508153885
328.79259,1097909.05620478,13987766.042056808,328.7836299235476
329.813685,1097909.0690156792,13987766.040294483,329.8046432902856
330.83478,1097909.0819687522,13987766.038693525,330.8256552544637
331.855875,1097909.0950550628,13987766.037255034,331.8466658887926
332.87697000000003,1097909.1082656751,13987766.035980111,332.86767526598294
333.89806500000003,1097909.1215916537,13987766.034869859,333.8886834587455
334.91916000000003,1097909.1350240626,13987766.033925382,334.90969053979086
335.94025500000004,1097909.1485539658,13987766.033147784,335.9306965818299
336.96135000000004,1097909.1621724283,13987766.032538168,336.9517016575732
337.98244500000004,1097909.1758705133,13987766.032097632,337.97270583973153
339.00354000000004,1097909.189639286,13987766.031827286,338.9937092010156
340.02463500000005,1097909.2034698096,13987766.03172823,340.01471181413604
341.04573000000005,1097909.217353149,13987766.03180156,341.0357137518036
342.06682500000005,1097909.231280368,13987766.03204839,342.056715086729
343.08792000000005,1097909.2452425314,13987766.032469815,343.0777158916229
344.10901500000006,1097909.2592307029,13987766.03306694,344.09871623919605
345.13011,1097909.273235947,13987766.033840865,345.1197162021591
346.151205,1097909.2872493274,13987766.034792697,346.1407158532229
347.1723,1097909.3012619093,13987766.035923544,347.16171526509805
348.193395,1097909.3152647559,13987766.037234494,348.1827145104952
349.21449,1097909.329248932,13987766.038726658,349.2037136621252
350.235585,1097909.3432055102,13987766.040401123,350.2247127926845
351.25668,1097909.3571268818,13987766.042256527,351.24571197277834
352.277775,1097909.3710081428,13987766.044286497,352.2667112687179
353.29887,1097909.3848447201,13987766.046484025,353.28771074628656
354.319965,1097909.3986320435,13987766.048842125,354.3087104712685
355.34106,1097909.4123655402,13987766.051353797,355.3297105094471
356.36215500000003,1097909.4260406385,13987766.054012045,356.3507109266066
357.38325000000003,1097909.4396527663,13987766.056809867,357.3717117885303
358.40434500000003,1097909.4531973521,13987766.059740275,358.39271316100235
359.42544000000004,1097909.4666698235,13987766.062796265,359.41371510980616
360.44653500000004,1097909.4800656096,13987766.06597085,360.4347177007259
361.46763000000004,1097909.4933801373,13987766.069257023,361.45572099954506
362.48872500000004,1097909.506608836,13987766.072647795,362.47672507204754
363.50982000000005,1097909.5197471322,13987766.076136163,363.497729984017
364.53091500000005,1097909.5327904553,13987766.079715136,364.51873580123726
365.55201000000005,1097909.5457342332,13987766.083377719,365.5397425894921
366.57310500000006,1097909.558573894,13987766.087116908,366.5607504145654
367.59420000000006,1097909.5713048654,13987766.090925714,367.58175934224073
368.615295,1097909.5839225762,13987766.094797138,368.602769438302
369.63639,1097909.5964224539,13987766.09872418,369.623780768533
370.657485,1097909.6087999267,13987766.10269985,370.6447933987174
371.67858,1097909.6210504232,13987766.106717147,371.665807394639
372.699675,1097909.6331693712,13987766.110769074,372.68682282208164
373.72077,1097909.6451521986,13987766.114848636,373.707839746829
374.741865,1097909.656994334,13987766.118948841,374.7288582346649
375.76296,1097909.6686917052,13987766.123062767,375.7498783451182
376.784055,1097909.6802446747,13987766.127184222,376.7709000822151
377.80515,1097909.6916559266,13987766.131307393,377.7919234209492
378.82624500000003,1097909.7029281636,13987766.135426465,378.8129483360599
379.84734000000003,1097909.7140640889,13987766.13953562,379.8339748022862
380.86843500000003,1097909.7250664062,13987766.143629054,380.85500279436775
381.88953000000004,1097909.7359378191,13987766.147700947,381.8760322870439
382.91062500000004,1097909.7466810304,13987766.151745493,382.897063255054
383.93172000000004,1097909.7572987438,13987766.155756874,383.9180956731374
384.95281500000004,1097909.7677936624,13987766.159729276,384.9391295160334
385.97391000000005,1097909.7781684902,13987766.163656889,385.9601647584814
386.99500500000005,1097909.7884259294,13987766.167533899,386.9812013752209
388.01610000000005,1097909.7985686844,13987766.171354488,388.00223934099114
389.03719500000005,1097909.8085994585,13987766.175112853,389.02327863053154
390.05829000000006,1097909.8185209546,13987766.178803172,390.0443192185814
391.07938500000006,1097909.8283358759,13987766.182419637,391.0653610798801
392.10048000000006,1097909.8380469263,13987766.185956437,392.08640418916724
393.121575,1097909.8476568093,13987766.189407758,393.1074485211819
394.14267,1097909.8571682274,13987766.192767778,394.1284940506634
395.163765,1097909.866583885,13987766.196030695,395.14954075235147
396.18486,1097909.8759064847,13987766.19919069,396.1705886009852
397.205955,1097909.8851387298,13987766.20224195,397.19163757130394
398.22705,1097909.8942833242,13987766.205178667,398.2126876380472
399.248145,1097909.903342971,13987766.207995022,399.2337387759543
400.26924,1097909.912320372,13987766.210685233,400.25479095973805
401.290335,1097909.9212179887,13987766.21324589,401.2758441611624
402.31143000000003,1097909.9300378338,13987766.21567813,402.29689834641016
403.33252500000003,1097909.9387818677,13987766.217983585,403.3179534810421
404.35362000000003,1097909.9474520527,13987766.220163895,404.3390095306195
405.37471500000004,1097909.9560503494,13987766.222220693,405.3600664607032
406.39581000000004,1097909.964578719,13987766.22415561,406.38112423685413
407.41690500000004,1097909.9730391232,13987766.225970287,407.4021828246333
408.43800000000005,1097909.9814335231,13987766.22766636,408.4232421896018
409.45909500000005,1097909.9897638804,13987766.229245463,409.4443022973205
410.48019000000005,1097909.9980321554,13987766.230709225,410.4653631133505
411.50128500000005,1097910.0062403104,13987766.232059289,411.4864246032528
412.52238000000006,1097910.014390306,13987766.233297287,412.5074867325883
413.54347500000006,1097910.0224841037,13987766.234424856,413.52854946691804
414.56457000000006,1097910.0305236652,13987766.235443631,414.5496127718031
415.58566500000006,1097910.0385109514,13987766.23635525,415.5706766128044
416.60676,1097910.0464479232,13987766.237161338,416.5917409554827
417.627855,1097910.0543365427,13987766.237863544,417.61280576539934
418.64895,1097910.0621787708,13987766.238463495,418.6338710081152
419.670045,1097910.069976569,13987766.23896283,419.6549366491913
420.69114,1097910.0777318978,13987766.239363177,420.6760026541885
421.712235,1097910.0854467195,13987766.239666179,421.69706898866787
422.73333,1097910.0931229948,13987766.23987347,422.7181356181905
423.754425,1097910.1007626853,13987766.239986686,423.73920250831736
424.77552000000003,1097910.108367752,13987766.240007456,424.7602696246092
425.79661500000003,1097910.1159401312,13987766.239937233,425.7813369340184
426.81771000000003,1097910.1234815656,13987766.239775972,426.8024044142951
427.83880500000004,1097910.130993706,13987766.239522943,427.823472048239
428.85990000000004,1097910.138478204,13987766.239177411,428.844539818679
429.88099500000004,1097910.1459367098,13987766.238738643,429.86560770844335
430.90209000000004,1097910.1533708754,13987766.238205895,430.88667570036085
431.92318500000005,1097910.1607823507,13987766.237578439,431.90774377726
432.94428000000005,1097910.1681727876,13987766.236855535,432.92881192196927
433.96537500000005,1097910.1755438363,13987766.236036444,433.9498801173173
434.98647000000005,1097910.182897148,13987766.235120442,434.97094834613273
436.00756500000006,1097910.190234374,13987766.23410678,435.99201659124407
437.02866000000006,1097910.1975571646,13987766.232994724,437.0130848354796
438.04975500000006,1097910.2048671711,13987766.231783543,438.03415306166835
439.07085000000006,1097910.2121660449,13987766.230472503,439.05522125263866
440.091945,1097910.2194554363,13987766.229060864,440.0762893912192
441.11304,1097910.226736997,13987766.22754789,441.0973574602383
442.134135,1097910.2340123767,13987766.22593284,442.11842544252477
443.15523,1097910.2412832277,13987766.22421499,443.13949332090704
444.176325,1097910.2485512004,13987766.222393595,444.16056107821373
445.19742,1097910.2558179456,13987766.220467921,445.1816286972735
446.218515,1097910.2630851143,13987766.218437236,446.2026961609148
447.23961,1097910.2703543575,13987766.216300799,447.22376345196614
448.26070500000003,1097910.2776273268,13987766.214057878,448.24483055325624
449.28180000000003,1097910.284905672,13987766.21170773,449.26589744761344
450.30289500000003,1097910.2921910733,13987766.20924964,450.2869641175808
451.32399000000004,1097910.299487359,13987766.206683585,451.30803052369487
