ARC_LENGTH_m,MD_m,EASTING,NORTHING,TVD_m
0.0,0.0,1097907.09,13987765.96,0.0
1.021095,1.0211668818688586,1097907.0863085084,13987765.959659616,1.0211671915231577
2.04219,2.0423055367628273,1097907.0853058835,13987765.960775498,2.042306022654951
3.0632850000000005,3.0634165599667025,1097907.0868260502,13987765.963288944,3.0634171093228613
4.08438,4.0845005467652795,1097907.0907029358,13987765.96714128,4.084501067454367
5.105475,5.105558092443357,1097907.0967704668,13987765.972273827,5.10555851297695
6.126570000000001,6.1265897922857295,1097907.104862569,13987765.97862789,6.12659006181809
7.147665000000001,7.147596241577193,1097907.1148131688,13987765.986144792,7.14759632990527
8.16876,8.168578035602545,1097907.1264561927,13987765.99476585,8.168577933165968
9.189855000000001,9.189535769646584,1097907.1396255675,13987766.004432375,9.189535487527667
10.21095,10.210470038994101,1097907.154155219,13987766.015085684,10.210469608917844
11.232045000000001,11.2313814389299,1097907.1698790735,13987766.026667096,11.231380913263985
12.253140000000002,12.252270564738769,1097907.1866310579,13987766.039117923,12.252270016493565
13.274235000000001,13.27313801170551,1097907.204245098,13987766.052379481,13.273137534534065
14.295330000000002,14.293984375114919,1097907.2225551202,13987766.06639309,14.29398408331297
15.316425,15.314810250756764,1097907.241395041,13987766.081100058,15.314810279254612
16.33752,16.335617818662577,1097907.2605662455,13987766.096425042,16.335618297539558
17.358615,17.35641435107467,1097907.2797655575,13987766.112239186,17.356415323641347
18.379710000000003,18.377208141336986,1097907.2986688323,13987766.128402881,18.377209547708805
19.400805000000002,19.398007482793478,1097907.3169519268,13987766.14477654,19.398009159890766
20.4219,20.4188206687881,1097907.3342906972,13987766.161220567,20.418822350336054
21.442995000000003,21.4396559926648,1097907.3503609996,13987766.177595366,21.439657309193503
22.464090000000002,22.460521747767515,1097907.36483869,13987766.193761332,22.46052222661193
23.485185,23.481425670814,1097907.377428842,13987766.209569374,23.481424754736057
24.506280000000004,24.502367449990583,1097907.3882589869,13987766.224732853,24.50236476644506
25.527375000000003,25.523340717982517,1097907.3977745022,13987766.238861684,25.52333628170556
26.548470000000002,26.54433895959781,1097907.4064285287,13987766.251563245,26.54433317755418
27.569565,27.56535565964444,1097907.4146742066,13987766.262444926,27.565349331027534
28.590660000000003,28.58638430293039,1097907.4229646756,13987766.27111411,28.58637861916224
29.611755000000002,29.60741837426364,1097907.4317530764,13987766.277178174,29.607414918994902
30.63285,30.62845135794391,1097907.4414923666,13987766.280244838,30.628452106102177
31.653945000000004,31.649476491812248,1097907.4525474703,13987766.280085577,31.649483348121468
32.67504,32.670486371693116,1097907.4650539784,13987766.276898377,32.67049996853217
33.696135000000005,33.69147349019526,1097907.4791106156,13987766.270949835,33.691492994332
34.71723,34.71243033992734,1097907.494816104,13987766.262506515,34.71245345251864
35.738325,35.73334941349809,1097907.5122691675,13987766.251834996,35.73337237008981
36.759420000000006,36.75422320351624,1097907.5315685289,13987766.239201862,36.754240774043204
37.780515,37.77504420259047,1097907.5528129118,13987766.224873688,37.7750496913765
38.801610000000004,38.79580544143915,1097907.5760890816,13987766.209136,38.7957910531952
39.822705000000006,39.816505877792935,1097907.6013520898,13987766.192482997,39.8164667489063
40.8438,40.837148142838764,1097907.6284753568,13987766.17553823,40.83708483989405
41.864895000000004,41.85773492257121,1097907.6573310834,13987766.158927174,41.85765347962794
42.88599000000001,42.878268902984765,1097907.6877914707,13987766.143275294,42.87818082157746
43.907085,43.898752770073955,1097907.7197287204,13987766.12920807,43.8986750192121
44.928180000000005,44.919189209833334,1097907.7530150334,13987766.117350973,44.91914422600137
45.94927500000001,45.939580945541174,1097907.7875223118,13987766.108327908,45.93959658973244
46.97037,46.959937264927845,1097907.8230696816,13987766.102486882,46.96003925772358
47.991465000000005,47.980281492996944,1097907.8593634164,13987766.099585919,47.98047723791341
49.01256000000001,49.00063876316809,1097907.8960952517,13987766.09930704,49.000915262625185
50.033655,50.021034208860875,1097907.932956921,13987766.101332251,50.021358064182074
51.054750000000006,51.04149296349495,1097907.9696401595,13987766.10534358,51.04181037490735
52.075845,52.06204016048993,1097908.0058367017,13987766.111023039,52.0622769271242
53.096940000000004,53.082700933265464,1097908.041238283,13987766.118052652,53.082762453155894
54.118035000000006,54.10349654865086,1097908.0755526612,13987766.126131477,54.10327148665912
55.13913,55.12441438637677,1097908.1086280323,13987766.135108035,55.123806820162024
56.160225000000004,56.14542427847368,1097908.1403853118,13987766.14490821,56.14437034458699
57.18132000000001,57.16649590895561,1097908.1707460298,13987766.15545855,57.16496394325125
58.202415,58.18759896183657,1097908.1996317173,13987766.166685607,58.185589499472066
59.223510000000005,59.20870312113056,1097908.2269639033,13987766.178515928,59.20624889656669
60.24460500000001,60.22977807085162,1097908.2526641185,13987766.190876057,60.226944017852404
61.2657,61.25079368573693,1097908.2766543585,13987766.203691844,61.247676734783255
62.286795000000005,62.27173658552672,1097908.2988975213,13987766.21682814,62.26844787725989
63.30789000000001,63.29262296387287,1097908.3194287426,13987766.230042038,63.2892564356603
64.328985,64.31347203413623,1097908.3382905347,13987766.243079638,64.31010121253398
65.35008,65.33430300967763,1097908.3555254086,13987766.255687032,65.33098101043046
66.37117500000001,66.35513510385793,1097908.371175877,13987766.267610325,66.35189463189928
67.39227000000001,67.375987530038,1097908.3852844513,13987766.278595602,67.37284087948993
68.413365,68.39687950157862,1097908.397893644,13987766.288388966,68.39381855575192
69.43446,69.41782734375178,1097908.40907355,13987766.296753902,69.41482595833959
70.455555,70.43882739639179,1097908.4190851415,13987766.303574221,70.43585789105646
71.47665,71.45986754737633,1097908.4282701141,13987766.308784615,71.45690768013644
72.49774500000001,72.48093565442547,1097908.4369704502,13987766.312319964,72.47796864654129
73.51884000000001,73.50201957525938,1097908.4455281338,13987766.314115152,73.49903411123282
74.539935,74.52310716759813,1097908.4542851471,13987766.31410505,74.52009739517275
75.56103,75.54418628916181,1097908.4635834736,13987766.312224543,75.54115181932292
76.582125,76.56524488741763,1097908.473762735,13987766.308410723,76.56219074174739
77.60322000000001,77.58627545805363,1097908.4850428791,13987766.302713081,77.58320940078958
78.62431500000001,78.6072771034164,1097908.4974700157,13987766.295344356,78.60420576605071
79.64541000000001,79.62824944536048,1097908.511076587,13987766.286530145,79.62517802190169
80.666505,80.64919210574031,1097908.5258950344,13987766.276496023,80.64612435271336
81.6876,81.67010470641041,1097908.5419577993,13987766.265467579,81.66704294285665
82.708695,82.69098686922524,1097908.5592973228,13987766.253670396,82.68793197670242
83.72979000000001,83.7118382160393,1097908.5779460466,13987766.241330057,83.70878963862152
84.75088500000001,84.73265849672363,1097908.5979278595,13987766.22864874,84.72961444645568
85.77198000000001,85.75344816627351,1097908.6192195443,13987766.215699706,85.7504067548261
86.793075,86.77420792115707,1097908.6417817506,13987766.202512048,86.77116754736757
87.81417,87.79493845805567,1097908.6655751157,13987766.189114833,87.79189780827
88.835265,88.81564047365052,1097908.6905602745,13987766.17553713,88.81259852172325
89.85636000000001,89.83631466462292,1097908.7166978638,13987766.161807992,89.83327067191715
90.87745500000001,90.85696172765414,1097908.7439485188,13987766.147956485,90.85391524304158
91.89855000000001,91.87758228418825,1097908.7722750257,13987766.134014385,91.87453314404085
92.919645,92.89817447241735,1097908.8017110892,13987766.120102802,92.89512280033041
93.94074,93.91873343918245,1097908.8323758459,13987766.106450455,93.91567964564116
94.96183500000001,94.93925415336238,1097908.8643935164,13987766.093292486,94.93619893572208
95.98293000000001,95.959731583836,1097908.8978883207,13987766.080864025,95.956675926322
97.00402500000001,96.9801606994821,1097908.9329844774,13987766.0694002,96.97710587318987
98.02512000000002,98.00053646917951,1097908.9698062069,13987766.059136145,97.99748403207457
99.046215,99.02085386180703,1097909.0084777286,13987766.050306993,99.01780565872497
100.06731,100.04111004833449,1097909.0490582369,13987766.043118756,100.03806795590428
101.08840500000001,101.06131208359436,1097909.0913150643,13987766.037646733,101.05827686535223
102.10950000000001,102.08146979429861,1097909.1349336936,13987766.03392958,102.07844077961059
103.13059500000001,103.1015930072991,1097909.1795996027,13987766.03200595,103.09856809134479
104.15169,104.1216915494476,1097909.224998269,13987766.03191448,104.11866719322013
105.172785,105.141775247596,1097909.270815171,13987766.033693824,105.13874647790213
106.19388000000001,106.16185392859617,1097909.316735787,13987766.037382632,106.15881433805619
107.21497500000001,107.18193726672183,1097909.362448646,13987766.04301389,107.17887915045645
108.23607000000001,108.20203129246237,1097909.4077151618,13987766.050485497,108.19894891237226
109.25716500000001,109.22213831620259,1097909.4523711575,13987766.059557429,109.21903123361919
