MD_m,EASTING_m,NORTHING_m,TVD_m,MD_m_plus_offset
81.6876,334642.5236757938,4263471.157654345,81.68453835329838,1718.2654800000003
82.708695,334642.52896887274,4263471.154054526,82.70564022742401,1719.2865750000003
83.72979000000001,334642.5346615322,4263471.150290174,83.72674152014132,1720.3076700000004
84.75088500000001,334642.5407609258,4263471.1464224765,84.74784101128236,1721.3287650000002
85.77198000000001,334642.54725976003,4263471.142473139,85.76893861838376,1722.3498600000003
86.793075,334642.55414604314,4263471.138451031,86.79003462900454,1723.3709550000003
87.81417,334642.56140778074,4263471.134365014,87.81112933090205,1724.3920500000004
88.835265,334642.5690329784,4263471.130223951,88.83222301183373,1725.4131450000002
89.85636000000001,334642.5770096417,4263471.126036705,89.8533159595569,1726.4342400000003
90.877455,334642.58532577625,4263471.121812138,90.87440846182888,1727.4553350000003
91.89855,334642.5939701431,4263471.117560062,91.89550080639695,1728.4764300000002
92.919645,334642.6029538641,4263471.113318416,92.9165932807071,1729.4975250000002
93.94074,334642.612313601,4263471.109157273,93.93768617186136,1730.5186200000003
94.961835,334642.62208741024,4263471.1051484505,94.95877976694294,1731.5397150000003
95.98293,334642.63231334864,4263471.101363775,95.97987435303509,1732.5608100000002
97.004025,334642.6430294727,4263471.09787507,97.00097021722102,1733.5819050000002
98.02512000000002,334642.65427383914,4263471.094754158,98.022067646584,1734.6030000000003
99.046215,334642.6660845045,4263471.09207286,99.04316692820726,1735.6240950000004
100.06731,334642.6784780391,4263471.089893411,100.0642680734537,1736.6451900000002
101.088405,334642.6913815147,4263471.088238088,101.08536994521587,1737.6662850000002
102.1095,334642.7046987041,4263471.087118772,102.1064711074041,1738.6873800000003
103.130595,334642.71833338,4263471.086547339,103.12757012392817,1739.7084750000004
104.15169,334642.732189315,4263471.086535671,104.14866555869769,1740.7295700000002
105.172785,334642.7461702819,4263471.087095642,105.16975597562238,1741.7506650000003
106.19388,334642.7601800531,4263471.088239135,106.19083993861194,1742.7717600000003
107.214975,334642.77412352903,4263471.089975938,107.21191617680354,1743.7928550000004
108.23607,334642.78792884445,4263471.092272757,108.23298682444128,1744.8139500000002
109.257165,334642.8015459633,4263471.095055828,109.25405721483442,1745.8350450000003
110.27826,334642.8149256952,4263471.098249819,110.27513280526097,1746.8561400000003
111.299355,334642.8280188502,4263471.101779397,111.29621905299892,1747.8772350000004
112.32045,334642.84077623766,4263471.105569226,112.31732141532623,1748.8983300000002
113.341545,334642.8531486676,4263471.1095439745,113.33844534952097,1749.9194250000003
114.36264,334642.8650869528,4263471.11362831,114.35959631186644,1750.9405200000003
115.38373500000002,334642.8765574661,4263471.117749439,115.38077461170016,1751.9616150000004
116.40483,334642.8875783952,4263471.121843019,116.40196341912544,1752.9827100000002
117.425925,334642.89817869983,4263471.125846466,117.42314234112068,1754.0038050000003
118.44702,334642.90838733944,4263471.129697195,118.4442909846641,1755.0249000000003
119.468115,334642.918233274,4263471.133332625,119.46538895673407,1756.0459950000002
120.48921,334642.927745463,4263471.13669017,120.48641586430894,1757.0670900000002
121.51030500000002,334642.9369528661,4263471.139707246,121.50735131436696,1758.0881850000003
122.5314,334642.9458841711,4263471.142324138,122.52817679238656,1759.1092800000004
123.552495,334642.95456397807,4263471.144524292,123.548902029269,1760.1303750000002
124.57359,334642.96301372984,4263471.146324478,124.5695585698346,1761.1514700000002
125.594685,334642.9712547875,4263471.147742331,125.59017852412276,1762.1725650000003
126.61578000000002,334642.97930851224,4263471.148795488,126.61079400217317,1763.1936600000004
127.63687500000002,334642.98719626496,4263471.1495015845,127.63143711402512,1764.2147550000002
128.65797,334642.9949394071,4263471.149878257,128.65213996971826,1765.2358500000003
129.679065,334643.00255929795,4263471.149943131,129.6729346573369,1766.2569450000003
130.70016,334643.01007638645,4263471.149707615,130.69384060488758,1767.2780400000004
131.721255,334643.0175086858,4263471.149166501,131.71484337666797,1768.2991350000002
132.74235000000002,334643.0248738061,4263471.14831183,132.73592293508017,1769.3202300000003
133.76344500000002,334643.03218935773,4263471.147135643,133.75705924252637,1770.3413250000003
134.78454000000002,334643.03947295074,4263471.14562998,134.77823226140848,1771.3624200000004
135.80563500000002,334643.0467421953,4263471.143786882,135.7994219541287,1772.3835150000002
136.82673,334643.05401470175,4263471.1415983895,136.82060828308906,1773.4046100000003
137.847825,334643.06131147326,4263471.139057672,137.8417724370508,1774.4257050000003
138.86892,334643.0686919805,4263471.136170699,138.86290950761418,1775.4468000000002
139.890015,334643.07624005456,4263471.132951542,139.88402339086264,1776.4678950000002
140.91111,334643.0840399126,4263471.1294144,140.9051181223791,1777.4889900000003
141.932205,334643.0921757719,4263471.125573478,141.9261977377465,1778.5100850000003
142.9533,334643.10073184967,4263471.121442976,142.94726627254775,1779.5311800000004
143.97439500000002,334643.1097923628,4263471.117037094,143.9683277623657,1780.5522750000002
144.99549000000002,334643.11944139283,4263471.112370142,144.9893862425634,1781.5733700000003
146.01658500000002,334643.12973791186,4263471.107476413,146.01044570784669,1782.5944650000004
147.03768000000002,334643.14068657183,4263471.10243343,147.0315100649666,1783.6155600000002
148.05877500000005,334643.1522849321,4263471.097324364,148.0525832091895,1784.6366550000002
149.07987,334643.164530552,4263471.09223238,149.07366903578162,1785.6577500000003
150.100965,334643.1774209906,4263471.087240652,150.09477144000937,1786.6788450000004
151.12206,334643.1909538073,4263471.082432345,151.11589431713898,1787.6999400000002
152.143155,334643.20512656146,4263471.07789063,152.13704156243674,1788.7210350000003
153.16425,334643.2199348549,4263471.073696297,153.1582154281422,1789.7421300000003
154.185345,334643.2353571664,4263471.069909355,154.179403792426,1790.7632250000004
155.20644,334643.251363121,4263471.066579059,155.20058710100656,1791.7843200000002
156.22753500000002,334643.26792226906,4263471.0637545725,156.22174573723578,1792.8054150000003
157.24863000000002,334643.2850041611,4263471.061485066,157.24286008446546,1793.8265100000003
158.26972500000002,334643.3025783477,4263471.059819702,158.2639105260476,1794.8476050000004
159.29082000000002,334643.32061437936,4263471.058807649,159.28487744533408,1795.8687000000002
160.31191500000003,334643.3390815522,4263471.058497647,160.3057414211008,1796.8897950000003
161.33301,334643.3579270273,4263471.0589015195,161.3265000337457,1797.9108900000003
162.354105,334643.3770589847,4263471.059966069,162.34718080394458,1798.9319850000002
163.3752,334643.39638163935,4263471.061631488,163.36781429825433,1799.9530800000002
164.396295,334643.415799206,4263471.063837966,164.3884310832319,1800.9741750000003
165.41739,334643.4352158993,4263471.066525691,165.40906172543407,1801.9952700000003
166.438485,334643.4545359343,4263471.0696348585,166.42973679141787,1803.0163650000002
167.45958000000002,334643.4736635255,4263471.073105653,167.45048684774002,1804.0374600000002
168.48067500000002,334643.49250933604,4263471.0768810455,168.4713382562429,1805.0585550000003
169.50177000000002,334643.5110282743,4263471.080923059,169.4922885277116,1806.0796500000004
170.52286500000002,334643.5291938194,4263471.085201714,170.51332306366805,1807.1007450000002
171.54396000000003,334643.5469795138,4263471.089687059,171.53442722407118,1808.1218400000002
172.565055,334643.5643589003,4263471.094349144,172.55558636888014,1809.1429350000003
173.58615,334643.5813055217,4263471.099158018,173.57678585805388,1810.1640300000004
174.607245,334643.5977929206,4263471.104083729,174.59801105155145,1811.1851250000002
175.62834,334643.6137957354,4263471.109095901,175.619247298605,1812.2062200000003
176.649435,334643.6293430365,4263471.114142991,176.640479415595,1813.2273150000003
177.67053,334643.64454232994,4263471.119142955,177.66169145105954,1814.2484100000004
178.69162500000002,334643.6595072208,4263471.124011378,178.68286739383643,1815.2695050000002
179.71272000000002,334643.67435131397,4263471.128663846,179.7039912327636,1816.2906000000003
180.733815,334643.68918821437,4263471.133015946,180.72504695667877,1817.3116950000003
181.75491,334643.7041315268,4263471.13698326,181.74601855441975,1818.3327900000004
182.77600500000003,334643.7192948563,4263471.140481375,182.7668900148245,1819.3538850000002
183.79710000000003,334643.7347689212,4263471.143443264,183.78765144786544,1820.3749800000003
184.818195,334643.75051995355,4263471.145896477,184.8083262585419,1821.3960750000003
185.83929,334643.7664720623,4263471.147900563,185.8289491178491,1822.4171700000002
186.860385,334643.7825493235,4263471.1495151,186.84955470570753,1823.4382650000002
187.88148,334643.7986758129,4263471.150799662,187.87017770203755,1824.4593600000003
188.902575,334643.8147756063,4263471.1518138265,188.8908527867598,1825.4804550000003
189.92367,334643.83077277977,4263471.152617169,189.91161463979464,1826.5015500000002
190.944765,334643.8465944668,4263471.153267537,190.93249698547712,1827.5226450000002
191.96586,334643.86226504174,4263471.153767831,191.9535031603164,1828.5437400000003
192.986955,334643.877923938,4263471.154055929,192.9746005445078,1829.5648350000004
194.00805000000005,334643.8937172424,4263471.154065951,193.9957544390701,1830.5859300000004
195.02914500000003,334643.90979104186,4263471.153732016,195.01693014502203,1831.6070250000002
196.05024000000003,334643.9262914234,4263471.152988247,196.03809296338224,1832.6281200000003
197.071335,334643.94336447376,4263471.151768759,197.0592081951695,1833.6492150000004
198.09243,334643.9611562798,4263471.150007675,198.0802411414025,1834.6703100000002
199.113525,334643.97979351436,4263471.147673785,199.10116490314263,1835.6914050000003
200.13462,334643.9993186392,4263471.14488626,200.12198641521144,1836.7125000000003
201.155715,334644.0197512887,4263471.14180504,201.1427217839083,1837.7335950000002
202.17681,334644.0411110967,4263471.138590068,202.1633871156996,1838.7546900000002
203.197905,334644.06341769703,4263471.135401281,203.1839985170514,1839.7757850000003
204.219,334644.0866907237,4263471.13239862,204.20457209443003,1840.7968800000003
205.24009500000005,334644.11094981036,4263471.1297420245,205.22512395430155,1841.8179750000004
206.26119000000003,334644.1362101528,4263471.127587851,206.24567016260448,1842.8390700000002
207.28228500000003,334644.16238969384,4263471.126013895,207.26622589722152,1843.8601650000003
208.30338,334644.18931173213,4263471.125021502,208.2868054718007,1844.8812600000003
209.324475,334644.21679565025,4263471.124608854,209.30742316422777,1845.9023550000002
210.34557,334644.2446608305,4263471.124774133,210.3280932523884,1846.9234500000002
211.366665,334644.2727266554,4263471.1255155215,211.34883001416836,1847.9445450000003
212.38776,334644.3008125073,4263471.126831201,212.36964772745324,1848.9656400000003
213.408855,334644.3287377716,4263471.12871935,213.39056066933483,1849.9867350000002
214.42995,334644.35635621747,4263471.13116611,214.4115747805541,1851.0078300000002
215.451045,334644.38364079775,4263471.134115858,215.43266710494683,1852.0289250000003
216.47214,334644.41059027263,4263471.137503938,216.45380842927327,1853.0500200000004
217.49323500000003,334644.43720340234,4263471.14126569,217.47496954029364,1854.0711150000002
218.51433000000003,334644.4634789473,4263471.145336458,218.4961212247683,1855.0922100000003
219.53542500000003,334644.48941566754,4263471.149651583,219.51723426945733,1856.1133050000003
220.55652,334644.51501232333,4263471.154146406,220.53827946112108,1857.1344000000004
221.577615,334644.54026950605,4263471.15875684,221.5592290492976,1858.1554950000002
222.59871,334644.56521687034,4263471.163427852,222.58007850080855,1859.1765900000003
223.619805,334644.589907327,4263471.16811166,223.60084186069855,1860.1976850000003
224.6409,334644.61439443845,4263471.1727606775,224.6215336945024,1861.2187800000002
225.661995,334644.63873176713,4263471.177327326,225.6421685677549,1862.2398750000002
226.68309,334644.66297287546,4263471.1817640215,226.66276104599103,1863.2609700000003
227.704185,334644.6871713257,4263471.186023182,227.68332569474563,1864.2820650000003
228.72528000000003,334644.71138065256,4263471.190057238,228.7038770796737,1865.3031600000004
229.74637500000003,334644.73563314526,4263471.193827662,229.72442985800893,1866.3242550000002
230.76747000000003,334644.75990200386,4263471.197321072,230.74499894169264,1867.3453500000003
231.788565,334644.7841502377,4263471.200528431,231.76559928659455,1868.3664450000003
232.80966,334644.80834085593,4263471.20344069,232.7862458485841,1869.3875400000002
233.830755,334644.83243686793,4263471.206048815,233.8069535835308,1870.4086350000002
234.85185,334644.8564012828,4263471.208343757,234.8277374473042,1871.4297300000003
235.872945,334644.88019711006,4263471.210316479,235.84861239577384,1872.4508250000003
236.89404,334644.9037894384,4263471.211958166,236.86959121115777,1873.4719200000002
237.915135,334644.9271681185,4263471.213262736,237.89066079658664,1874.4930150000002
238.93623,334644.95033925725,4263471.214225897,238.91179106452375,1875.5141100000003
239.95732500000005,334644.9733092457,4263471.21484339,239.9329516307254,1876.5352050000004
240.97842000000003,334644.99608447496,4263471.215110954,240.95411211094773,1877.5563000000002
241.99951500000003,334645.0186713359,4263471.215024331,241.975242120947,1878.5773950000003
243.02061000000003,334645.04107621964,4263471.21457926,242.99631127647947,1879.5984900000003
244.041705,334645.0633056934,4263471.213771523,244.01728925619477,1880.6195850000004
245.0628,334645.0854048477,4263471.212605424,245.0381594998372,1881.6406800000002
246.083895,334645.10750532034,4263471.211104433,246.0589363627223,1882.6617750000003
247.10499,334645.1297505524,4263471.20929463,247.07963841641717,1883.6828700000003
248.126085,334645.15228398476,4263471.2072020965,248.10028423248863,1884.7039650000002
249.14718,334645.1752490584,4263471.204852913,249.12089238250397,1885.7250600000002
250.168275,334645.19878921425,4263471.202273157,250.1414814380301,1886.7461550000003
251.18937000000005,334645.2230478934,4263471.199488914,251.16206997063415,1887.7672500000003
252.21046500000003,334645.2481555986,4263471.1965295635,252.18267532985615,1888.7883450000004
253.23156000000003,334645.2741243889,4263471.193454696,253.20330367811775,1889.8094400000002
254.25265500000003,334645.30090277334,4263471.190340112,254.22395517547207,1890.8305350000003
255.27375000000004,334645.3284386544,4263471.18726177,255.24462992466388,1891.8516300000003
256.294845,334645.3566799343,4263471.184295623,256.26532802843786,1892.8727250000002
257.31594,334645.3855745153,4263471.181517628,257.2860495895389,1893.8938200000002
258.337035,334645.41507029976,4263471.179003742,258.3067947107116,1894.9149150000003
259.35813,334645.4451151398,4263471.17682959,259.3275634304184,1895.9360100000004
260.379225,334645.47565195005,4263471.1750385305,260.3483494918244,1896.9571050000004
261.40032,334645.5066146272,4263471.173614974,261.3691351377166,1897.9782000000002
262.421415,334645.5379361068,4263471.17253705,262.389901385549,1898.9992950000003
263.44251,334645.56954932393,4263471.171782887,263.4106292527753,1900.0203900000004
264.46360500000003,334645.6013872144,4263471.171330613,264.43129975684957,1901.0414850000002
265.48470000000003,334645.63338271336,4263471.171158358,265.45189391522564,1902.0625800000003
266.50579500000003,334645.66546875663,4263471.171244253,266.4723927453575,1903.0836750000003
267.52689000000004,334645.69758530584,4263471.171569381,267.4927817614809,1904.1047700000004
268.54798500000004,334645.7297226494,4263471.172136,268.51307868494973,1905.1258650000004
269.56908000000004,334645.76189301856,4263471.172955601,269.5333152801785,1906.1469600000003
270.59017500000004,334645.79410873586,4263471.1740397075,270.5535233698375,1907.1680550000003
271.61127000000005,334645.8263821238,4263471.17539985,271.5737347765971,1908.1891500000004
272.63236500000005,334645.858725505,4263471.177047556,272.59398132312793,1909.2102450000002
273.65346,334645.8911512016,4263471.178994351,273.6142948321,1910.2313400000003
274.674555,334645.92367096036,4263471.181251514,274.63470676250665,1911.2524350000003
275.69565,334645.95626518596,4263471.183816744,275.6552287863571,1912.2735300000004
276.716745,334645.9888674709,4263471.186667461,276.6758430213157,1913.2946250000002
277.73784,334646.02140758,4263471.189779427,277.69652916878556,1914.3157200000003
278.758935,334646.0538152786,4263471.193128402,278.7172669301698,1915.3368150000003
279.78003,334646.0860203316,4263471.196690149,279.7380360068713,1916.3579100000002
280.801125,334646.11795250414,4263471.200440426,280.7588161002932,1917.3790050000002
281.82222,334646.1495415614,4263471.204354998,281.77958691183846,1918.4001000000003
282.843315,334646.18073097983,4263471.208407044,282.800331104456,1919.4211950000004
283.86441,334646.2115419654,4263471.212555132,283.82104812967566,1920.4422900000004
284.885505,334646.2420230809,4263471.216752678,284.8417433478806,1921.4633850000002
285.9066,334646.2722229197,4263471.220953096,285.8624221260192,1922.4844800000003
286.927695,334646.30219007505,4263471.225109798,286.88308983103957,1923.5055750000004
287.94879000000003,334646.3319731404,4263471.229176198,287.9037518298901,1924.5266700000002
288.96988500000003,334646.36162070907,4263471.233105711,288.924413489519,1925.5477650000003
289.99098000000004,334646.39118086407,4263471.236852763,289.94508009496315,1926.5688600000003
291.01207500000004,334646.4206842133,4263471.2404066175,290.9657541260583,1927.5899550000004
292.03317000000004,334646.45013994246,4263471.243799229,291.9864346238807,1928.6110500000004
293.05426500000004,334646.47955592745,4263471.247065167,293.00712041923447,1929.6321450000003
294.07536000000005,334646.50894004415,4263471.250238996,294.0278103429237,1930.6532400000003
295.09645500000005,334646.53830016847,4263471.253355283,295.04850322575237,1931.6743350000004
296.11755000000005,334646.56764417625,4263471.2564485995,296.0691978985247,1932.6954300000002
297.138645,334646.5969799434,4263471.25955351,297.0898931920446,1933.7165250000003
298.15974,334646.6263153511,4263471.262692472,298.1105880076419,1934.7376200000003
299.180835,334646.6556583053,4263471.265833248,299.1312815652307,1935.7587150000004
300.20193,334646.68501671863,4263471.268928163,300.1519731746411,1936.7798100000002
301.223025,334646.7143985038,4263471.271929537,301.1726621457086,1937.8009050000003
302.24412,334646.7438115734,4263471.274789693,302.1933477882685,1938.8220000000003
303.265215,334646.7732638404,4263471.277460955,303.2140294121566,1939.8430950000002
304.28631,334646.8027632173,4263471.279895646,304.23470632720813,1940.8641900000002
305.307405,334646.83231754653,4263471.282047555,305.25537793774265,1941.8852850000003
306.3285,334646.86193303164,4263471.283904742,306.2760458529411,1942.9063800000004
307.349595,334646.8916142233,4263471.285489815,307.2967139046188,1943.9274750000004
308.37069,334646.9213655998,4263471.2868268965,308.3173860226299,1944.9485700000002
309.391785,334646.9511916391,4263471.287940117,309.3380661368282,1945.9696650000003
310.41288000000003,334646.98109681945,4263471.288853605,310.358758177068,1946.9907600000004
311.43397500000003,334647.0110856187,4263471.289591486,311.37946607320305,1948.0118550000002
312.45507000000003,334647.0411625157,4263471.290177889,312.4001937549596,1949.0329500000003
313.47616500000004,334647.07135074574,4263471.290623488,313.4209416558346,1950.0540450000003
314.49726000000004,334647.1017412336,4263471.2908903975,314.441697591902,1951.0751400000004
315.51835500000004,334647.13244016847,4263471.290929781,315.4624465339099,1952.0962350000004
316.53945000000004,334647.16355373967,4263471.290692807,316.48317345260693,1953.1173300000003
317.56054500000005,334647.1951881365,4263471.29013064,317.5038633187415,1954.1384250000003
318.58164000000005,334647.2274495483,4263471.289194447,318.52450110306205,1955.1595200000004
319.60273500000005,334647.26044416433,4263471.287835392,319.54507177631695,1956.1806150000002
320.62383000000005,334647.2942724606,4263471.286011496,320.5655611569974,1957.2017100000003
321.644925,334647.32893908495,4263471.283795764,321.58596928302075,1958.2228050000003
322.66602,334647.3643692404,4263471.281356525,322.60630798061504,1959.2439000000004
323.687115,334647.40048573003,4263471.27886499,323.62658943216337,1960.2649950000002
324.70821,334647.4372113566,4263471.276492366,324.6468258200487,1961.2860900000003
325.729305,334647.4744689231,4263471.274409864,325.6670293266542,1962.3071850000003
326.7504,334647.51218123257,4263471.272788692,326.68721213436294,1963.3282800000002
327.771495,334647.5502710721,4263471.2718000095,327.70738642515033,1964.3493750000002
328.79259,334647.5886448609,4263471.271561697,328.7275639555121,1965.3704700000003
329.813685,334647.627161671,4263471.272037515,329.74775525118145,1966.3915650000004
330.83478,334647.6656720633,4263471.273163524,330.76797061664683,1967.4126600000004
331.855875,334647.70402659866,4263471.274875783,331.78822035639695,1968.4337550000002
332.87697000000003,334647.7420758379,4263471.27711035,332.80851477492024,1969.4548500000003
333.89806500000003,334647.77967034193,4263471.279803285,333.8288641767054,1970.4759450000004
334.91916000000003,334647.8166606715,4263471.282890646,334.849278866241,1971.4970400000002
335.94025500000004,334647.85290677455,4263471.286307251,335.8697682603427,1972.5181350000003
336.96135000000004,334647.88838606386,4263471.289972401,336.89033066792865,1973.5392300000003
337.98244500000004,334647.92315589404,4263471.293794835,337.91095683832845,1974.5603250000004
339.00354000000004,334647.957275152,4263471.297683088,338.9316373759741,1975.5814200000004
340.02463500000005,334647.9908027248,4263471.301545699,339.9523628852975,1976.6025150000003
341.04573000000005,334648.023797499,4263471.3052912,340.9731239707305,1977.6236100000003
342.06682500000005,334648.05631836184,4263471.30882813,341.993911236705,1978.6447050000004
343.08792000000005,334648.088424278,4263471.312065064,343.0147152800365,1979.6658000000002
344.10901500000006,334648.120194658,4263471.314920715,344.03552469970117,1980.6868950000003
345.13011,334648.15175662364,4263471.317337458,345.0563234325283,1981.7079900000003
346.151205,334648.1832440905,4263471.319261037,346.07709475153274,1982.7290850000004
347.1723,334648.2147909739,4263471.320637198,347.0978219297289,1983.7501800000002
348.193395,334648.246531189,4263471.3214116795,348.11848824013117,1984.7712750000003
349.21449,334648.27859865146,4263471.32153023,349.1390769557544,1985.7923700000003
350.235585,334648.3111272762,4263471.32093859,350.1595713496128,1986.8134650000002
351.25668,334648.34423843614,4263471.319594192,351.17995776311426,1987.8345600000002
352.277775,334648.377933282,4263471.31756648,352.200251947595,1988.8556550000003
353.29887,334648.4121460447,4263471.314987252,353.2204860252196,1989.8767500000004
354.319965,334648.44681023294,4263471.311988977,354.2406922947287,1990.8978450000004
355.34106,334648.48185935576,4263471.308704127,355.2609030548631,1991.9189400000002
356.36215500000003,334648.5172269221,4263471.305265168,356.28115060436323,1992.9400350000003
357.38325000000003,334648.5528464406,4263471.301804571,357.3014672419696,1993.9611300000004
358.40434500000003,334648.58865110384,4263471.29845445,358.3218851022945,1994.9822250000002
359.42544000000004,334648.6245389627,4263471.295307104,359.34241810409014,1996.0033200000003
360.446535,334648.6603414613,4263471.2923793765,360.36304563951825,1997.0244150000003
361.46763,334648.69588261534,4263471.2896797,361.38374325013984,1998.0455100000004
