channel_GES,east,north,depth,latitude,longitude,elevation,utm_easting,utm_northing,utm_depth
259,797.381,-253.3063,6700.7735,38.50337113738279,-112.89358561282728,-392.3708628000004,334884.22817107884,4263366.485246019,392.3708628000004
260,806.4671,-255.3573,6704.5486,38.503366020014305,-112.89355372080263,-393.52151328000014,334886.99761435913,4263365.860101219,393.52151328000014
261,815.5532,-257.4237,6708.3197,38.503360860357986,-112.89352182767477,-394.6709445600002,334889.7670576384,4263365.230262499,394.6709445600002
262,824.6391,-259.4906,6712.0911,38.503355699308834,-112.89348993521392,-395.82046728,334892.53643995896,4263364.600271378,395.82046728
263,833.7171,-261.5691,6715.8702,38.50335050595797,-112.89345806952375,-396.97233696000035,334895.3034143602,4263363.966744578,396.97233696000035
264,842.7952,-263.6477,6719.6494,38.50334531232941,-112.89342620348125,-398.1242371200001,334898.0704192403,4263363.333187299,398.1242371200001
265,851.8798,-265.711,6723.4242,38.50334016106381,-112.89339431583379,-399.2747961600003,334900.83940531895,4263362.704293461,399.2747961600003
266,860.9699,-267.7614,6727.1954,38.503335045515726,-112.89336240990244,-400.42425791999995,334903.61006779876,4263362.079331539,400.42425791999995
267,870.0603,-269.8102,6730.9663,38.50332993436839,-112.8933305030422,-401.5736282400003,334906.3808217187,4263361.454857299,401.5736282400003
268,879.1544,-271.8325,6734.7334,38.50332489617419,-112.89329858516459,-402.7218403200004,334909.1527033994,4263360.838460259,402.7218403200004
269,888.2485,-273.8547,6738.5005,38.5033198582457,-112.89326666729828,-403.8700524000001,334911.9245850798,4263360.2220936995,403.8700524000001
270,897.3336,-275.8587,6742.3019,38.503314869766065,-112.89323478218832,-405.02871912000046,334914.6937235594,4263359.611274499,405.02871912000046
271,906.4116,-277.8488,6746.1293,38.50330991903744,-112.89320292288735,-406.1953106400001,334917.46069795976,4263359.004692018,406.1953106400001
272,915.4864,-279.8357,6749.9658,38.50330497690454,-112.89317107500048,-407.36467584,334920.2266969978,4263358.3990849005,407.36467584
273,924.5243,-281.7856,6753.9058,38.5033001342577,-112.89313935869684,-408.56558784000026,334922.9814489193,4263357.804755379,408.56558784000026
274,933.5622,-283.7355,6757.8458,38.50329529160217,-112.89310764239711,-409.76649984000005,334925.7362008408,4263357.21042586,409.76649984000005
275,942.5714,-285.6949,6761.8502,38.50329042123537,-112.8930760256888,-410.9870409600003,334928.48220499954,4263356.613200739,410.9870409600003
276,951.561,-287.6609,6765.8988,38.5032855316331,-112.89304447698733,-412.2210542400003,334931.22223507916,4263356.01396394,412.2210542400003
277,960.5455,-289.6332,6769.9541,38.50328062443811,-112.89301294565497,-413.45710968000003,334933.96071067883,4263355.412806898,413.45710968000003
278,969.4869,-291.6595,6774.067,38.503275566548616,-112.89298156102498,-414.7107216000004,334936.6860493992,4263354.795190659,414.7107216000004
279,978.4282,-293.6858,6778.1799,38.503270508644945,-112.89295017674841,-415.9643335200003,334939.4113576393,4263354.177574419,415.9643335200003
280,987.3771,-295.7419,6782.2654,38.50326536934933,-112.89291876378128,-417.2095939200003,334942.13898235944,4263353.55087514,417.2095939200003
281,996.3305,-297.8165,6786.334,38.503260179509574,-112.89288733376658,-418.4497032000004,334944.86797867954,4263352.918537059,418.4497032000004
282,1005.2903,-299.8899,6790.39,38.50325499331725,-112.89285588148238,-419.6859720000002,334947.5989257188,4263352.2865647385,419.6859720000002
283,1014.2919,-301.9564,6794.3621,38.50324982842063,-112.89282428365985,-420.8966680800004,334950.3426133997,4263351.656695539,420.8966680800004
284,1023.2936,-304.0229,6798.3343,38.503244663521016,-112.89279268549215,-422.10739464000017,334953.08633155795,4263351.026826341,422.10739464000017
285,1032.3005,-306.0583,6802.3013,38.50323958428816,-112.89276107139659,-423.31653624000046,334955.83163467946,4263350.406436418,423.31653624000046
286,1041.3102,-308.0766,6806.2654,38.50323455215106,-112.8927294487518,-424.5247939200003,334958.57779123937,4263349.79125858,424.5247939200003
287,1050.3199,-310.091,6810.2339,38.50322953071232,-112.89269782639136,-425.7343927200004,334961.32394780073,4263349.177269459,425.7343927200004
288,1059.3296,-312.0851,6814.2262,38.5032245649964,-112.89266620549407,-426.95124576000035,334964.07010435965,4263348.569467779,426.95124576000035
289,1068.3393,-314.0793,6818.2184,38.5032195989973,-112.8926345845936,-428.1680683200002,334966.8162609197,4263347.96163562,428.1680683200002
290,1077.3302,-316.0841,6822.2376,38.50321460282656,-112.89260302861761,-429.3931204800001,334969.5566872392,4263347.35057258,429.3931204800001
291,1086.3118,-318.0943,6826.2701,38.503209591296844,-112.89257150474934,-430.62222648000034,334972.2942789188,4263346.73786362,430.62222648000034
292,1095.2882,-320.1163,6830.3098,38.50320454706918,-112.89253999820448,-431.85352704000024,334975.0302856397,4263346.121558019,431.85352704000024
293,1104.2417,-322.1908,6834.3825,38.503199357406494,-112.89250856789721,-433.0948860000003,334977.75931243843,4263345.489250419,433.0948860000003
294,1113.1951,-324.2653,6838.4552,38.50319416772958,-112.89247713794347,-434.3362449600004,334980.48830875976,4263344.856942819,434.3362449600004
295,1122.1178,-326.3985,6842.5586,38.50318881515576,-112.89244581103318,-435.5869612800002,334983.2079477187,4263344.206743458,435.5869612800002
296,1131.027,-328.5575,6846.6755,38.50318339097989,-112.89241452943854,-436.8417924000005,334985.9234718788,4263343.54868026,436.8417924000005
297,1139.9287,-330.7289,6850.804,38.503177932329116,-112.89238327316019,-438.10015920000023,334988.6367100396,4263342.886837539,438.10015920000023
298,1148.8017,-332.9482,6854.9772,38.503172340544786,-112.89235211371432,-439.37215056000014,334991.34120043926,4263342.2103949,439.37215056000014
299,1157.6747,-335.1675,6859.1504,38.503166748752044,-112.89232095427295,-440.6441419200005,334994.04569083825,4263341.53395226,440.6441419200005
300,1166.5362,-337.3896,6863.3438,38.503161148614375,-112.89228983481284,-441.92229024000017,334996.7466760407,4263340.85665618,441.92229024000017
301,1175.3931,-339.6129,6867.5452,38.503155544914065,-112.89225873134224,-443.20287696000014,334999.4462591592,4263340.17899434,443.20287696000014
302,1184.2529,-341.8231,6871.7446,38.5031499773338,-112.89222761868562,-444.4828540800004,335002.1467261993,4263339.50532538,444.4828540800004
303,1193.1219,-343.9901,6875.9379,38.50314452886563,-112.89219647699532,-445.76097192,335004.84999739914,4263338.84482378,445.76097192
304,1201.9909,-346.1571,6880.1312,38.503139080389055,-112.89216533530939,-447.03908976,335007.5532685995,4263338.184322179,447.03908976
305,1210.8839,-348.2971,6884.2945,38.50313370738487,-112.89213411171819,-448.3080636000004,335010.2638549991,4263337.532050179,448.3080636000004
306,1219.785,-350.4279,6888.4475,38.50312836008719,-112.89210286049308,-449.5738980000001,335012.97691027925,4263336.8825823385,449.5738980000001
307,1228.6852,-352.568,6892.5996,38.50312298719808,-112.89207161174839,-450.83945808,335015.68969123974,4263336.230279858,450.83945808
308,1237.5823,-354.735,6896.7486,38.50311754027435,-112.89204037190581,-452.1040732800002,335018.4015273194,4263335.569778259,452.1040732800002
309,1246.4794,-356.902,6900.8977,38.50311209334217,-112.8920091320676,-453.3687189600005,335021.1133633994,4263334.909276659,453.3687189600005
310,1255.3704,-359.1155,6905.0312,38.50310651839625,-112.89197791020459,-454.6286097600005,335023.8233401989,4263334.234601858,454.6286097600005
311,1264.2595,-361.3428,6909.1602,38.50310090544818,-112.89194669399267,-455.88712896000015,335026.53273787897,4263333.555720819,455.88712896000015
312,1273.1554,-363.5815,6913.2674,38.50309526157806,-112.8919154532088,-457.1390035200002,335029.24420819804,4263332.8733650595,457.1390035200002
313,1282.0687,-365.8491,6917.32,38.50308953933989,-112.8918841495621,-458.3742360000001,335031.9609820392,4263332.182200578,458.3742360000001
314,1290.9819,-368.1166,6921.3726,38.50308381736213,-112.8918528462766,-459.60946848000003,335034.6777253995,4263331.491066579,459.60946848000003
315,1299.9303,-370.4001,6925.3419,38.50307805343676,-112.89182141886671,-460.8193111200003,335037.4051977195,4263330.79505578,460.8193111200003
316,1308.8878,-372.6877,6929.2899,38.503072278760406,-112.89178995937395,-462.02266151999993,335040.13544371875,4263330.097795298,462.02266151999993
317,1317.8552,-374.9765,6933.2119,38.50306650133989,-112.89175846521167,-463.2180871200003,335042.8687072398,4263329.400169059,463.2180871200003
318,1326.8448,-377.2682,6937.0755,38.50306071720234,-112.89172689328484,-464.3957124000003,335045.6087373188,4263328.701658899,464.3957124000003
319,1335.8344,-379.5598,6940.9391,38.50305493333069,-112.8916953213699,-465.5733376799999,335048.3487673997,4263328.00317922,465.5733376799999
320,1344.8901,-381.858,6944.6408,38.5030491350621,-112.89166351804964,-466.70161584000016,335051.108944759,4263327.302687858,466.70161584000016
321,1353.9601,-384.1577,6948.3074,38.50304333347389,-112.89163166466595,-467.81919552,335053.87348075944,4263326.601739299,467.81919552
322,1363.0557,-386.452,6951.9135,38.50303754814706,-112.89159972223534,-468.91833480000014,335056.64581963915,4263325.90243666,468.91833480000014
323,1372.2021,-388.7356,6955.3991,38.503031795054625,-112.89156760309638,-469.9807456799999,335059.43364236003,4263325.206395379,469.9807456799999
324,1381.3485,-391.0192,6958.8848,38.503026041953234,-112.89153548396219,-471.04318704000025,335062.22146507935,4263324.5103541,471.04318704000025
325,1390.5324,-393.2619,6962.299,38.50302040324625,-112.8915032367556,-472.08383520000007,335065.02071779943,4263323.826779138,472.08383520000007
326,1399.723,-395.4972,6965.7003,38.50301478522437,-112.89147096667722,-473.1205514400003,335067.8220126787,4263323.145459699,473.1205514400003
327,1408.9296,-397.721,6969.0639,38.5030091996686,-112.89143864152977,-474.1457767200004,335070.62818435906,4263322.46764546,474.1457767200004
328,1418.1644,-399.9242,6972.3606,38.50300367225056,-112.89140621934331,-475.1506108800004,335073.44295139954,4263321.796110099,475.1506108800004
329,1427.3993,-402.1273,6975.6574,38.502998145103604,-112.89137379681928,-476.15547552000044,335076.25774891896,4263321.124605219,476.15547552000044
330,1436.6201,-404.2989,6979.0172,38.50299270363169,-112.89134142582397,-477.1795425600003,335079.0682487595,4263320.4627015395,477.1795425600003
331,1445.8389,-406.4659,6982.3863,38.502987274666644,-112.89130906215104,-478.2064442400001,335081.878138999,4263319.80219994,478.2064442400001
332,1455.0329,-408.6283,6985.8251,38.50298185692166,-112.89127678545758,-479.2545904800004,335084.68047019874,4263319.143100418,479.2545904800004
333,1464.1874,-410.7832,6989.3751,38.50297645752883,-112.8912446473097,-480.33663048000017,335087.4707617997,4263318.486286898,480.33663048000017
334,1473.3418,-412.9382,6992.9251,38.50297105784688,-112.89121250950848,-481.4186704800004,335090.2610229196,4263317.829442899,481.4186704800004
335,1482.4349,-415.1039,6996.6159,38.50296562532073,-112.89118058510907,-482.54362631999993,335093.0325997988,4263317.169337538,482.54362631999993
336,1491.521,-417.2709,7000.3227,38.50296018882171,-112.89114868507687,-483.67345896000006,335095.80204307893,4263316.50883594,483.67345896000006
337,1500.5856,-419.4396,7004.0791,38.50295474643337,-112.89111686004227,-484.81840968000006,335098.5649331594,4263315.8478161795,484.81840968000006
338,1509.6195,-421.6106,7007.9065,38.50294929598934,-112.89108514210454,-485.98500120000017,335101.31846587884,4263315.186095379,485.98500120000017
339,1518.6533,-423.7816,7011.7339,38.50294384553095,-112.8910534245206,-487.1515927200003,335104.0719681196,4263314.524374579,487.1515927200003
340,1527.6537,-425.9303,7015.6653,38.502938454401395,-112.89102182523318,-488.3498834400002,335106.8152900394,4263313.86945082,488.3498834400002
341,1536.6514,-428.0772,7019.6053,38.502933068052535,-112.89099023551248,-489.55079544000046,335109.55778899917,4263313.2150757,489.55079544000046
342,1545.6193,-430.2013,7023.6189,38.50292774260846,-112.89095875154659,-490.77414072000056,335112.291204919,4263312.567650018,490.77414072000056
343,1554.5486,-432.296,7027.7277,38.502922495692346,-112.89092740455422,-492.02650296000047,335115.0128555589,4263311.929185458,492.02650296000047
344,1563.4779,-434.3906,7031.8366,38.50291724904226,-112.89089605757323,-493.27889568,335117.7345061989,4263311.290751379,493.27889568
345,1572.3614,-436.4433,7036.0675,38.50291211483146,-112.89086487361803,-494.56847400000015,335120.4421969993,4263310.66508842,494.56847400000015
346,1581.2425,-438.4937,7040.305,38.50290698679122,-112.89083369821702,-495.8600640000004,335123.1491562789,4263310.0401265,495.8600640000004
347,1590.1124,-440.533,7044.5684,38.5029018885845,-112.89080256274691,-497.15954832000034,335125.8527017997,4263309.418547859,497.15954832000034
348,1598.9694,-442.5592,7048.8622,38.502896825606236,-112.89077147329061,-498.4682985600002,335128.55231539963,4263308.800962101,498.4682985600002
349,1607.8263,-444.5855,7053.156,38.502891762339395,-112.89074038418053,-499.7770488000001,335131.25189851946,4263308.183345859,499.7770488000001
350,1616.6597,-446.5805,7057.5203,38.5028867836692,-112.8907093794245,-501.10728744000016,335133.944318839,4263307.575269859,501.10728744000016
351,1625.4926,-448.5746,7061.8865,38.50288180743334,-112.89067837648386,-502.4381051999999,335136.6365867593,4263306.96746818,502.4381051999999
352,1634.3117,-450.5531,7066.2859,38.50287687323875,-112.8906474228807,-503.77904232000037,335139.32464844023,4263306.364421379,503.77904232000037
353,1643.1164,-452.515,7070.7204,38.502871983797014,-112.89061652078297,-505.1306779200004,335142.0083209998,4263305.76643426,505.1306779200004
354,1651.921,-454.477,7075.1549,38.50286709406683,-112.8905856190313,-506.4823135200004,335144.6919630789,4263305.168416659,506.4823135200004
355,1660.7096,-456.4188,7079.6255,38.50286225888273,-112.89055477463339,-507.84495240000024,335147.3707283598,4263304.576556019,507.84495240000024
356,1669.4982,-458.3607,7084.0962,38.502857423415854,-112.8905239302321,-509.20762176000017,335150.0494936382,4263303.984664899,509.20762176000017
357,1678.2662,-460.3005,7088.6081,38.50285259254392,-112.8904931579562,-510.58284888000026,335152.7219800388,4263303.393413859,510.58284888000026
358,1687.0146,-462.2383,7093.1592,38.50284776604888,-112.89046245430472,-511.9700241600003,335155.38849235943,4263302.8027724195,511.9700241600003
359,1695.762,-464.176,7097.7123,38.50284293976379,-112.89043175415794,-513.3578090400001,335158.0546998796,4263302.212161458,513.3578090400001
360,1704.4702,-466.1099,7102.3438,38.5028381216917,-112.89040119124189,-514.7694902400003,335160.7089592394,4263301.622708739,514.7694902400003
361,1713.1784,-468.0437,7106.9753,38.50283330388607,-112.89037062833677,-516.1811714400001,335163.3632185989,4263301.0332865,516.1811714400001
362,1721.9168,-469.9775,7111.5506,38.50282848777592,-112.89033995992483,-517.5757228800003,335166.02668291866,4263300.443864259,517.5757228800003
363,1730.6813,-471.9113,7116.0776,38.50282367312993,-112.89030920033036,-518.9555524800003,335168.6981025188,4263299.854442018,518.9555524800003
364,1739.4502,-473.8447,7120.5957,38.5028188598221,-112.89027842539599,-520.3326693600002,335171.3708632394,4263299.265141699,520.3326693600002
365,1748.3031,-475.7705,7124.9457,38.50281407210931,-112.89024735753786,-521.6585493600005,335174.069227159,4263298.6781578595,521.6585493600005
366,1757.1561,-477.6962,7129.2958,38.50280928466835,-112.89021628934132,-522.98445984,335176.7676215602,4263298.0912045,522.98445984
367,1766.0452,-479.6288,7133.5689,38.50280448031202,-112.89018509452977,-524.2869007200002,335179.477019239,4263297.502148019,524.2869007200002
368,1774.9624,-481.5666,7137.7823,38.50279966325618,-112.89015380117503,-525.5711450400004,335182.1949817996,4263296.911506578,525.5711450400004
369,1783.8809,-483.5069,7141.9917,38.50279483940169,-112.89012250310287,-526.8541701600002,335184.91334059904,4263296.32010314,526.8541701600002
370,1792.8142,-485.4769,7146.1529,38.50278993483516,-112.89009115119562,-528.1225039200003,335187.6362104395,4263295.719647138,528.1225039200003
371,1801.7475,-487.4469,7150.314,38.50278503026013,-112.8900597992923,-529.3908072000004,335190.3590802791,4263295.119191139,529.3908072000004
372,1810.6809,-489.45,7154.4633,38.50278003480956,-112.89002844466779,-530.6555138400004,335193.0819805996,4263294.508646258,530.6555138400004
373,1819.6142,-491.4763,7158.6043,38.5027749756516,-112.88999708873152,-531.9176906400003,335195.80485043884,4263293.891030019,531.9176906400003
374,1828.5483,-493.5111,7162.7388,38.50276989319436,-112.88996572939425,-533.1778862400001,335198.5279641198,4263293.270822979,533.1778862400001
375,1837.4897,-495.6218,7166.8155,38.5027646027646,-112.88993433910949,-534.4204644000001,335201.25330283877,4263292.627481619,534.4204644000001
376,1846.4311,-497.7325,7170.8922,38.502759312326305,-112.88990294882898,-535.6630425600001,335203.978641558,4263291.984140259,535.6630425600001
377,1855.3552,-499.8777,7174.9861,38.50275392618757,-112.88987161651815,-536.9108632800003,335206.6987072397,4263291.330283299,536.9108632800003
378,1864.2684,-502.0447,7179.091,38.502748479575956,-112.88984032072875,-538.1620368000004,335209.41545059904,4263290.669781701,538.1620368000004
379,1873.1715,-504.2173,7183.2151,38.50274301701202,-112.88980905982847,-539.4190624800003,335212.12911547907,4263290.007573219,539.4190624800003
380,1882.0043,-506.4285,7187.4727,38.502737444502785,-112.88977804177128,-540.7167789600003,335214.8213529195,4263289.333599458,540.7167789600003
381,1890.8371,-508.6398,7191.7303,38.502731871710665,-112.88974702371138,-542.0144954400002,335217.5135903595,4263288.6595952185,542.0144954400002
382,1899.6109,-510.8895,7196.0881,38.50272619015981,-112.88971620903,-543.3427528800003,335220.18784459867,4263287.973886658,543.3427528800003
383,1908.3512,-513.161,7200.5025,38.502720446861936,-112.88968550982847,-544.6882620000001,335222.8518880396,4263287.281533458,544.6882620000001
384,1917.083,-515.4405,7204.9278,38.502714681113375,-112.88965483975409,-546.0370934400003,335225.513340679,4263286.586741859,546.0370934400003
385,1925.7671,-517.7643,7209.4146,38.50270879104577,-112.88962433315596,-547.4046700800004,335228.1602543589,4263285.87844762,547.4046700800004
386,1934.4511,-520.0881,7213.9014,38.502702900964415,-112.88959382691188,-548.7722467200001,335230.80713755876,4263285.1701533785,548.7722467200001
387,1943.1005,-522.4252,7218.4549,38.502696972410206,-112.88956344060091,-550.1601535200002,335233.44347467925,4263284.457805299,550.1601535200002
388,1951.7323,-524.7691,7223.0422,38.50269102418688,-112.8895331152962,-551.5583625600002,335236.0744473188,4263283.743384579,551.5583625600002
389,1960.3534,-527.1123,7227.6494,38.502685077274,-112.88950282742923,-552.9626371200002,335238.7021585991,4263283.02917722,552.9626371200002
390,1968.9249,-529.4522,7232.3492,38.50267913661632,-112.88947271309235,-554.3951361600002,335241.31475179945,4263282.315975699,554.3951361600002
391,1977.4964,-531.792,7237.0491,38.502673196225295,-112.88944259876729,-555.8276656800003,335243.9273449993,4263281.602804659,555.8276656800003
392,1985.9986,-534.1236,7241.8765,38.50266727443136,-112.88941272715016,-557.2990572000003,335246.5188155589,4263280.89213298,557.2990572000003
393,1994.4696,-536.4514,7246.7613,38.50266136130309,-112.88938296481437,-558.7879442400003,335249.100776359,4263280.182619539,558.7879442400003
394,2002.9267,-538.7743,7251.6713,38.50265546083588,-112.88935325139747,-560.2845122400004,335251.67850043956,4263279.474599618,560.2845122400004
395,2011.3293,-541.078,7256.6807,38.50264960999999,-112.88932372977047,-561.8113773600003,335254.2396129192,4263278.772431861,561.8113773600003
396,2019.732,-543.3817,7261.6901,38.50264375916214,-112.88929420779859,-563.3382424800002,335256.8007558793,4263278.070264099,563.3382424800002
397,2028.1404,-545.6681,7266.6966,38.502637956133476,-112.88926466715816,-564.8642236800001,335259.3636361998,4263277.373369379,564.8642236800001
398,2036.551,-547.9477,7271.702,38.50263217188997,-112.88923511932389,-566.3898696000001,335261.9271870799,4263276.678547299,566.3898696000001
399,2044.9626,-550.2218,7276.7102,38.50262640279497,-112.8892055683949,-567.9163689600005,335264.49104275985,4263275.985401619,567.9163689600005
400,2053.3773,-552.4772,7281.7276,38.50262068520609,-112.88917600798139,-569.4456724800002,335267.05584331905,4263275.297955698,569.4456724800002
401,2061.792,-554.7327,7286.7451,38.502614967335084,-112.8891464475651,-570.97500648,335269.6206438792,4263274.6104793,570.97500648
402,2070.2246,-556.9643,7291.7388,38.502609316080616,-112.88911682633017,-572.49708624,335272.19090035895,4263273.930287619,572.49708624
403,2078.6634,-559.1876,7296.724,38.50260368795486,-112.88908718403394,-574.0165752000003,335274.7630465996,4263273.252625778,574.0165752000003
404,2087.1094,-561.4058,7301.6992,38.50259807422888,-112.88905751695313,-575.5330161600004,335277.3373873995,4263272.576518418,575.5330161600004
405,2095.5763,-563.609,7306.6443,38.502592502854405,-112.88902777793395,-577.04028264,335279.91809851944,4263271.9049830595,577.04028264
406,2104.0433,-565.8121,7311.5894,38.50258693175242,-112.88899803857686,-578.54754912,335282.4988401199,4263271.233478178,578.54754912
407,2112.5164,-568.0153,7316.5283,38.502581360712085,-112.8889682779052,-580.0529258400002,335285.08144099906,4263270.56194282,580.0529258400002
408,2120.9914,-570.2185,7321.4653,38.50257578977115,-112.88893851059977,-581.5577234400002,335287.66462099925,4263269.89040746,581.5577234400002
409,2129.4709,-572.4239,7326.3923,38.502570213036286,-112.88890872741909,-583.0594730400003,335290.24917259905,4263269.21820154,583.0594730400003
410,2137.962,-574.6351,7331.2932,38.50256462102426,-112.88887890329956,-584.5532673600001,335292.8372598792,4263268.544227781,584.5532673600001
411,2146.4531,-576.8464,7336.194,38.502559028729955,-112.88884907917716,-586.0470312000002,335295.42534715903,4263267.870223538,586.0470312000002
412,2154.9823,-579.0608,7341.0281,38.502553430064694,-112.8888191217261,-587.5204648800004,335298.0250473191,4263267.195274419,587.5204648800004
413,2163.5216,-581.276,7345.8446,38.50254782976459,-112.88878912893544,-588.9885340800001,335300.62782595947,4263266.52008146,588.9885340800001
414,2172.0793,-583.49,7350.6292,38.50254223378823,-112.88875907195083,-590.4468801600001,335303.23621291877,4263265.845254258,590.4468801600001
415,2180.6789,-585.7012,7355.3411,38.50253664785271,-112.88872886878465,-591.88306728,335305.857370999,4263265.1712805005,591.88306728
416,2189.2786,-587.9125,7360.0531,38.50253106164036,-112.88869866526629,-593.3192848800004,335308.4785595589,4263264.49727626,593.3192848800004
417,2197.9209,-590.1073,7364.6895,38.502525523120134,-112.8886683141034,-594.7324596000003,335311.112732599,4263263.828301219,594.7324596000003
418,2206.5728,-592.2984,7369.3089,38.50251999529094,-112.88863792967054,-596.1404527200002,335313.7498317191,4263263.16045394,596.1404527200002
419,2215.2419,-594.4816,7373.8992,38.50251449011175,-112.88860748571669,-597.5395761600003,335316.392173399,4263262.495014578,597.5395761600003
420,2223.946,-596.6486,7378.4302,38.50250903137252,-112.88857692064896,-598.9206249600002,335319.04518307874,4263261.83451298,598.9206249600002
421,2232.6502,-598.8155,7382.9612,38.50250357290534,-112.88854635524332,-600.3016737600001,335321.6982232401,4263261.174041859,600.3016737600001
422,2241.4153,-600.9724,7387.3873,38.50249814531612,-112.88851557779189,-601.6507490400004,335324.3698257193,4263260.516618739,601.6507490400004
423,2250.1918,-603.1273,7391.7936,38.502492723851915,-112.88848476065985,-602.9937892800003,335327.0449029189,4263259.859805219,602.9937892800003
424,2258.9841,-605.2694,7396.1715,38.50248733841099,-112.88845388924933,-604.3281732000005,335329.7247959598,4263259.2068931395,604.3281732000005
425,2267.8048,-607.3882,7400.4974,38.50248201853004,-112.88842292029253,-605.6467075200003,335332.41334531957,4263258.5610829,605.6467075200003
426,2276.6256,-609.5069,7404.8234,38.50247669892095,-112.88839195099774,-606.9652723200002,335335.10192515946,4263257.915303138,606.9652723200002
427,2285.4115,-611.5838,7409.2365,38.50247149209466,-112.88836110663533,-608.3103852000004,335337.77986747876,4263257.282264019,608.3103852000004
428,2294.192,-613.6543,7413.6629,38.5024663025264,-112.88833028160202,-609.6595519200005,335340.4561638788,4263256.651175619,609.6595519200005
429,2302.9634,-615.7126,7418.1169,38.502461145931,-112.88829948924045,-611.0171311200002,335343.1296865988,4263256.0238057785,611.0171311200002
430,2311.7198,-617.751,7422.6157,38.50245604311565,-112.88826875071562,-612.3883653600005,335345.7986373194,4263255.402501459,612.3883653600005
431,2320.4763,-619.7893,7427.1146,38.50245094057228,-112.88823801185264,-613.7596300800001,335348.4676185191,4263254.781227619,613.7596300800001
432,2329.2542,-621.7989,7431.5775,38.50244591801954,-112.8882072002861,-615.1199220000003,335351.14312243916,4263254.168701539,615.1199220000003
433,2338.0348,-623.8051,7436.0361,38.50244090494506,-112.88817637953429,-616.4789032800004,335353.8194493195,4263253.557211779,616.4789032800004
434,2346.8137,-625.8015,7440.5029,38.50243591867151,-112.88814556542843,-617.8403839200005,335356.4952580397,4263252.9487090595,617.8403839200005
435,2355.5902,-627.7836,7444.9816,38.50243097151373,-112.88811476073674,-619.2054916800003,335359.17033523886,4263252.344564979,619.2054916800003
436,2364.3668,-629.7656,7449.4603,38.50242602462793,-112.88808395570673,-620.57059944,335361.8454429195,4263251.74045138,620.57059944
437,2373.1433,-631.7256,7453.9538,38.50242113812707,-112.88805315260737,-621.9402182400004,335364.52052011876,4263251.143043378,621.9402182400004
438,2381.9198,-633.6835,7458.4486,38.502416257383345,-112.8880223496624,-623.3102332799999,335367.19559731905,4263250.546275459,623.3102332799999
439,2390.6808,-635.6362,7462.9712,38.50241139003423,-112.88799160124664,-624.6887217600001,335369.86595011945,4263249.951092499,624.6887217600001
440,2399.4211,-637.5821,7467.5303,38.50240654017945,-112.88796092564206,-626.0783354400005,335372.5299935603,4263249.35798218,626.0783354400005
441,2408.1615,-639.528,7472.0894,38.50240169032214,-112.88793024969192,-627.46794912,335375.19406747894,4263248.764871858,627.46794912
442,2416.8639,-641.4739,7476.732,38.5023968383159,-112.88789970650662,-628.8830136000001,335377.84655899915,4263248.17176154,628.8830136000001
443,2425.5641,-643.4197,7481.3796,38.502391986452146,-112.88786917101842,-630.2996020800001,335380.4983799592,4263247.578681698,630.2996020800001
444,2434.2477,-645.3693,7486.0528,38.50238712321266,-112.8878386932572,-631.7239934400004,335383.1451412396,4263246.984443618,631.7239934400004
445,2442.9117,-647.3232,7490.7567,38.502382247055756,-112.88780828366825,-633.15774216,335385.785928439,4263246.3888949,633.15774216
446,2451.5756,-649.2771,7495.4606,38.5023773708852,-112.88777787443244,-634.5914908800005,335388.4266851598,4263245.79334618,634.5914908800005
447,2460.2201,-651.2427,7500.1995,38.50237246149258,-112.8877475321397,-636.0359076,335391.0615287597,4263245.1942313,636.0359076
448,2468.864,-653.2087,7504.9395,38.50236755096002,-112.88771719191831,-637.4806596000003,335393.69618947926,4263244.594994499,637.4806596000003
449,2477.504,-655.1824,7509.6777,38.5023626190602,-112.88768686477424,-638.9248629600002,335396.3296614791,4263243.993410738,638.9248629600002
450,2486.1398,-657.1644,7514.4137,38.50235766412903,-112.88765655171261,-640.3683957600001,335398.9618533189,4263243.389297139,640.3683957600001
451,2494.7756,-659.1465,7519.1497,38.502352708915325,-112.88762623864764,-641.8119285600001,335401.5940451596,4263242.785153058,641.8119285600001
452,2503.4194,-661.1366,7523.8818,38.50234773218108,-112.8875958970634,-643.2542726400002,335404.22867539944,4263242.178570579,643.2542726400002
453,2512.0633,-663.1267,7528.6138,38.502342755444495,-112.88756555513368,-644.6965862400002,335406.8633361187,4263241.571988099,644.6965862400002
454,2520.7071,-665.1127,7533.3458,38.50233778995044,-112.88753521385104,-646.1388998400002,335409.4979663595,4263240.966655298,646.1388998400002
455,2529.351,-667.0947,7538.0778,38.50233283543565,-112.88750487250962,-647.5812134400003,335412.13262707903,4263240.362541699,647.5812134400003
456,2537.9948,-669.0767,7542.8098,38.50232788090725,-112.8874745315214,-649.0235270400003,335414.7672573197,4263239.7584281,649.0235270400003
457,2546.6387,-671.0547,7547.5418,38.502322937358116,-112.88744419047438,-650.4658406400004,335417.40191803966,4263239.155533698,650.4658406400004
458,2555.2826,-673.0328,7552.2738,38.50231799352648,-112.88741384942404,-651.9081542400004,335420.03657875914,4263238.552608821,651.9081542400004
459,2563.9179,-675.0108,7557.0187,38.502313049477024,-112.88738353843057,-653.35439976,335422.6686181994,4263237.9497144185,653.35439976
