Source, Trig Date ,    Trig Time   ,Origin Date,   Origin Time  ,    Profile  , Status, Cluster,      Y     ,      X     ,    Depth   , MomMag,   PGV  , Stage, P S/N  , S S/N  , Quality,   Error  , Location   , rms Noise
181,  11/4/2024, 04:41:43.125000,  11/4/2024, 04:41:42.988911,      Primary,2,0,-480,3220,7710,-0.43,23.71,1,13.8,33.5,1.2,1000000,     L2 msmx,32.71
195,  11/4/2024, 04:42:57.191000,  11/4/2024, 04:42:57.053810,      Primary,2,0,-480,3180,7770,-0.7,15.9,1,11.9,34.3,1.3,1000000,     L2 msmx,30.53
203,  11/4/2024, 04:43:42.309000,  11/4/2024, 04:43:42.166065,      Primary,2,0,-450,3250,7850,-0.39,-1000000,1,5.5,8.5,1.8,1000000,     L2 msmx,34.92
205,  11/4/2024, 04:43:50.087000,  11/4/2024, 04:43:49.948742,      Primary,2,0,-1150,3050,7890,-0.36,61,1,18.9,50.6,1.2,1000000,     L2 msmx,34.96
216,  11/4/2024, 04:44:47.359750,  11/4/2024, 04:44:47.229599,      Primary,2,0,-420,3180,7630,-0.53,23.15,1,8.1,22.1,1.4,1000000,     L2 msmx,34.91
223,  11/4/2024, 04:45:55.142000,  11/4/2024, 04:45:55.016605,      Primary,2,0,-510,3200,7670,-0.42,30.3,1,25.3,73.3,1.4,1000000,     L2 msmx,33.01
233,  11/4/2024, 04:47:11.415500,  11/4/2024, 04:47:11.321579,      Primary,2,0,-40,2370,7060,-0.62,19.86,1,9.2,29.7,1.2,1000000,     L2 msmx,35.64
244,  11/4/2024, 04:48:33.250000,  11/4/2024, 04:48:33.113834,      Primary,2,0,-470,3180,7740,-0.78,22.2,1,14.8,56.3,1.3,1000000,     L2 msmx,33.01
250,  11/4/2024, 04:48:54.052000,  11/4/2024, 04:48:53.917004,      Primary,2,0,-490,3190,7700,-0.48,24.34,1,10.5,32.9,1.2,1000000,     L2 msmx,34.29
252,  11/4/2024, 04:49:00.149250,  11/4/2024, 04:49:00.008124,      Primary,2,0,-1110,3140,7720,-0.54,8.78,1,7.5,35.8,1.1,1000000,     L2 msmx,35.76
255,  11/4/2024, 04:49:14.874000,  11/4/2024, 04:49:14.738087,      Primary,2,0,-490,3090,7870,-0.47,36.68,1,8.5,26,1.3,1000000,     L2 msmx,35.59
273,  11/4/2024, 04:51:17.741750,  11/4/2024, 04:51:17.603308,      Primary,2,0,-1130,3180,7710,-0.29,55.38,1,25.6,135.5,1.3,1000000,     L2 msmx,36.4
277,  11/4/2024, 04:51:46.082750,  11/4/2024, 04:51:45.943359,      Primary,2,0,-1100,3100,7700,-0.73,13.94,1,8.6,24.8,1.1,1000000,     L2 msmx,35.75
326,  11/4/2024, 05:03:05.443250,  11/4/2024, 05:03:05.661829,      Primary,2,0,-1020,3140,7630,-0.79,19.7,1,3.9,79.6,1.3,1000000,     L2 msmx,35.24
331,  11/4/2024, 05:03:52.036750,  11/4/2024, 05:03:51.881962,      Primary,2,0,-1420,3640,8290,-0.29,47.05,1,21.6,233.1,1.3,1000000,     L2 msmx,35.13
335,  11/4/2024, 05:04:14.548000,  11/4/2024, 05:04:14.413778,      Primary,2,0,-1210,3030,7940,-0.36,32.46,1,14.7,138.5,1.7,1000000,     L2 msmx,35.8
350,  11/4/2024, 05:07:36.023750,  11/4/2024, 05:07:35.882019,      Primary,2,0,-1370,3720,7990,-0.19,49.91,1,13.1,60.7,1.2,1000000,     L2 msmx,34.66
355,  11/4/2024, 05:09:35.174500,  11/4/2024, 05:09:35.336685,      Primary,2,0,-1400,3600,8290,-0.31,30.09,1,4.7,14.5,1.3,1000000,     L2 msmx,34.14
360,  11/4/2024, 05:10:48.420500,  11/4/2024, 05:10:48.278976,      Primary,2,0,-1210,3870,8040,0.15,163.02,1,66.2,135.8,1.5,1000000,     L2 msmx,33.21
379,  11/4/2024, 05:24:09.424500,  11/4/2024, 05:24:09.287381,      Primary,2,0,-600,3170,7810,-0.69,9.14,1,12.6,92.5,1.4,1000000,     L2 msmx,33.53
380,  11/4/2024, 05:25:02.284500,  11/4/2024, 05:25:02.150866,      Primary,2,0,-1070,3020,7630,-0.78,8.36,1,16.9,54.1,1.3,1000000,     L2 msmx,33.49
381,  11/4/2024, 05:26:13.331500,  11/4/2024, 05:26:13.193252,      Primary,2,0,-470,3150,7740,-0.71,10.1,1,17.1,79,1.3,1000000,     L2 msmx,34.34
419,  11/4/2024, 06:11:28.932250,  11/4/2024, 06:11:28.907558,      Primary,2,0,-200,2560,5580,0.15,526.29,1,1484.6,252.9,1.4,1000000,     L2 msmx,33.72
443,  11/4/2024, 07:03:32.052750,  11/4/2024, 07:03:31.921442,      Primary,2,0,-1000,3890,7840,-0.34,26.6,1,92.4,238.2,1.2,1000000,     L2 msmx,33.09
445,  11/4/2024, 07:08:02.712750,  11/4/2024, 07:08:02.574431,      Primary,2,0,-590,3210,7830,-0.6,9.13,1,16.8,93.2,1.3,1000000,     L2 msmx,34.47
485,  11/4/2024, 08:40:18.711250,  11/4/2024, 08:40:18.653563,      Primary,2,0,-550,2500,6010,-0.71,66.74,1,947.6,201.3,1.3,1000000,     L2 msmx,21.11
498,  11/4/2024, 09:19:44.737250,  11/4/2024, 09:19:44.591209,      Primary,2,0,1070,3360,7910,-0.18,74.57,1,26.9,91.8,1.1,1000000,     L2 msmx,19.68
511,  11/4/2024, 10:03:30.460500,  11/4/2024, 10:03:30.348047,      Primary,2,0,-1050,3400,7310,-0.61,17.02,1,40.4,129.7,1.2,1000000,     L2 msmx,25.08
512,  11/4/2024, 10:04:05.553250,  11/4/2024, 10:04:05.388111,      Primary,2,0,-400,2470,8550,-0.63,12.71,1,350.8,68.1,1.2,1000000,     L2 msmx,21.22
528,  11/4/2024, 10:31:49.898250,  11/4/2024, 10:31:49.740799,      Primary,2,0,-230,2000,8180,0.04,140.97,1,31.5,74.2,2.2,1000000,     L2 msmx,25.63
629,  11/4/2024, 15:00:18.411500,  11/4/2024, 15:00:18.262686,      Primary,2,0,-490,2320,7890,-0.7,41.89,1,11.9,26.8,1.5,1000000,     L2 msmx,13.88
688,  11/4/2024, 17:49:51.132250,  11/4/2024, 17:49:50.975266,      Primary,2,0,1180,3410,8160,-0.04,209.27,1,64.1,101.2,1.4,1000000,     L2 msmx,15.53
800,  12/4/2024, 00:22:44.912250,  12/4/2024, 00:22:44.835590,      Primary,2,0,-510,3420,6970,0.04,-1000000,1,2324.5,167.6,1.4,1000000,     L2 msmx,29.03
824,  12/4/2024, 01:31:30.184250,  12/4/2024, 01:31:30.003910,      Primary,2,0,-800,2350,8760,-0.56,24.04,1,1315.6,154.8,1.1,1000000,     L2 msmx,25.63
1008,  12/4/2024, 11:45:13.504250,  12/4/2024, 11:45:13.404464,      Primary,2,0,-370,2430,6970,-0.62,62.36,1,108.3,102.5,1.3,1000000,     L2 msmx,27.86
