Source, Trig Date ,    Trig Time   ,Origin Date,   Origin Time  ,    Profile  , Status, Cluster,      Y     ,      X     ,    Depth   , MomMag,   PGV  , Stage, P S/N  , S S/N  , Quality,   Error  , Location   , rms Noise
356,  13/4/2024, 12:17:53.998750,  13/4/2024, 12:17:53.863220,      Primary,2,0,-400,2830,7790,0.06,114.54,2,43.4,112.1,2,1000000,     L2 msmx,16.47
366,  13/4/2024, 12:19:17.001000,  13/4/2024, 12:19:16.882179,      Primary,2,0,-430,2760,7880,-0.4,35.41,2,6.2,8.8,1.7,1000000,     L2 msmx,12.93
367,  13/4/2024, 12:19:18.460250,  13/4/2024, 12:19:18.313108,      Primary,2,0,-470,2750,7870,-0.3,69.93,2,4.7,8.7,1.7,1000000,     L2 msmx,15.4
370,  13/4/2024, 12:19:38.512750,  13/4/2024, 12:19:38.404137,      Primary,2,0,-840,2950,7230,-0.16,87.77,2,19.5,27,1.6,1000000,     L2 msmx,12.23
371,  13/4/2024, 12:19:54.545750,  13/4/2024, 12:19:54.424408,      Primary,2,0,-400,2800,7730,-0.39,58.8,2,11.4,26.4,1.3,1000000,     L2 msmx,11.36
382,  13/4/2024, 12:21:11.594250,  13/4/2024, 12:21:11.478198,      Primary,2,0,-990,2930,7320,0.18,116.86,2,12.2,19.2,1.8,1000000,     L2 msmx,14.26
383,  13/4/2024, 12:21:15.979750,  13/4/2024, 12:21:15.860416,      Primary,2,0,-270,2970,7570,0.04,69.72,2,7.8,17.8,1.4,1000000,     L2 msmx,12.41
385,  13/4/2024, 12:21:32.378250,  13/4/2024, 12:21:32.245037,      Primary,2,0,-1070,2800,7570,-0.13,113.41,2,11.3,26.9,1.3,1000000,     L2 msmx,12.56
390,  13/4/2024, 12:21:57.730250,  13/4/2024, 12:21:57.704025,      Primary,2,0,-450,2980,7370,-0.26,62.66,2,5.1,12,1.4,1000000,     L2 msmx,11.19
393,  13/4/2024, 12:22:31.988000,  13/4/2024, 12:22:31.872244,      Primary,2,0,-1140,2830,7360,-0.23,36.43,2,5.2,15.1,1.4,1000000,     L2 msmx,11.94
394,  13/4/2024, 12:22:34.090500,  13/4/2024, 12:22:33.977551,      Primary,2,0,-400,2950,7450,0.05,84.72,2,5.9,13.1,1.5,1000000,     L2 msmx,16.06
400,  13/4/2024, 12:23:30.598000,  13/4/2024, 12:23:30.456703,      Primary,2,0,-1030,2720,7800,-0.45,24.32,2,10,31,1.5,1000000,     L2 msmx,11.99
401,  13/4/2024, 12:23:37.957750,  13/4/2024, 12:23:37.826546,      Primary,2,0,-410,2850,7630,-0.41,75.17,2,9.5,22.8,1.5,1000000,     L2 msmx,12.41
402,  13/4/2024, 12:23:42.273500,  13/4/2024, 12:23:42.153496,      Primary,2,0,-800,3010,7340,-0.04,43.13,2,19,29.9,1.3,1000000,     L2 msmx,12.2
411,  13/4/2024, 12:24:49.899000,  13/4/2024, 12:24:49.764053,      Primary,2,0,-1060,2670,7670,-0.64,33.85,2,8.7,34.1,1.4,1000000,     L2 msmx,12.72
424,  13/4/2024, 12:26:16.746500,  13/4/2024, 12:26:16.631149,      Primary,2,0,-350,2850,7730,-0.06,37.51,2,16.2,23.9,1.6,1000000,     L2 msmx,10.75
428,  13/4/2024, 12:26:43.447500,  13/4/2024, 12:26:43.301186,      Primary,2,0,-1030,2700,7800,-0.53,20.71,2,8,18.1,1.6,1000000,     L2 msmx,11.49
430,  13/4/2024, 12:26:59.052750,  13/4/2024, 12:26:58.945290,      Primary,2,0,-940,2920,7320,0.09,82.63,2,68.2,64.9,1.6,1000000,     L2 msmx,12.35
442,  13/4/2024, 12:28:24.963000,  13/4/2024, 12:28:25.097488,      Primary,2,0,-800,2840,7180,-0.19,59.97,2,6.6,13.2,1.3,1000000,     L2 msmx,11.13
448,  13/4/2024, 12:29:20.004250,  13/4/2024, 12:29:19.866016,      Primary,2,0,-1090,2610,7740,-0.5,41.76,2,12.5,26.9,1.4,1000000,     L2 msmx,12.56
453,  13/4/2024, 12:29:51.583500,  13/4/2024, 12:29:51.441425,      Primary,2,0,-360,2820,7750,-0.47,50.83,2,6.3,12.1,1.5,1000000,     L2 msmx,14.46
454,  13/4/2024, 12:29:57.405000,  13/4/2024, 12:29:57.295040,      Primary,2,0,-980,2900,7330,0.21,205.03,2,32.2,58.5,2,1000000,     L2 msmx,13.86
458,  13/4/2024, 12:30:25.243750,  13/4/2024, 12:30:25.141460,      Primary,2,0,-340,3020,7410,-0.19,95.14,2,13,28.1,1.4,1000000,     L2 msmx,11.28
460,  13/4/2024, 12:30:47.272500,  13/4/2024, 12:30:47.159702,      Primary,2,0,-390,3020,7440,-0.09,54.69,2,24.5,29.9,1.5,1000000,     L2 msmx,12.12
473,  13/4/2024, 12:32:21.539500,  13/4/2024, 12:32:21.428041,      Primary,2,0,-1090,2860,7320,-0.12,48.5,2,16,30.9,1.4,1000000,     L2 msmx,11.08
477,  13/4/2024, 12:32:48.714250,  13/4/2024, 12:32:48.605831,      Primary,2,0,-1060,2890,7310,0.26,284.75,2,132.1,188.2,1.9,1000000,     L2 msmx,13.7
497,  13/4/2024, 12:34:26.759750,  13/4/2024, 12:34:26.641817,      Primary,2,0,-360,2900,7550,-0.08,128.16,2,16.9,52.8,1.4,1000000,     L2 msmx,11.84
518,  13/4/2024, 12:37:16.828000,  13/4/2024, 12:37:16.698912,      Primary,2,0,-600,2950,7420,-0.57,28.89,2,8.7,45.3,1.5,1000000,     L2 msmx,12.5
551,  13/4/2024, 12:43:15.328000,  13/4/2024, 12:43:15.217602,      Primary,2,0,-350,3010,7280,-0.24,66.84,2,13.4,41.7,1.6,1000000,     L2 msmx,10.49
559,  13/4/2024, 12:44:52.440250,  13/4/2024, 12:44:52.299984,      Primary,2,0,-410,2860,7670,-0.93,12.28,2,26.9,34.2,1.5,1000000,     L2 msmx,10.9
582,  13/4/2024, 12:48:42.702250,  13/4/2024, 12:48:42.574913,      Primary,2,0,-980,2850,7490,-0.79,20.33,2,17.4,61.7,1.4,1000000,     L2 msmx,10.1
598,  13/4/2024, 12:54:02.646000,  13/4/2024, 12:54:02.512432,      Primary,2,0,-480,2850,7630,-1.04,15.38,2,75.8,51.4,1.4,1000000,     L2 msmx,10.35
602,  13/4/2024, 12:54:54.912250,  13/4/2024, 12:54:54.781921,      Primary,2,0,-1050,2690,7790,-0.49,27.98,2,17.3,33.8,1.5,1000000,     L2 msmx,11.07
603,  13/4/2024, 12:55:06.662000,  13/4/2024, 12:55:06.545100,      Primary,2,0,-410,2890,7600,-0.74,30.28,2,39.1,63.6,1.5,1000000,     L2 msmx,10.71
610,  13/4/2024, 12:58:27.075000,  13/4/2024, 12:58:26.956045,      Primary,2,0,-1150,2660,7630,-0.36,52.7,2,20,53.3,1.6,1000000,     L2 msmx,10.23
613,  13/4/2024, 12:59:38.044500,  13/4/2024, 12:59:37.927074,      Primary,2,0,-1000,2880,7250,-0.42,25.99,2,16.5,38.8,1.1,1000000,     L2 msmx,8.12
615,  13/4/2024, 12:59:41.985000,  13/4/2024, 12:59:41.859989,      Primary,2,0,-1280,2760,7420,0.01,120.16,2,14.4,37.2,1.5,1000000,     L2 msmx,10.87
633,  13/4/2024, 13:04:06.475250,  13/4/2024, 13:04:06.342319,      Primary,2,0,-1040,2750,7520,-0.69,38.19,2,22.8,76,1.3,1000000,     L2 msmx,10.3
640,  13/4/2024, 13:06:26.237000,  13/4/2024, 13:06:26.101530,      Primary,2,0,-350,2780,7750,0.28,436.14,2,106.3,207.1,1.5,1000000,     L2 msmx,22.9
642,  13/4/2024, 13:08:45.599500,  13/4/2024, 13:08:45.480007,      Primary,2,0,-1130,2740,7500,-0.15,76.62,2,46.6,74.5,2,1000000,     L2 msmx,11.07
648,  13/4/2024, 13:10:17.512750,  13/4/2024, 13:10:17.392946,      Primary,2,0,-450,2930,7320,-0.64,17.75,2,82.8,65.7,1.1,1000000,     L2 msmx,9.76
660,  13/4/2024, 13:12:11.901500,  13/4/2024, 13:12:11.766368,      Primary,2,0,-500,2860,7600,-0.96,5.51,2,171.7,34.2,1.3,1000000,     L2 msmx,9.64
673,  13/4/2024, 13:14:20.080250,  13/4/2024, 13:14:19.954241,      Primary,2,0,-1210,2710,7600,-0.41,16.37,2,8.6,12.9,1.5,1000000,     L2 msmx,10.31
695,  13/4/2024, 13:21:45.931500,  13/4/2024, 13:21:45.806919,      Primary,2,0,-1190,2760,7470,-0.46,15.77,2,12.5,26.4,1.3,1000000,     L2 msmx,10.14
696,  13/4/2024, 13:21:49.843250,  13/4/2024, 13:21:49.718353,      Primary,2,0,-480,2990,7370,-0.66,11.66,2,19.1,48.3,1.4,1000000,     L2 msmx,9.84
726,  13/4/2024, 13:32:54.621750,  13/4/2024, 13:32:54.482933,      Primary,2,0,-400,2840,7680,-0.91,13.68,2,38.2,105.2,1.5,1000000,     L2 msmx,9.67
737,  13/4/2024, 13:39:11.058500,  13/4/2024, 13:39:10.924512,      Primary,2,0,-390,2820,7710,-0.76,23.53,2,65.5,96.6,1.7,1000000,     L2 msmx,10.74
756,  13/4/2024, 13:46:10.856250,  13/4/2024, 13:46:10.733104,      Primary,2,0,-400,2960,7540,-0.48,38.79,2,44.4,106.9,1.4,1000000,     L2 msmx,9.91
757,  13/4/2024, 13:46:28.658500,  13/4/2024, 13:46:28.520428,      Primary,2,0,-450,2780,7780,-0.6,60.43,2,16,49.6,1.5,1000000,     L2 msmx,11.85
762,  13/4/2024, 13:48:32.103000,  13/4/2024, 13:48:31.966063,      Primary,2,0,-900,2880,7370,-0.85,17.21,2,32.4,64,1.4,1000000,     L2 msmx,11.36
811,  13/4/2024, 14:25:15.194250,  13/4/2024, 14:25:15.070553,      Primary,2,0,-930,2800,7390,-0.82,16.76,2,15.4,58.3,1.2,1000000,     L2 msmx,9.8
818,  13/4/2024, 14:28:09.488250,  13/4/2024, 14:28:09.346228,      Primary,2,0,-440,2770,7840,-0.77,22.03,2,9,24,1.6,1000000,     L2 msmx,11.44
826,  13/4/2024, 14:33:15.055000,  13/4/2024, 14:33:14.912600,      Primary,2,0,-380,2830,7700,-1,11.04,2,78.9,50.1,1.5,1000000,     L2 msmx,11.16
839,  13/4/2024, 14:44:00.006250,  13/4/2024, 14:43:59.900188,      Primary,2,0,-1100,2940,7210,-0.21,88.43,2,64.4,280.6,1.9,1000000,     L2 msmx,10.99
842,  13/4/2024, 14:45:12.529750,  13/4/2024, 14:45:12.418039,      Primary,2,0,-210,3020,7410,-0.7,27.32,2,12.4,43.9,1.5,1000000,     L2 msmx,9.64
924,  13/4/2024, 18:34:48.633500,  13/4/2024, 18:34:48.492527,      Primary,2,0,-410,2880,7680,-0.74,21.51,2,28.3,62.7,1.6,1000000,     L2 msmx,22.71
1087,  14/4/2024, 05:17:28.246750,  14/4/2024, 05:17:28.110966,      Primary,2,0,1100,3390,7760,0.33,527.94,2,94,410.6,1.7,1000000,     L2 msmx,8.79
1211,  14/4/2024, 12:28:54.182750,  14/4/2024, 12:28:54.019321,      Primary,2,0,-120,2140,8150,-0.58,50.05,2,343.7,41,1.6,1000000,     L2 msmx,10.45
1282,  14/4/2024, 16:56:38.670500,  14/4/2024, 16:56:38.570770,      Primary,2,0,-420,2380,6990,-0.65,31.35,2,42.4,43.2,1.6,1000000,     L2 msmx,30.48
